ticker,entry_day,exit_day,entry_px,exit_px,qty,ret,pnl,bars_held,exit_reason,is_stop
XOM,2025-12-09,2026-01-07,116.97014992825157,118.14458671054274,51.0,0.010040482832684772,59.89627589684952,20,stop,True
AAPL,2025-12-23,2026-01-07,271.0025024511675,260.3481448893121,22.0,-0.03931460951647581,-234.39586636081924,10,stop,True
AAPL,2026-01-12,2026-01-20,259.3155017805619,246.00468263330575,23.0,-0.051330595571259074,-306.1488403868909,6,stop,True
AMZN,2025-12-05,2026-01-21,230.45820172692865,226.90819031446867,26.0,-0.01540414437784432,-92.30029672395949,31,stop,True
NVDA,2025-12-05,2026-02-03,184.0003343146839,180.23179143255115,32.0,-0.020481174103127775,-120.59337222824797,40,time_stop,False
AMZN,2026-01-22,2026-02-05,234.19043539700783,224.55014540434502,25.0,-0.041164319867804444,-241.00724981657038,11,stop,True
JPM,2026-01-14,2026-02-12,308.3849467039561,301.8607078290942,19.0,-0.021156152220117908,-123.96053862237517,21,stop,True
AAPL,2026-01-27,2026-02-12,259.325517552128,262.5264568903169,23.0,0.01234332574905772,73.62160477834476,13,stop,True
XOM,2026-04-10,2026-06-05,154.13242553083305,149.83003814193813,38.0,-0.027913577393448907,-163.49072077800673,40,time_stop,False
AAPL,2026-04-10,2026-06-05,260.136001023569,307.1555899395199,22.0,0.18075002587469946,1034.4309561509203,40,time_stop,False
XOM,2026-06-08,2026-06-15,151.2507079718272,139.51641380447992,39.0,-0.0775817470522715,-457.6374725265442,6,stop,True
AMZN,2026-06-03,2026-06-22,254.85281929257346,232.6584541463819,23.0,-0.0870869908671178,-510.47039836240583,13,stop,True
GOOGL,2026-06-03,2026-06-23,362.2472203396617,340.14489508631294,16.0,-0.061014478544857975,-353.6372040535798,14,stop,True
GOOGL,2026-07-10,2026-07-23,357.7445202953976,320.6161937162143,16.0,-0.10378447320038786,-594.0532252669327,10,stop,True
AMZN,2026-07-13,2026-07-27,244.82680302324408,230.67827968789283,24.0,-0.057789928066037666,-339.56456004843017,11,stop,True
NVDA,2026-06-08,2026-08-04,210.3061015968764,211.8128375067018,28.0,0.007164489752720549,42.188605475111444,40,time_stop,False
