ticker,entry_day,exit_day,entry_px,exit_px,qty,ret,pnl,bars_held,exit_reason,is_stop
AAPL,2025-12-10,2026-01-06,277.9166513438286,264.46453321637466,10.0,-0.048403426215766654,-134.52118127453957,18,stop,True
XOM,2025-12-10,2026-01-07,118.80124552742498,118.73329075129948,25.0,-0.0005720039030214785,-1.6988694031375928,19,stop,True
GOOGL,2025-12-10,2026-01-08,316.0194869201048,325.2447360123609,9.0,0.02919202604296478,83.02724183030483,20,time_stop,False
JPM,2025-12-12,2026-01-12,319.8718109160586,324.2952858414182,9.0,0.013828898872618733,39.811274328236266,20,time_stop,False
JPM,2026-01-13,2026-01-14,324.4945781783718,307.70688231072296,9.0,-0.051734904052605724,-151.08926280883952,2,stop,True
AMZN,2025-12-24,2026-01-20,232.26928443479272,233.3859769556972,12.0,0.004807749434549091,13.40031025085375,17,stop,True
NVDA,2025-12-24,2026-01-23,188.05276688455842,187.55739572899117,15.0,-0.0026342135974598557,-7.430567333508833,20,time_stop,False
NVDA,2026-01-26,2026-02-03,187.27230013348446,178.20960377962896,16.0,-0.048393149159783766,-145.003141661688,7,stop,True
META,2026-01-30,2026-02-04,727.9365037811251,675.8977754802638,4.0,-0.07148800483360318,-208.15491320344518,4,stop,True
XOM,2026-01-08,2026-02-05,119.0513955362022,145.99234870125107,25.0,0.22629682788436067,673.523829126222,20,time_stop,False
GOOGL,2026-01-09,2026-02-05,327.28625277558183,311.72044688978247,9.0,-0.047560219085867717,-140.09225297219427,19,stop,True
AMZN,2026-01-23,2026-02-05,235.10098428583123,224.55014615538,12.0,-0.044877898586863196,-126.61005756541488,10,stop,True
NVDA,2026-02-26,2026-02-27,194.3865667315882,180.49025942422134,15.0,-0.07148800218564022,-208.44460961050302,2,stop,True
XOM,2026-02-26,2026-03-04,147.89868770868347,148.86778589095297,20.0,0.006552446118915922,19.3819636453901,5,stop,True
AAPL,2026-02-26,2026-03-06,275.11498354463697,255.44756236309382,10.0,-0.07148800449958825,-196.67421181543148,7,stop,True
XOM,2026-04-09,2026-04-17,156.95412079617353,144.62822074411218,19.0,-0.07853186644311316,-234.1921009891655,7,stop,True
NVDA,2026-04-13,2026-04-30,186.14161724490955,200.34849678623866,16.0,0.07632296179438947,227.31007266126562,14,stop,True
META,2026-04-20,2026-04-30,681.7688048840894,618.3290920936321,4.0,-0.09305165084700961,-253.75885116182917,9,stop,True
JPM,2026-04-09,2026-05-06,307.1341920510742,314.7110438086575,9.0,0.02466951565042086,68.19166581824982,20,time_stop,False
GOOGL,2026-04-09,2026-05-06,316.0995520207993,397.8011815706634,9.0,0.25846803333808,735.3146659487768,20,time_stop,False
AMZN,2026-04-10,2026-05-07,235.44118462379345,271.0073096101053,12.0,0.15106161244959004,426.7934998357425,20,time_stop,False
JPM,2026-05-07,2026-05-12,314.83879397629954,297.8701664992161,9.0,-0.05389624087545197,-152.71764729375087,4,stop,True
AAPL,2026-04-16,2026-05-13,266.96006920557903,298.69067152950316,11.0,0.11885898298703701,349.03662556316544,20,time_stop,False
NVDA,2026-05-01,2026-05-22,201.4007672200669,217.26316032844244,14.0,0.07876034102215201,222.0735035172574,16,stop,True
XOM,2026-05-18,2026-05-26,157.41440352634328,151.14008469834602,19.0,-0.039858606883754755,-119.212057731948,6,stop,True
GOOGL,2026-05-07,2026-05-29,400.1599677560228,378.19187567377173,7.0,-0.054898275320846235,-153.77664457575753,16,stop,True
AMZN,2026-05-08,2026-06-03,271.7929845473307,252.3630461218066,11.0,-0.07148800568890523,-213.72932268076525,18,stop,True
NVDA,2026-05-26,2026-06-05,216.66991772315257,209.18280206964945,13.0,-0.03455539990128986,-97.33250349554044,9,stop,True
MSFT,2026-06-02,2026-06-05,447.14813490982397,415.182407157865,6.0,-0.07148800421230761,-191.79436651175388,4,stop,True
AAPL,2026-05-14,2026-06-09,299.99990077922246,298.03112210121435,10.0,-0.0065625977638471555,-19.68778678008107,18,stop,True
GOOGL,2026-06-01,2026-06-11,376.7459035036183,349.81309003077797,8.0,-0.07148800616642048,-215.4625077827227,9,stop,True
AAPL,2026-06-12,2026-06-25,296.2076182108366,275.032326667368,10.0,-0.07148800449958814,-211.75291543468575,9,stop,True
JPM,2026-06-05,2026-07-06,314.4785926219898,337.517358397177,9.0,0.07326020376490416,207.3488919766852,20,time_stop,False
META,2026-07-13,2026-07-23,661.7768363232137,607.4365140253361,4.0,-0.0821127596423421,-217.36128919151042,9,stop,True
NVDA,2026-07-13,2026-07-28,208.66511773953155,193.74806537690552,14.0,-0.07148800203993078,-208.83873307676453,12,stop,True
AAPL,2026-07-07,2026-07-31,315.47918392296026,304.3223002352231,9.0,-0.03536488065235277,-100.41195318963435,19,stop,True
JPM,2026-07-07,2026-08-03,341.1846087060453,352.4284205943772,8.0,0.03295521427820103,89.95049510665513,20,time_stop,False
AMZN,2026-08-05,2026-08-17,281.7589519016159,261.6165664908914,10.0,-0.07148800517173204,-201.423854107245,9,stop,True
XOM,2026-08-05,2026-08-27,155.13302141899746,156.811257382856,19.0,0.010818044723861941,31.88648331331254,17,stop,True
