as_of,eps,revenue,available_at
2024-09-30 00:00:00+00:00,0.21,120395000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.2,114284000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.19,119177000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.24,125834000.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,0.25,121520000.0,2025-11-14 00:00:00+00:00
