as_of,eps,revenue,available_at
2024-09-30 00:00:00+00:00,2.32,567390000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-1.57,529505000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1.75,554307000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,2.3,613413000.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,2.77,624640000.0,2025-11-14 00:00:00+00:00
