as_of,revenue,available_at
2024-07-31 00:00:00+00:00,722704000.0,2024-09-14 00:00:00+00:00
2024-10-31 00:00:00+00:00,979638000.0,2024-12-15 00:00:00+00:00
2025-01-31 00:00:00+00:00,673623000.0,2025-03-17 00:00:00+00:00
2025-04-30 00:00:00+00:00,686471000.0,2025-06-14 00:00:00+00:00
2025-07-31 00:00:00+00:00,800583000.0,2025-09-14 00:00:00+00:00
