as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,249000.0,-1.31,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,463000.0,-1.36,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,16927000.0,-1.26,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1579000.0,-1.36,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,66769000.0,-1.12,2025-08-14 00:00:00+00:00
