as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,0.51,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,0.43,25766000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.4,24589000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,24535000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.37,22120000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.44,26637000.0,2025-08-14 00:00:00+00:00
