as_of,revenue,available_at
2024-06-30 00:00:00+00:00,225033000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,254708000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,271526000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,92823000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,125503000.0,2025-08-14 00:00:00+00:00
