as_of,revenue,eps,available_at
2024-09-30 00:00:00+00:00,1050569000.0,1.48,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,976122000.0,1.34,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,980170000.0,1.41,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1018308000.0,1.64,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,1058366000.0,1.87,2025-11-14 00:00:00+00:00
