as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,290318000.0,0.48,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,295143000.0,0.67,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,316652000.0,1.21,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,299453000.0,0.57,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,297128000.0,0.44,2025-08-14 00:00:00+00:00
