as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-0.023997,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.050379,7394778.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.023192,0.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,27770279.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-1.6,16272673.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.3,19691568.0,2025-08-14 00:00:00+00:00
