as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,2.95,64727000000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,3.3,65585000000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,3.23,69632000000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,3.46,70066000000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,3.65,76441000000.0,2025-08-14 00:00:00+00:00
