as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,683000.0,-5.32,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,798000.0,-5.6,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,1072000.0,-3.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1152000.0,-1.8,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1760000.0,-1.53,2025-08-14 00:00:00+00:00
