as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,195900000.0,0.48,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,201317000.0,0.48,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,180203000.0,0.41,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,203084000.0,0.47,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,209135000.0,0.58,2025-08-14 00:00:00+00:00
