as_of,revenue,available_at
2024-06-30 00:00:00+00:00,4586541.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,4723374.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,4825299.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,4125184.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,4378740.0,2025-08-14 00:00:00+00:00
