as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,533616000.0,0.08,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,544167000.0,0.03,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,559962000.0,0.05,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,652611000.0,0.11,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,768736000.0,0.11,2025-08-14 00:00:00+00:00
