as_of,revenue,available_at
2024-06-30 00:00:00+00:00,4062000000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,4480000000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,4510000000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,4592000000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,4973000000.0,2025-08-14 00:00:00+00:00
