as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,9505000.0,0.32,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,9999000.0,0.35,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,9656000.0,0.18,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,9173000.0,0.21,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,9870000.0,0.29,2025-08-14 00:00:00+00:00
