as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,3009000000.0,0.41,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,3438000000.0,6.65,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,2663000000.0,-55.66,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,2096000000.0,-14.35,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,3093000000.0,0.1,2025-08-14 00:00:00+00:00
