as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,5423400000.0,2.07,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,5516600000.0,2.34,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,5186000000.0,1.97,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,5199100000.0,1.69,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,5976600000.0,2.05,2025-08-14 00:00:00+00:00
