as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-0.55,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.69,7808425.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.32,7511297.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,7405559.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.38,7162322.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.09,6713587.0,2025-08-14 00:00:00+00:00
