as_of,revenue,eps,available_at
2024-09-30 00:00:00+00:00,0.0,-0.38,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.0,-0.46,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.0,-0.53,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,5000000.0,-0.53,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,12500000.0,-0.59,2025-11-14 00:00:00+00:00
