as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,30597000.0,1.25,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,31920000.0,1.34,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,33055000.0,1.37,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,33760000.0,1.33,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,35831000.0,1.38,2025-08-14 00:00:00+00:00
