as_of,revenue,eps,available_at
2024-09-30 00:00:00+00:00,251609000.0,0.03,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,263291000.0,0.01,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,282240000.0,-0.01,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,307887000.0,0.03,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,316022000.0,0.05,2025-11-14 00:00:00+00:00
