as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-0.06,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.09,4066388.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.53,17850411.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,3443698.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.14,3587026.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.04,4744246.0,2025-08-14 00:00:00+00:00
