date,open,high,low,close,volume
2014-06-16 13:30:00+00:00,41.404998779296875,41.83000183105469,41.404998779296875,41.625,92400
2014-06-17 13:30:00+00:00,41.70500183105469,42.404998779296875,41.28499984741211,42.150001525878906,75800
2014-06-18 13:30:00+00:00,42.209999084472656,42.209999084472656,41.66999816894531,41.970001220703125,115800
2014-06-19 13:30:00+00:00,42.119998931884766,42.23500061035156,41.375,41.95000076293945,76400
2014-06-20 13:30:00+00:00,42.0,42.16999816894531,41.70500183105469,42.099998474121094,154000
2014-06-23 13:30:00+00:00,42.15999984741211,42.314998626708984,41.71500015258789,42.005001068115234,100200
2014-06-24 13:30:00+00:00,42.06999969482422,42.505001068115234,41.560001373291016,41.65999984741211,169000
2014-06-25 13:30:00+00:00,41.57500076293945,41.88999938964844,41.224998474121094,41.435001373291016,151000
2014-06-26 13:30:00+00:00,41.33000183105469,41.54999923706055,41.09000015258789,41.459999084472656,102800
2014-06-27 13:30:00+00:00,41.165000915527344,41.77000045776367,41.09000015258789,41.125,649200
2014-06-30 13:30:00+00:00,41.154998779296875,41.400001525878906,40.720001220703125,41.32500076293945,132200
2014-07-01 13:30:00+00:00,41.349998474121094,42.209999084472656,41.04999923706055,41.994998931884766,203200
2014-07-02 13:30:00+00:00,41.935001373291016,42.35499954223633,41.57500076293945,42.03499984741211,150800
2014-07-03 13:30:00+00:00,42.04999923706055,42.6349983215332,42.04999923706055,42.595001220703125,60600
2014-07-07 13:30:00+00:00,42.560001373291016,42.689998626708984,42.119998931884766,42.26499938964844,74200
2014-07-08 13:30:00+00:00,42.15999984741211,42.3650016784668,41.709999084472656,42.095001220703125,103000
2014-07-09 13:30:00+00:00,42.16999816894531,42.665000915527344,41.95000076293945,42.095001220703125,100800
2014-07-10 13:30:00+00:00,41.56999969482422,41.970001220703125,41.06999969482422,41.275001525878906,240800
2014-07-11 13:30:00+00:00,41.150001525878906,41.474998474121094,40.54999923706055,40.79999923706055,116800
2014-07-14 13:30:00+00:00,41.040000915527344,41.1349983215332,40.72999954223633,40.8650016784668,63800
2014-07-15 13:30:00+00:00,41.01499938964844,41.07500076293945,40.275001525878906,40.345001220703125,100200
2014-07-16 13:30:00+00:00,40.505001068115234,40.505001068115234,40.0099983215332,40.14500045776367,380400
2014-07-17 13:30:00+00:00,40.095001220703125,40.39500045776367,39.685001373291016,40.0,141600
2014-07-18 13:30:00+00:00,39.915000915527344,40.560001373291016,39.904998779296875,40.32500076293945,315800
2014-07-21 13:30:00+00:00,39.81999969482422,40.505001068115234,39.70500183105469,40.20500183105469,188400
2014-07-22 13:30:00+00:00,40.41999816894531,41.20000076293945,40.314998626708984,41.11000061035156,124600
2014-07-23 13:30:00+00:00,40.9900016784668,41.244998931884766,40.810001373291016,41.1349983215332,219800
2014-07-24 13:30:00+00:00,41.28499984741211,41.834999084472656,41.1150016784668,41.625,227800
2014-07-25 13:30:00+00:00,39.165000915527344,41.125,37.334999084472656,37.88999938964844,856800
2014-07-28 13:30:00+00:00,38.06999969482422,38.80500030517578,37.6349983215332,38.56999969482422,232000
2014-07-29 13:30:00+00:00,38.900001525878906,39.560001373291016,38.130001068115234,38.70000076293945,536000
2014-07-30 13:30:00+00:00,38.83000183105469,39.40999984741211,38.15999984741211,38.5,284000
2014-07-31 13:30:00+00:00,38.03499984741211,38.72999954223633,37.33000183105469,37.380001068115234,212200
2014-08-01 13:30:00+00:00,37.380001068115234,37.69499969482422,36.904998779296875,37.224998474121094,143800
2014-08-04 13:30:00+00:00,37.32500076293945,37.59000015258789,37.25,37.459999084472656,128000
2014-08-05 13:30:00+00:00,37.099998474121094,37.584999084472656,37.09000015258789,37.459999084472656,175400
2014-08-06 13:30:00+00:00,37.310001373291016,37.650001525878906,37.005001068115234,37.4900016784668,149400
2014-08-07 13:30:00+00:00,37.68000030517578,37.849998474121094,37.09000015258789,37.154998779296875,85600
2014-08-08 13:30:00+00:00,37.279998779296875,37.5,37.0099983215332,37.279998779296875,193600
2014-08-11 13:30:00+00:00,37.42499923706055,38.18000030517578,37.15999984741211,37.625,131600
2014-08-12 13:30:00+00:00,37.53499984741211,37.779998779296875,37.189998626708984,37.349998474121094,192600
2014-08-13 13:30:00+00:00,37.525001525878906,37.72999954223633,37.35499954223633,37.529998779296875,168200
2014-08-14 13:30:00+00:00,37.6150016784668,37.904998779296875,37.564998626708984,37.61000061035156,87000
2014-08-15 13:30:00+00:00,37.880001068115234,37.9900016784668,36.75,37.1349983215332,120800
2014-08-18 13:30:00+00:00,37.650001525878906,38.974998474121094,37.57500076293945,38.810001373291016,242200
2014-08-19 13:30:00+00:00,38.959999084472656,39.53499984741211,38.775001525878906,39.46500015258789,312800
2014-08-20 13:30:00+00:00,39.45000076293945,39.689998626708984,39.220001220703125,39.39500045776367,133800
2014-08-21 13:30:00+00:00,39.45000076293945,39.45000076293945,39.0,39.209999084472656,133800
2014-08-22 13:30:00+00:00,39.14500045776367,39.220001220703125,38.96500015258789,38.98500061035156,164000
2014-08-25 13:30:00+00:00,39.28499984741211,39.33000183105469,38.935001373291016,39.06999969482422,178400
2014-08-26 13:30:00+00:00,39.06999969482422,39.095001220703125,38.810001373291016,39.0,110600
2014-08-27 13:30:00+00:00,38.915000915527344,38.95500183105469,38.48500061035156,38.6349983215332,146800
2014-08-28 13:30:00+00:00,38.435001373291016,38.73500061035156,38.064998626708984,38.32500076293945,68200
2014-08-29 13:30:00+00:00,38.26499938964844,38.349998474121094,37.92499923706055,38.08000183105469,89600
2014-09-02 13:30:00+00:00,38.189998626708984,38.38999938964844,37.93000030517578,38.26499938964844,115400
2014-09-03 13:30:00+00:00,38.39500045776367,38.540000915527344,38.03499984741211,38.06999969482422,75600
2014-09-04 13:30:00+00:00,38.09000015258789,38.60499954223633,38.09000015258789,38.435001373291016,102400
2014-09-05 13:30:00+00:00,38.189998626708984,38.599998474121094,38.0,38.55500030517578,130400
2014-09-08 13:30:00+00:00,38.400001525878906,38.79499816894531,38.400001525878906,38.73500061035156,87800
2014-09-09 13:30:00+00:00,38.65999984741211,38.65999984741211,38.005001068115234,38.04999923706055,155600
2014-09-10 13:30:00+00:00,38.10499954223633,38.22999954223633,37.61000061035156,38.21500015258789,94000
2014-09-11 13:30:00+00:00,38.04999923706055,38.29499816894531,37.9900016784668,38.2599983215332,121400
2014-09-12 13:30:00+00:00,38.099998474121094,38.31999969482422,37.775001525878906,37.98500061035156,85800
