as_of,revenue,eps,available_at
2024-09-30 00:00:00+00:00,61277000.0,0.02,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,57777000.0,0.06,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,59583000.0,0.03,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,61565000.0,0.04,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,62364000.0,0.06,2025-11-14 00:00:00+00:00
