as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,6395000.0,0.09,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,7107000.0,0.09,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,6662000.0,0.18,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,5273000.0,0.01,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,6562000.0,0.11,2025-08-14 00:00:00+00:00
