as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.9,,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,2.02,1811400000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,1257400000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.54,1374500000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.74,1437000000.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,2.03,1809900000.0,2025-11-14 00:00:00+00:00
