as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-5.75,5687000.0,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-1.16,6737000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-2.0,7497000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-29.25,5781000.0,2025-02-14 00:00:00+00:00
