as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,54793000.0,-5.1,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,44009000.0,-2.9,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,37314000.0,-3.8,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,40534000.0,-3.12,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,39245000.0,-3.63,2025-08-14 00:00:00+00:00
