as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,979580000.0,0.86,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,1004679000.0,0.38,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,1019939000.0,0.91,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1015139000.0,0.82,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1043494000.0,0.71,2025-08-14 00:00:00+00:00
