ticker,date,label,holding_days,return_pct,entry_price,atr,atr_norm,rsi_7,rsi_14,slope_rsi_14,rsi_21,adx_14,adxr_14_2,dmp_14,dmn_14,ma10,ma20,ma10_ma20_cross_status,price_rel_ma10,sma_50,dist_sma_50,slope_sma_50,sma_200,dist_sma_200,volatility_20,volume_sma,volume_ratio,volume_zscore,log_return_3m,return_3m,log_return_6m,return_6m
AAL,2014-07-08 13:30:00+00:00,-1,20,-0.07387825736697422,40.2599983215332,1.4871692587960894,0.036939128683487095,36.495849626612646,57.51132241738258,-3.9055528726057345,68.4897259444533,32.27581155720005,34.106145966848345,29.41465302611771,30.337794101352124,42.63899955749512,42.74687480926514,-1,-0.05579402098198931,0.0,0.0,0.0,0.0,0.0,0.372188936606818,17230100.0,1.5321675440072895,0.8875841315812417,0.0,0.0,0.0,0.0
AAL,2014-07-15 13:30:00+00:00,-1,9,-0.06556927533222075,43.70000076293945,1.432688691021717,0.032784637666110374,65.42750593872022,68.45913912683513,2.1895633418905094,74.17419119201355,28.322792458171545,28.7926697093176,34.55914662686087,21.67542008873892,42.21599998474121,42.86299991607666,-1,0.0351525672430981,0.0,0.0,0.0,0.0,0.0,0.3643734318244571,15902605.0,0.5255994222330241,-0.7637114417398572,0.0,0.0,0.0,0.0
AAL,2014-07-22 13:30:00+00:00,-1,5,-0.06247306936759263,42.380001068115234,1.3238043732635063,0.031236534683796315,49.01278858816729,58.13400071762742,-2.0650276818415407,65.80493013543233,22.594898699070622,23.88567482521723,26.86058837092685,23.874734940445464,42.73300018310547,42.68599987030029,1,-0.00826057411082013,42.74153841458834,-0.008458688196157867,0.0,0.0,0.0,0.37805485890593254,13118155.0,0.4922109854625136,-0.7810027752147727,0.0,0.0,0.0,0.0
AAL,2014-07-29 13:30:00+00:00,-1,6,-0.07282104998888272,39.52999877929688,1.4393080085838243,0.03641052499444133,27.991539423536516,43.49728168027631,-2.9273438074702227,53.8363023474725,19.03009077496845,19.111720076198694,19.871502217974356,29.630155658040913,41.99500007629395,42.105500030517575,-1,-0.058697494761728836,42.52483872444399,-0.07042566262398597,-0.043339938028870505,0.0,0.0,0.3900468099500776,12045585.0,0.8894047072018503,-0.2389186548738218,0.0,0.0,0.0,0.0
AAL,2014-08-05 13:30:00+00:00,0,20,0.05271648919808662,37.18000030517578,1.4675431814788245,0.03947130633225222,21.139987976208786,35.51324885421363,-1.596806565212536,46.372701211622804,22.953072212810806,21.763259113003336,13.985944793691734,33.21496719037319,40.013999938964844,41.37350006103516,-1,-0.07082520213205103,41.98388883802626,-0.11442219064993882,-0.1081899772835456,0.0,0.0,0.36392421490689175,10895115.0,0.9566672770319542,-0.12118322799222195,0.0,0.0,0.0,0.0
AAL,2014-08-12 13:30:00+00:00,0,20,0.02825163540400968,37.52000045776367,1.4946300718120256,0.03983555579895403,35.87141561347654,40.127882003702105,0.9229266298976952,47.88997188825012,27.645640651377374,27.286945437422474,15.444832251851704,30.25734311830059,38.013999938964844,40.004500007629396,-1,-0.012995198663501233,41.42463414261981,-0.0942587367558389,-0.11185093908129033,0.0,0.0,0.3179454503721042,10863980.0,0.5728747659697458,-1.1801229336562529,0.0,0.0,0.0,0.0
AAL,2014-08-19 13:30:00+00:00,-1,14,-0.07009350981774783,40.43000030517578,1.4169403116611947,0.035046754908873955,63.741014378475,55.181726299666195,3.010768859192818,56.53214554209782,22.085017749078112,23.634850508038305,23.482989409307464,22.024001712758743,38.49599990844727,39.25499992370605,-1,0.050238996293849536,41.22565211420474,-0.019299920516110167,-0.03979640568301335,0.0,0.0,0.3491959139918869,10940985.0,0.5319082331252625,-1.376789717760804,0.0,0.0,0.0,0.0
AAL,2014-08-26 13:30:00+00:00,-1,18,-0.06391445999063508,39.09000015258789,1.2492081253932474,0.0319572299953175,45.14646535727015,47.580136263826866,-1.520318007167866,51.3210209055911,17.451979884226223,18.018565165518304,18.38376250151538,23.56383426740209,39.643999099731445,38.828999519348145,1,-0.013974345669564592,41.075799789428714,-0.048344758885300876,-0.0299704649552055,0.0,0.0,0.31435999470709036,9311435.0,0.6156516154599156,-1.0277811245715618,0.0,0.0,0.0,0.0
AAL,2014-09-03 13:30:00+00:00,-1,12,-0.0634881408331554,39.13999938964844,1.2424628967298077,0.03174407041657769,46.92642758868906,48.229141713130154,0.12980108986065772,50.9928866924135,15.684789708288076,16.687060816906516,19.113418354087475,20.9712756858947,39.51499938964844,39.00549964904785,1,-0.009490067209724848,40.67939979553223,-0.03784225956187436,-0.0792799987792975,0.0,0.0,0.3258654395100942,8468395.0,1.180282686388625,0.43000117293989687,0.0,0.0,0.0,0.0
AAL,2014-09-10 13:30:00+00:00,-1,8,-0.061671215741235304,38.58000183105469,1.1896378081101118,0.03083560787061761,47.2999159801632,46.98767234687138,-0.2482938732517553,49.461107278053,16.53207026899073,16.028216172848644,14.919929666694046,22.863792712279185,38.77700004577637,39.2104995727539,-1,-0.005080285078503342,40.129199829101566,-0.038605255142002734,-0.11003999328613219,0.0,0.0,0.3277385580289319,8130625.0,0.9971558152048582,-0.009831128439577414,0.0,0.0,0.0,0.0
AAL,2014-09-17 13:30:00+00:00,-1,4,-0.06166495277496146,37.459999084472656,1.1549845372470515,0.03083247638748069,40.3538999566948,42.755171886284835,-0.8465000921173086,46.02083886896802,18.91895227564754,18.47453435561995,14.018906586968392,21.95566113704909,37.93400001525879,38.72449970245361,-1,-0.01249541125627321,39.73839988708496,-0.05733499106874675,-0.07815998840332128,0.0,0.0,0.28139114712278235,7971600.0,0.8383135129710472,-0.5960606482043107,-0.1299880368905567,-0.12189406426486193,0.0,0.0
AAL,2014-09-24 13:30:00+00:00,-1,6,-0.06524957603923286,36.119998931884766,1.178407308421511,0.032624788019616394,38.3797590327486,39.9245325995511,-0.566127857346747,43.06114520893832,25.398649625953603,23.753640572489253,12.940528066994922,30.287748195802134,36.99600028991699,37.88650016784668,-1,-0.023678272006905966,39.08519989013672,-0.07586505804209111,-0.1306399993896477,0.0,0.0,0.3251311221500642,8997110.0,0.9433807078050619,-0.16289727011992586,-0.19529538212112388,-0.1774083566977388,0.0,0.0
AAL,2014-10-01 13:30:00+00:00,-1,6,-0.07097245369305033,34.38999938964844,1.2203713195929267,0.03548622684652517,31.97709860206736,35.78827261576222,-0.8272519967577765,39.409694707518504,31.234180334860657,29.869968736194,9.281973369407565,28.07184025489333,35.775,36.8545000076294,-1,-0.03871420294483749,38.34679985046387,-0.10318463277888273,-0.14768000793457076,0.0,0.0,0.3113399740586972,9952855.0,1.9535399641610371,2.6545655597918034,-0.19871264440385367,-0.1802145705792183,0.0,0.0
AAL,2014-10-08 13:30:00+00:00,-1,2,-0.08378495505014344,33.0,1.3824517583273677,0.04189247752507175,32.28877009102957,35.70325315154308,-0.017003892843827372,38.50574876310495,30.629155074262407,30.355714556002546,12.037624303129443,28.48939554304685,34.82199974060059,35.90900001525879,-1,-0.052323236866728094,37.650599822998046,-0.12351993978479273,-0.13924000549316418,0.0,0.0,0.42591446143754863,11627850.0,1.9568191884140231,2.1729733695899918,-0.26049771456811155,-0.22933208231692703,0.0,0.0
AAL,2014-10-15 13:30:00+00:00,1,4,0.17552118351248974,31.690000534057617,1.854088799749741,0.0585070611708299,42.24389291599496,39.55500869231161,0.7703511081537059,40.16395985533818,37.58700012379573,36.68316385800935,10.717469872089413,28.798449873307973,32.672000122070315,34.22350006103515,-1,-0.030056304613850258,36.87839988708496,-0.1406893837290471,-0.15443998718261726,0.0,0.0,0.6342149539489578,17458250.0,2.287818080277233,2.285787246320144,-0.2744999565452768,-0.24004796272757256,0.0,0.0
