as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,828000000.0,1.07,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,807000000.0,0.72,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,800000000.0,-0.09,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,751000000.0,-0.33,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,754000000.0,-0.26,2025-08-14 00:00:00+00:00
