as_of,revenue,eps,available_at
2024-08-31 00:00:00+00:00,216964000.0,-0.06,2024-10-15 00:00:00+00:00
2024-11-30 00:00:00+00:00,231258000.0,-2.103225,2025-01-14 00:00:00+00:00
2025-02-28 00:00:00+00:00,220980000.0,-0.050484,2025-04-14 00:00:00+00:00
2025-05-31 00:00:00+00:00,225459000.0,-2.820601,2025-07-15 00:00:00+00:00
2025-08-31 00:00:00+00:00,209189000.0,0.167226,2025-10-15 00:00:00+00:00
