as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,19419000.0,0.31,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,20151000.0,0.35,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,20684000.0,0.42,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,22896000.0,0.46,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,23654000.0,0.47,2025-08-14 00:00:00+00:00
