as_of,revenue,eps,available_at
2024-03-31 00:00:00+00:00,18781000.0,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,21848000.0,-0.91,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,25204000.0,-0.55,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,24565000.0,-0.8,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,20254000.0,-0.92,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,,-1.05,2025-08-14 00:00:00+00:00
