as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,-0.24,,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.12,1087695.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,1193878.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.12,1101605.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-1.03,1198345.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,-0.15,4889526.0,2025-11-14 00:00:00+00:00
