as_of,eps,revenue,available_at
2024-09-30 00:00:00+00:00,2.07,390600000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,2.0,395400000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,2.1,402300000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,2.21,409900000.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,2.27,419100000.0,2025-11-14 00:00:00+00:00
