as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,24220000.0,0.43,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,25339000.0,0.52,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,26207000.0,0.46,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,26863000.0,0.53,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,29287000.0,0.62,2025-08-14 00:00:00+00:00
