as_of,revenue,available_at
2024-06-30 00:00:00+00:00,4910492.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,5808835.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,6416229.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,8083756.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,5146922.0,2025-08-14 00:00:00+00:00
