as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.5,109420000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.15,118643955.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.01,134811780.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.31,87001000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.11,105506000.0,2025-08-14 00:00:00+00:00
