as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-0.73,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.42,16780000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.64,6628000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,6192000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.25,12443000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.58,23179000.0,2025-08-14 00:00:00+00:00
