as_of,revenue,available_at
2024-03-31 00:00:00+00:00,787144000.0,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,851842000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,850517000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,983636000.0,2025-02-14 00:00:00+00:00
