as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,-3.57,,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.06,1885322.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,1613161.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.63,1547715.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.61,2115255.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,-0.25,2155993.0,2025-11-14 00:00:00+00:00
