as_of,eps,revenue,available_at
2024-09-30 00:00:00+00:00,1.63,600982000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,1.34,573848000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1.52,585087000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1.75,615372000.0,2025-08-14 00:00:00+00:00
2025-09-30 00:00:00+00:00,1.97,644738000.0,2025-11-14 00:00:00+00:00
