ticker,entry_date,return,cum_return,equity
TSLA,2020-12-15 14:30:00,0.05,5.502212674118247,65022.12674118247
TSLA,2020-12-22 14:30:00,0.05,5.5522126741182465,65522.12674118247
NVDA,2020-12-28 14:30:00,0.03912792765086352,5.59134060176911,65913.4060176911
NVDA,2021-01-06 14:30:00,0.05,5.64134060176911,66413.4060176911
NVDA,2021-01-15 14:30:00,0.05,5.6913406017691095,66913.4060176911
NVDA,2021-01-27 14:30:00,0.04743473409816258,5.738775335867272,67387.75335867272
NVDA,2021-02-08 14:30:00,0.05,5.788775335867272,67887.75335867272
AAPL,2021-02-26 14:30:00,0.05,5.838775335867272,68387.75335867272
AMZN,2021-03-04 14:30:00,0.045681615504759146,5.884456951372031,68844.56951372031
NVDA,2021-03-08 14:30:00,0.05,5.934456951372031,69344.56951372031
NVDA,2021-03-18 13:30:00,-0.014718030227934348,5.919738921144097,69197.38921144097
NVDA,2021-03-25 13:30:00,0.05,5.9697389211440965,69697.38921144097
AMD,2021-03-30 13:30:00,0.05,6.019738921144096,70197.38921144097
NVDA,2021-04-01 13:30:00,0.04259048918465988,6.062329410328756,70623.29410328755
NVDA,2021-04-09 13:30:00,0.05,6.112329410328756,71123.29410328755
NVDA,2021-05-12 13:30:00,0.022331651028330467,6.134661061357086,71346.61061357085
NVDA,2021-05-19 13:30:00,0.05,6.184661061357086,71846.61061357085
NVDA,2021-05-26 13:30:00,0.05,6.234661061357086,72346.61061357085
NVDA,2021-06-08 13:30:00,0.01898946473180649,6.253650526088892,72536.50526088892
NVDA,2021-06-15 13:30:00,0.05,6.303650526088892,73036.50526088892
NVDA,2021-06-22 13:30:00,0.05,6.353650526088892,73536.50526088891
NVDA,2021-06-29 13:30:00,0.01722692417035206,6.370877450259243,73708.77450259244
NVDA,2021-07-16 13:30:00,0.05,6.420877450259243,74208.77450259244
NVDA,2021-08-18 13:30:00,0.05,6.470877450259243,74708.77450259242
AMZN,2021-08-19 13:30:00,0.040232177719673676,6.511109627978916,75111.09627978916
NVDA,2021-10-07 13:30:00,0.03183864781430978,6.542948275793226,75429.48275793226
ADBE,2021-10-08 13:30:00,0.05,6.592948275793225,75929.48275793226
NVDA,2021-10-14 13:30:00,0.043502213413767206,6.636450489206992,76364.50489206992
ADBE,2021-10-15 13:30:00,0.05,6.686450489206992,76864.50489206992
NVDA,2021-10-21 13:30:00,0.05,6.736450489206992,77364.50489206992
NVDA,2021-10-28 13:30:00,0.05,6.786450489206992,77864.50489206992
NVDA,2021-11-04 13:30:00,0.0197643965905177,6.80621488579751,78062.1488579751
NFLX,2021-11-09 14:30:00,0.04788188028366894,6.854096766081179,78540.96766081179
AMD,2021-11-11 14:30:00,0.05,6.904096766081179,79040.96766081179
TSLA,2021-11-12 14:30:00,0.05,6.954096766081179,79540.96766081179
NVDA,2021-11-17 14:30:00,0.05,7.004096766081179,80040.96766081179
NVDA,2021-12-13 14:30:00,0.05,7.054096766081178,80540.96766081179
ADBE,2021-12-17 14:30:00,0.03779817741028225,7.091894943491461,80918.94943491461
NVDA,2021-12-20 14:30:00,0.05,7.141894943491461,81418.94943491461
PYPL,2022-01-25 14:30:00,0.05,7.1918949434914605,81918.94943491461
NFLX,2022-01-25 14:30:00,0.05,7.24189494349146,82418.9494349146
AMZN,2022-01-25 14:30:00,0.05,7.29189494349146,82918.9494349146
NVDA,2022-01-27 14:30:00,0.05,7.34189494349146,83418.94943491461
AAPL,2022-01-27 14:30:00,0.05,7.39189494349146,83918.9494349146
AMD,2022-01-31 14:30:00,0.05,7.44189494349146,84418.94943491458
AMZN,2022-02-03 14:30:00,0.05,7.4918949434914595,84918.9494349146
NVDA,2022-02-03 14:30:00,0.05,7.541894943491459,85418.9494349146
NVDA,2022-02-11 14:30:00,0.05,7.591894943491459,85918.9494349146
PYPL,2022-02-23 14:30:00,0.05,7.641894943491459,86418.94943491458
PYPL,2022-03-08 14:30:00,0.05,7.691894943491459,86918.94943491458
QCOM,2022-03-08 14:30:00,-0.03,7.6618949434914585,86618.94943491458
PEP,2022-03-14 13:30:00,0.042786568702676,7.704681512194134,87046.81512194136
AAPL,2022-03-14 13:30:00,0.05,7.754681512194134,87546.81512194134
PYPL,2022-03-15 13:30:00,0.05,7.804681512194134,88046.81512194133
QCOM,2022-03-15 13:30:00,0.05,7.854681512194134,88546.81512194134
QCOM,2022-04-12 13:30:00,0.03122933436964684,7.885910846563781,88859.10846563782
AMZN,2022-04-26 13:30:00,-0.03,7.855910846563781,88559.10846563781
PYPL,2022-04-26 13:30:00,0.05,7.90591084656378,89059.10846563781
NVDA,2022-04-26 13:30:00,0.05,7.95591084656378,89559.10846563781
AMD,2022-04-27 13:30:00,0.05,8.005910846563781,90059.10846563781
AAPL,2022-05-02 13:30:00,0.05,8.055910846563782,90559.10846563782
NVDA,2022-05-03 13:30:00,-0.03,8.025910846563782,90259.10846563782
NFLX,2022-05-11 13:30:00,0.05,8.075910846563783,90759.10846563784
PYPL,2022-05-11 13:30:00,0.05,8.125910846563784,91259.10846563784
NFLX,2022-05-18 13:30:00,0.05,8.175910846563784,91759.10846563784
AAPL,2022-05-19 13:30:00,0.04681465154748666,8.222725498111272,92227.25498111272
COST,2022-05-19 13:30:00,0.05,8.272725498111273,92727.25498111272
GOOGL,2022-05-25 13:30:00,0.05,8.322725498111273,93227.25498111274
AMZN,2022-05-26 13:30:00,0.05,8.372725498111274,93727.25498111274
NVDA,2022-05-26 13:30:00,0.05,8.422725498111275,94227.25498111275
GOOG,2022-05-31 13:30:00,0.0279772561235055,8.450702754234781,94507.02754234782
NFLX,2022-06-14 13:30:00,0.05,8.500702754234782,95007.02754234782
PEP,2022-06-16 13:30:00,0.05,8.550702754234782,95507.02754234783
QCOM,2022-06-16 13:30:00,0.03542458856238703,8.58612734279717,95861.2734279717
AMD,2022-06-17 13:30:00,0.05,8.63612734279717,96361.2734279717
META,2022-06-21 13:30:00,0.05,8.686127342797171,96861.27342797171
META,2022-06-28 13:30:00,0.05,8.736127342797172,97361.27342797171
NVDA,2022-07-01 13:30:00,0.05,8.786127342797172,97861.27342797173
AMD,2022-07-05 13:30:00,0.05,8.836127342797173,98361.27342797173
NVDA,2022-07-11 13:30:00,0.05,8.886127342797174,98861.27342797174
PYPL,2022-07-11 13:30:00,0.05,8.936127342797175,99361.27342797174
INTC,2022-07-12 13:30:00,0.05,8.986127342797175,99861.27342797176
META,2022-07-14 13:30:00,0.05,9.036127342797176,100361.27342797176
NVDA,2022-07-18 13:30:00,0.05,9.086127342797177,100861.27342797177
NVDA,2022-07-27 13:30:00,0.05,9.136127342797177,101361.27342797177
META,2022-08-01 13:30:00,0.05,9.186127342797178,101861.27342797178
AMZN,2022-08-22 13:30:00,-0.02574694417610672,9.160380398621072,101603.80398621073
AMD,2022-09-02 13:30:00,0.05,9.210380398621073,102103.80398621073
NVDA,2022-09-02 13:30:00,0.05,9.260380398621074,102603.80398621074
QCOM,2022-09-02 13:30:00,0.03518060727559704,9.295561005896671,102955.6100589667
META,2022-09-06 13:30:00,0.05,9.345561005896672,103455.61005896672
ADBE,2022-09-06 13:30:00,0.05,9.395561005896672,103955.61005896672
NVDA,2022-09-15 13:30:00,-0.028463147446872703,9.3670978584498,103670.97858449799
META,2022-09-26 13:30:00,0.016425940994125192,9.383523799443925,103835.23799443925
NVDA,2022-09-29 13:30:00,0.05,9.433523799443925,104335.23799443926
INTC,2022-10-10 13:30:00,0.048412669699149063,9.481936469143074,104819.36469143073
NVDA,2022-10-11 13:30:00,-0.03,9.451936469143075,104519.36469143075
META,2022-10-14 13:30:00,0.05,9.501936469143075,105019.36469143075
AMD,2022-10-18 13:30:00,0.05,9.551936469143076,105519.36469143076
NVDA,2022-10-18 13:30:00,0.05,9.601936469143077,106019.36469143076
INTC,2022-10-18 13:30:00,0.05,9.651936469143077,106519.36469143078
COST,2022-10-19 13:30:00,0.05,9.701936469143078,107019.36469143078
AMD,2022-10-26 13:30:00,-0.01841618085637623,9.683520288286703,106835.20288286703
NVDA,2022-10-26 13:30:00,0.05,9.733520288286703,107335.20288286703
INTC,2022-10-27 13:30:00,0.05,9.783520288286704,107835.20288286704
AMD,2022-11-02 13:30:00,0.05,9.833520288286705,108335.20288286704
NVDA,2022-11-03 13:30:00,0.05,9.883520288286705,108835.20288286706
INTC,2022-11-03 13:30:00,0.05,9.933520288286706,109335.20288286706
META,2022-11-03 13:30:00,0.05,9.983520288286707,109835.20288286707
AMZN,2022-11-09 14:30:00,0.05,10.033520288286708,110335.20288286707
META,2022-11-10 14:30:00,-0.00375440947553455,10.029765878811173,110297.65878811173
TSLA,2022-11-21 14:30:00,0.05,10.079765878811173,110797.65878811173
NVDA,2022-12-28 14:30:00,0.05,10.129765878811174,111297.65878811174
INTC,2022-12-28 14:30:00,0.05,10.179765878811175,111797.65878811174
PYPL,2022-12-30 14:30:00,0.05,10.229765878811175,112297.65878811176
INTC,2023-01-05 14:30:00,0.05,10.279765878811176,112797.65878811176
NVDA,2023-01-05 14:30:00,0.05,10.329765878811177,113297.65878811177
TSLA,2023-01-06 14:30:00,0.05,10.379765878811178,113797.65878811177
NVDA,2023-01-12 14:30:00,0.05,10.429765878811178,114297.65878811179
TSLA,2023-01-13 14:30:00,0.05,10.479765878811179,114797.65878811179
INTC,2023-01-18 14:30:00,0.05,10.52976587881118,115297.6587881118
NVDA,2023-01-23 14:30:00,0.05,10.57976587881118,115797.6587881118
TSLA,2023-01-23 14:30:00,0.05,10.629765878811181,116297.65878811182
NVDA,2023-01-31 14:30:00,0.05,10.679765878811182,116797.65878811182
TSLA,2023-02-02 14:30:00,0.05,10.729765878811182,117297.65878811183
NVDA,2023-02-10 14:30:00,0.05,10.779765878811183,117797.65878811183
TSLA,2023-02-22 14:30:00,0.009509129026712169,10.789275007837896,117892.75007837896
META,2023-02-24 14:30:00,0.05,10.839275007837896,118392.75007837896
INTC,2023-02-24 14:30:00,0.05,10.889275007837897,118892.75007837897
INTC,2023-03-06 14:30:00,0.0369373220575441,10.92621232989544,119262.12329895441
INTC,2023-03-13 13:30:00,0.05,10.976212329895441,119762.12329895441
NVDA,2023-03-17 13:30:00,0.05,11.026212329895442,120262.12329895442
INTC,2023-03-22 13:30:00,0.05,11.076212329895442,120762.12329895442
NVDA,2023-03-24 13:30:00,0.03726805047440482,11.113480380369847,121134.80380369847
NVDA,2023-04-12 13:30:00,0.05,11.163480380369847,121634.80380369848
NVDA,2023-04-25 13:30:00,0.05,11.213480380369848,122134.80380369848
INTC,2023-04-25 13:30:00,0.05,11.263480380369849,122634.8038036985
TSLA,2023-04-26 13:30:00,0.05,11.31348038036985,123134.8038036985
NVDA,2023-05-03 13:30:00,0.038954038605938344,11.352434418975788,123524.34418975787
TSLA,2023-05-03 13:30:00,0.05,11.402434418975789,124024.34418975789
NVDA,2023-05-12 13:30:00,0.05,11.45243441897579,124524.34418975789
AMD,2023-05-31 13:30:00,0.05,11.50243441897579,125024.3441897579
NVDA,2023-06-07 13:30:00,0.05,11.55243441897579,125524.3441897579
AMD,2023-06-08 13:30:00,0.05,11.602434418975792,126024.34418975792
NVDA,2023-07-10 13:30:00,0.05,11.652434418975792,126524.34418975792
GOOGL,2023-10-31 13:30:00,0.05,11.702434418975793,127024.34418975793
AMD,2024-01-03 14:30:00,0.05,11.752434418975794,127524.34418975793
COST,2024-01-04 14:30:00,0.0389142322109366,11.79134865118673,127913.4865118673
TSLA,2024-01-26 14:30:00,0.025429760775494387,11.816778411962225,128167.78411962226
ADBE,2024-02-22 14:30:00,0.04224570132864463,11.85902411329087,128590.2411329087
TSLA,2024-03-14 13:30:00,0.05,11.90902411329087,129090.2411329087
AMD,2024-04-19 13:30:00,0.05,11.959024113290871,129590.24113290872
TSLA,2024-04-22 13:30:00,0.05,12.009024113290872,130090.24113290872
NFLX,2024-04-29 13:30:00,0.05,12.059024113290873,130590.24113290873
META,2024-04-30 13:30:00,0.05,12.109024113290873,131090.24113290873
AMD,2024-05-01 13:30:00,0.05,12.159024113290874,131590.24113290873
INTC,2024-05-08 13:30:00,0.04233334859212239,12.201357461882996,132013.57461882997
NVDA,2024-06-06 13:30:00,0.05,12.251357461882996,132513.57461882997
NVDA,2024-06-13 13:30:00,-0.02345498727884851,12.227902474604148,132279.02474604148
AVGO,2024-06-25 13:30:00,0.04851375959049659,12.276416234194645,132764.16234194644
INTC,2024-06-28 13:30:00,0.05,12.326416234194646,133264.16234194644
AVGO,2024-07-02 13:30:00,0.05,12.376416234194647,133764.16234194647
TSLA,2024-07-24 13:30:00,0.05,12.426416234194647,134264.16234194647
AMD,2024-07-25 13:30:00,-0.03,12.396416234194648,133964.16234194647
AVGO,2024-07-30 13:30:00,0.05,12.446416234194649,134464.16234194647
NVDA,2024-07-30 13:30:00,0.05,12.49641623419465,134964.1623419465
QCOM,2024-08-05 13:30:00,0.03127573622571841,12.527691970420367,135276.91970420367
AMD,2024-08-06 13:30:00,0.05,12.577691970420368,135776.91970420367
AMZN,2024-08-06 13:30:00,0.05,12.627691970420369,136276.9197042037
GOOG,2024-08-06 13:30:00,0.03357418472069923,12.661266155141067,136612.66155141068
GOOGL,2024-08-06 13:30:00,0.03708390059354947,12.698350055734617,136983.50055734615
INTC,2024-08-07 13:30:00,0.05,12.748350055734617,137483.50055734618
AVGO,2024-08-07 13:30:00,0.05,12.798350055734618,137983.50055734618
NVDA,2024-08-07 13:30:00,0.05,12.848350055734619,138483.50055734618
QCOM,2024-08-12 13:30:00,0.05,12.89835005573462,138983.50055734618
AMD,2024-08-13 13:30:00,0.05,12.94835005573462,139483.5005573462
GOOGL,2024-08-14 13:30:00,0.03417104915619475,12.982521104890814,139825.21104890815
INTC,2024-08-14 13:30:00,0.05,13.032521104890815,140325.21104890815
INTC,2024-08-28 13:30:00,0.05,13.082521104890816,140825.21104890815
GOOG,2024-09-06 13:30:00,0.04101748526979761,13.123538590160614,141235.38590160615
INTC,2024-09-06 13:30:00,0.04076233364971002,13.164300923810323,141643.00923810323
AVGO,2024-09-09 13:30:00,0.05,13.214300923810324,142143.00923810323
NVDA,2024-09-09 13:30:00,0.05,13.264300923810325,142643.00923810326
GOOGL,2024-09-10 13:30:00,0.05,13.314300923810325,143143.00923810326
INTC,2024-09-13 13:30:00,0.05,13.364300923810326,143643.00923810326
INTC,2024-09-20 13:30:00,0.05,13.414300923810327,144143.00923810326
INTC,2024-10-03 13:30:00,0.05,13.464300923810328,144643.0092381033
AMD,2024-11-04 14:30:00,0.05,13.514300923810328,145143.0092381033
INTC,2024-11-06 14:30:00,-0.03,13.484300923810329,144843.0092381033
AVGO,2024-12-19 14:30:00,0.05,13.53430092381033,145343.0092381033
INTC,2024-12-19 14:30:00,0.05,13.58430092381033,145843.0092381033
