ticker,entry_date,exit_date,entry_price,exit_price,shares,cost,proceeds,profit,return,holding_days,exit_reason
ADUS,2023-04-05 13:30:00+00:00,2023-04-28 13:30:00+00:00,108.19000244140624,107.84454292525452,9,974.6837319946287,969.6302854409633,-5.053446553665367,-0.005184703907311357,23,trailing_stop
ARDX,2023-03-15 13:30:00+00:00,2023-05-02 13:30:00+00:00,3.990000009536743,4.455325451215072,250,998.4975023865699,1112.7175314409642,114.22002905439433,0.11439190261506921,48,trailing_stop
ACGL,2023-04-12 13:30:00+00:00,2023-05-04 13:30:00+00:00,70.2300033569336,73.02181927752672,14,984.2032670440673,1021.2831644154886,37.07989737142134,0.037675039916079754,22,trailing_stop
ACT,2023-04-18 13:30:00+00:00,2023-05-04 13:30:00+00:00,24.350000381469727,23.5504866172083,43,1048.0970664196013,1011.6582536154169,-36.43881280418441,-0.03476663943795095,16,trailing_stop
ACLX,2023-04-24 13:30:00+00:00,2023-05-12 13:30:00+00:00,40.220001220703125,42.72304486649679,25,1006.5055305480956,1067.0080455407574,60.50251499266176,0.06011145806592332,18,trailing_stop
ALGT,2023-05-04 13:30:00+00:00,2023-05-16 13:30:00+00:00,102.66999816894533,98.80140777623079,10,1027.7266816711426,987.0260636845456,-40.70061798659697,-0.03960257013120981,12,trailing_stop
AKRO,2023-04-25 13:30:00+00:00,2023-05-23 13:30:00+00:00,44.84999847412109,44.66058557568442,23,1032.5815148696895,1026.166274772501,-6.415240097188416,-0.00621281710432131,28,trailing_stop
AMRK,2023-04-26 13:30:00+00:00,2023-05-25 13:30:00+00:00,35.630001068115234,35.8584483815401,29,1034.303301006317,1038.8551080615982,4.551807055281188,0.004400843592834465,29,trailing_stop
ACIC,2023-04-28 13:30:00+00:00,2023-05-25 13:30:00+00:00,4.130000114440918,5.386984863250803,251,1037.666658753395,1350.7810674752757,313.11440872188064,0.3017485490938312,27,trailing_stop
AVAV,2023-05-02 13:30:00+00:00,2023-05-25 13:30:00+00:00,101.63999938964844,105.59837640652064,10,1017.4163938903807,1054.9277803011414,37.51138641076068,0.036869256909970984,23,trailing_stop
APLS,2023-05-04 13:30:00+00:00,2023-05-25 13:30:00+00:00,84.37000274658203,86.02457212385107,12,1013.4524729919433,1031.2625706207268,17.810097628783524,0.017573688064723987,21,trailing_stop
APLD,2023-05-25 13:30:00+00:00,2023-06-23 13:30:00+00:00,8.869999885559082,8.525904031758504,123,1092.1009959096907,1047.6375097103896,-44.46348619930109,-0.040713712711400105,29,trailing_stop
APPF,2023-05-02 13:30:00+00:00,2023-06-26 13:30:00+00:00,137.52999877929688,165.1268538609177,7,963.6727014465331,1154.7320890493975,191.05938760286438,0.19826169955429085,55,trailing_stop
AMAT,2023-05-25 13:30:00+00:00,2023-07-11 13:30:00+00:00,130.47000122070312,138.1021438736393,8,1044.8037697753905,1103.7123338381252,58.90856406273474,0.05638241913636928,47,trailing_stop
ANIP,2023-05-23 13:30:00+00:00,2023-07-13 13:30:00+00:00,46.68000030517578,51.14697885628159,24,1121.440327331543,1226.2999650582076,104.85963772666469,0.09350442923358859,51,trailing_stop
ANGI,2023-05-25 13:30:00+00:00,2023-07-24 13:30:00+00:00,32.400001525878906,37.704020983328114,33,1070.2692504043578,1242.9884597573778,172.71920935302,0.16137921302304542,60,trailing_stop
AOSL,2023-05-25 13:30:00+00:00,2023-07-24 13:30:00+00:00,27.31999969482422,30.8555333346549,39,1066.5454680862426,1202.1624342514895,135.61696616524682,0.12715535363775096,60,trailing_stop
ACLS,2023-06-26 13:30:00+00:00,2023-07-24 13:30:00+00:00,168.24000549316406,175.1389159459151,7,1178.8577184906005,1224.7464392097843,45.888720719183766,0.03892642852433396,28,trailing_stop
AMRX,2023-04-26 13:30:00+00:00,2023-07-25 13:30:00+00:00,1.809999942779541,3.1422131733073115,573,1038.1670971798897,1798.6876601567844,760.5205629768948,0.732560842125316,90,trailing_stop
AAPL,2023-04-04 13:30:00+00:00,2023-08-03 13:30:00+00:00,165.6300048828125,191.24997432601816,6,994.7738093261718,1146.3523461101527,151.5785367839809,0.1523748769447955,121,trailing_stop
ADEA,2023-05-12 13:30:00+00:00,2023-08-04 13:30:00+00:00,8.989999771118164,11.620396303776158,117,1052.881803194046,1358.2267811742686,305.34497798022267,0.290008790211704,84,trailing_stop
AEIS,2023-07-14 13:30:00+00:00,2023-08-04 13:30:00+00:00,116.58999633789062,118.51998673451538,10,1167.065863342285,1184.0146674778089,16.948804135523915,0.014522577232261188,21,trailing_stop
AFRM,2023-07-24 13:30:00+00:00,2023-08-07 13:30:00+00:00,17.06999969482422,16.273381504723748,76,1298.617296783447,1235.540217364646,-63.07707941880108,-0.048572492893046375,14,trailing_stop
AMPH,2023-05-25 13:30:00+00:00,2023-08-09 13:30:00+00:00,44.04999923706055,62.388308748566004,24,1058.2571816711425,1495.8220905556186,437.56490888447615,0.4134769094536144,76,trailing_stop
ADBE,2023-06-23 13:30:00+00:00,2023-08-09 13:30:00+00:00,484.7200012207031,519.2382521167548,2,970.4094424438475,1037.438027729276,67.02858528542845,0.06907247843407814,47,trailing_stop
AHCO,2023-07-24 13:30:00+00:00,2023-08-15 13:30:00+00:00,13.829999923706056,13.838684770316014,94,1301.3200128211977,1299.5355320412955,-1.7844807799021964,-0.001371285127655518,22,trailing_stop
AFYA,2023-07-13 13:30:00+00:00,2023-08-16 13:30:00+00:00,15.350000381469728,15.066636010477461,84,1290.6894320755005,1264.3318274552266,-26.357604620273833,-0.02042133759311048,34,trailing_stop
AKAM,2023-07-25 13:30:00+00:00,2023-08-16 13:30:00+00:00,93.56999969482422,102.20834780780586,13,1217.6264060287474,1327.3798129799748,109.75340695122736,0.09013717705842539,22,trailing_stop
ACGL,2023-08-04 13:30:00+00:00,2023-08-17 13:30:00+00:00,76.72000122070312,74.81289290303953,17,1305.544260772705,1270.5473601723202,-34.99690060038483,-0.026806368540635627,13,trailing_stop
ACIC,2023-07-25 13:30:00+00:00,2023-08-22 13:30:00+00:00,4.96999979019165,7.451526698249133,262,1303.4420849752426,1950.3476949463313,646.9056099710888,0.4963056030091096,28,trailing_stop
ACAD,2023-08-03 13:30:00+00:00,2023-08-28 13:30:00+00:00,27.200000762939453,28.042169507107648,48,1306.9056366577147,1344.678112204826,37.7724755471113,0.028902221007869218,25,trailing_stop
ALHC,2023-08-17 13:30:00+00:00,2023-09-01 13:30:00+00:00,6.139999866485596,5.841060161248207,223,1370.589190196514,1301.2538595423919,-69.33533065412212,-0.05058797424498939,15,trailing_stop
ACT,2023-08-04 13:30:00+00:00,2023-09-05 13:30:00+00:00,28.989999771118164,28.290323084317045,45,1305.8545396900176,1271.7914742554728,-34.0630654345448,-0.02608488495405518,32,trailing_stop
ACHC,2023-08-15 13:30:00+00:00,2023-09-05 13:30:00+00:00,76.9800033569336,74.62000274658203,18,1387.0257004852294,1341.8168893890381,-45.20881109619131,-0.032594068790777066,21,trend_broken
AMGN,2023-08-22 13:30:00+00:00,2023-09-06 13:30:00+00:00,257.6199951171875,250.818023106233,5,1289.3880755615232,1252.8360254156337,-36.55205014588955,-0.0283483699273171,15,trailing_stop
AAOI,2023-08-09 13:30:00+00:00,2023-09-07 13:30:00+00:00,12.15999984741211,12.3976082793919,112,1363.2819028930662,1387.1435951646008,23.861692271534594,0.01750312405739187,29,trailing_stop
ALGN,2023-08-22 13:30:00+00:00,2023-09-07 13:30:00+00:00,351.6300048828125,351.8173459718456,3,1055.9449046630857,1054.3965858776214,-1.5483187854642892,-0.001466287472600952,16,trailing_stop
ABL,2023-09-07 13:30:00+00:00,2023-09-08 13:30:00+00:00,8.180000305175781,7.6853805807659885,164,1342.8615700988769,1259.1420128303764,-83.71955726850047,-0.0623441456160936,1,trailing_stop
ADP,2023-08-07 13:30:00+00:00,2023-09-11 13:30:00+00:00,250.82000732421875,248.65121672497293,5,1255.3541366577147,1242.0128275412399,-13.341309116474804,-0.010627526310619431,35,trailing_stop
ACLX,2023-08-16 13:30:00+00:00,2023-09-13 13:30:00+00:00,35.58000183105469,34.1479995074089,39,1389.0076914825438,1330.440208808158,-58.5674826743857,-0.04216498082301781,28,trailing_stop
AKRO,2023-09-05 13:30:00+00:00,2023-09-20 13:30:00+00:00,49.970001220703125,49.06785396739309,27,1350.5392229919432,1323.5072250624937,-27.031997929449517,-0.020015707407270746,15,trailing_stop
AFRM,2023-09-05 13:30:00+00:00,2023-09-21 13:30:00+00:00,21.93000030517578,22.54615468301865,62,1361.0196789398192,1396.463728756809,35.44404981698972,0.026042275777084456,16,trailing_stop
ANIP,2023-09-06 13:30:00+00:00,2023-09-21 13:30:00+00:00,61.88999938964844,60.453610727580795,21,1300.9896771697997,1268.2562994539173,-32.7333777158824,-0.025160366980844364,15,trailing_stop
ARGX,2023-09-07 13:30:00+00:00,2023-09-21 13:30:00+00:00,517.5800170898438,506.9783594994546,2,1036.1951942138671,1012.9427622799103,-23.252431933956814,-0.022440204378285884,14,trailing_stop
ARRY,2023-09-08 13:30:00+00:00,2023-09-22 13:30:00+00:00,23.43000030517578,23.6624461207077,56,1313.3920971069335,1323.7718857768716,10.37978866993808,0.007903038774789414,14,trailing_stop
ALKS,2023-09-11 13:30:00+00:00,2023-09-26 13:30:00+00:00,29.520000457763672,29.043324154722857,45,1329.7284206199645,1305.6426373755662,-24.08578324439827,-0.018113310109720497,15,trailing_stop
ASTS,2023-09-20 13:30:00+00:00,2023-09-26 13:30:00+00:00,4.039999961853027,3.76853056245573,334,1350.70934724617,1257.4305186523536,-93.27882859381634,-0.06905914198638921,6,trailing_stop
ACIC,2023-09-01 13:30:00+00:00,2023-09-28 13:30:00+00:00,7.75,7.947123501861097,180,1396.3949999999998,1429.0517481046625,32.65674810466271,0.0233864688033563,27,trailing_stop
ASLE,2023-09-13 13:30:00+00:00,2023-10-02 13:30:00+00:00,15.640000343322754,14.734948409295468,86,1346.3850695552824,1265.9383576362109,-80.4467119190715,-0.05975015152659369,19,trailing_stop
AMGN,2023-09-22 13:30:00+00:00,2023-10-03 13:30:00+00:00,267.70001220703125,262.1511033008539,4,1071.870848876953,1047.555808790212,-24.315040086740964,-0.022684673356138867,11,trailing_stop
AVAV,2023-09-21 13:30:00+00:00,2023-10-05 13:30:00+00:00,111.3499984741211,106.02958967747652,11,1226.0748331985471,1165.1591609657894,-60.91567223275774,-0.049683486344665254,14,trailing_stop
ALRM,2023-08-16 13:30:00+00:00,2023-10-12 13:30:00+00:00,57.47999954223633,59.308066592439765,24,1380.8995090026854,1421.9702046203358,41.07069561765047,0.029741987269814144,57,trailing_stop
ALHC,2023-09-26 13:30:00+00:00,2023-10-12 13:30:00+00:00,6.860000133514404,6.691485052337347,195,1339.037726061344,1303.5347456205768,-35.50298044076726,-0.02651380147831682,16,trailing_stop
BBCP,2023-09-26 13:30:00+00:00,2023-10-18 13:30:00+00:00,8.779999732971191,8.436261087951031,152,1335.8945193710326,1281.0293736831882,-54.86514568784446,-0.04106996839366938,22,trailing_stop
BRZE,2023-09-22 13:30:00+00:00,2023-10-19 13:30:00+00:00,44.93999862670898,45.119998931884766,29,1304.5632201347348,1307.1714890556336,2.6082689208988086,0.001999342677029809,27,trend_broken
CASY,2023-09-28 13:30:00+00:00,2023-10-19 13:30:00+00:00,274.1199951171875,265.99072159043845,4,1097.5764604492185,1062.8989234753922,-34.67753697382636,-0.03159464349265787,21,trailing_stop
AKAM,2023-08-28 13:30:00+00:00,2023-10-20 13:30:00+00:00,103.22000122070312,105.07297251555542,13,1343.2018758850097,1364.5826940595182,21.380818174508477,0.015917799519466178,53,trailing_stop
CECO,2023-10-02 13:30:00+00:00,2023-10-23 13:30:00+00:00,15.880000114440918,15.576255442233442,83,1319.3580495080946,1291.5363725036702,-27.821677004424373,-0.02108728333055407,21,trailing_stop
AMCX,2023-10-12 13:30:00+00:00,2023-10-23 13:30:00+00:00,11.760000228881836,11.90812607466504,113,1330.208905889511,1344.2726281907123,14.063722301201324,0.010572566638919704,11,trailing_stop
CCC,2023-10-03 13:30:00+00:00,2023-10-24 13:30:00+00:00,12.640000343322754,12.222060524426304,102,1290.5693150539396,1245.4035233179916,-45.165791735948005,-0.0349967965370851,21,trailing_stop
CNXC,2023-10-05 13:30:00+00:00,2023-10-24 13:30:00+00:00,78.19000244140625,76.86521727525749,16,1252.2910791015624,1228.6136329277158,-23.677446173846647,-0.018907302438689957,19,trailing_stop
ACHC,2023-10-12 13:30:00+00:00,2023-10-25 13:30:00+00:00,75.0,74.94057390982103,17,1276.2749999999999,1272.7157667104905,-3.559233289509393,-0.0027887667544294085,13,trailing_stop
COIN,2023-10-23 13:30:00+00:00,2023-10-26 13:30:00+00:00,77.20999908447266,76.73118418356542,16,1236.5953453369139,1226.4712479901095,-10.12409734680432,-0.008187073794981802,3,trailing_stop
AXON,2023-10-23 13:30:00+00:00,2023-10-27 13:30:00+00:00,210.0800018310547,201.20406372555416,6,1261.7404909973143,1206.0171579709715,-55.72333302634274,-0.04416386208093987,4,trailing_stop
AVAV,2023-10-18 13:30:00+00:00,2023-10-30 13:30:00+00:00,116.23999786376952,113.77165182002301,11,1279.918616477966,1250.2366818502328,-29.6819346277332,-0.02319048589933857,12,trailing_stop
APPF,2023-10-27 13:30:00+00:00,2023-10-30 13:30:00+00:00,187.94000244140625,188.72832450441115,6,1128.7676546630858,1131.2375770794404,2.4699224163546205,0.002188158392164278,3,trailing_stop
CLPT,2023-10-24 13:30:00+00:00,2023-11-09 14:30:00+00:00,5.349999904632568,5.470249152074309,249,1333.4821262297628,1360.7299468276365,27.24782059787367,0.020433585169163933,16,trailing_stop
CLSK,2023-10-26 13:30:00+00:00,2023-11-09 14:30:00+00:00,4.360000133514404,3.697172516074012,305,1331.129840762615,1126.509979785171,-204.61986097744398,-0.15371893463091144,14,trailing_stop
AFRM,2023-11-09 14:30:00+00:00,2023-11-10 14:30:00+00:00,24.86000061035156,22.480383030518162,53,1318.8976123809812,1190.268840316845,-128.62877206413623,-0.0975274887577703,1,trailing_stop
AGYS,2023-10-30 13:30:00+00:00,2023-11-29 14:30:00+00:00,82.61000061035156,85.03493287666576,15,1240.3891591644285,1274.2484691568363,33.859309992407816,0.027297328215297113,30,trailing_stop
ARCB,2023-10-30 13:30:00+00:00,2023-12-05 14:30:00+00:00,110.88999938964844,115.51802421026257,11,1221.0097832794188,1269.4275680465755,48.41778476715672,0.03965388765118246,36,trailing_stop
BYRN,2023-10-19 13:30:00+00:00,2023-12-11 14:30:00+00:00,4.039999961853027,5.521880166974464,329,1330.4891474370954,1814.881876359664,484.3927289225685,0.36407116123844235,53,trailing_stop
APLS,2023-10-23 13:30:00+00:00,2023-12-14 14:30:00+00:00,45.400001525878906,58.77471881966455,28,1272.471242767334,1644.046434823657,371.575192056323,0.2920106793519608,52,trailing_stop
AAPL,2023-11-10 14:30:00+00:00,2023-12-29 14:30:00+00:00,186.3999938964844,193.20171998378902,7,1306.104757232666,1351.0596278466367,44.95487061397057,0.03441903902809415,49,trailing_stop
AAL,2023-12-11 14:30:00+00:00,2023-12-29 14:30:00+00:00,13.720000267028809,13.771966095376168,106,1455.7743483333586,1458.368577703764,2.594229370405401,0.0017820271207384586,18,trailing_stop
AVPT,2023-09-21 13:30:00+00:00,2024-01-02 14:30:00+00:00,6.599999904632568,8.080649835860266,201,1327.9265808119771,1622.5864063909055,294.65982557892835,0.22189466634424543,103,trailing_stop
CAKE,2023-10-20 13:30:00+00:00,2024-01-03 14:30:00+00:00,30.809999465942383,34.12360086980505,42,1295.3139975471495,1431.7580452952802,136.44404774813074,0.10533665814351255,75,trailing_stop
CELC,2023-10-25 13:30:00+00:00,2024-01-03 14:30:00+00:00,10.050000190734863,14.154335609094426,132,1327.926625202179,1866.5039281000636,538.5773028978847,0.4055776069825285,70,trailing_stop
ALKT,2023-11-09 14:30:00+00:00,2024-01-03 14:30:00+00:00,20.520000457763672,22.943605055879758,64,1314.5933093261717,1466.9223328527282,152.3290235265565,0.11587539845660452,55,trailing_stop
AAON,2023-12-14 14:30:00+00:00,2024-01-12 14:30:00+00:00,71.2300033569336,71.17278834836176,21,1497.325900566101,1493.1339267602814,-4.1919738058195435,-0.0027996402147552947,29,trailing_stop
AAOI,2023-12-29 14:30:00+00:00,2024-01-12 14:30:00+00:00,19.31999969482422,18.085808371970025,80,1547.1455755615232,1445.4178050878443,-101.7277704736789,-0.06575190601360036,14,trailing_stop
ADTN,2024-01-03 14:30:00+00:00,2024-01-30 14:30:00+00:00,7.139999866485596,6.759363288943187,216,1543.7822111320495,1458.5624479413166,-85.21976319073292,-0.05520193365114733,27,trailing_stop
AFRM,2024-01-03 14:30:00+00:00,2024-01-31 14:30:00+00:00,43.4900016784668,40.66332281521333,35,1523.672208805084,1421.793082233934,-101.87912657114998,-0.06686420214427032,28,trailing_stop
ACAD,2024-01-12 14:30:00+00:00,2024-01-31 14:30:00+00:00,28.729999542236328,26.396624230732193,54,1552.9713952560423,1423.992290751079,-128.9791045049633,-0.0830531102497855,19,trailing_stop
ABVX,2024-01-02 14:30:00+00:00,2024-02-05 14:30:00+00:00,10.800000190734863,12.303156439279535,143,1545.9444273023603,1757.5920194461564,211.64759214379615,0.13690504548932372,34,trailing_stop
ACHC,2024-01-31 14:30:00+00:00,2024-02-05 14:30:00+00:00,82.13999938964844,80.0864621878379,19,1562.2206483917234,1520.1211387873511,-42.099509604372315,-0.026948504135899727,5,trailing_stop
ACIC,2023-12-05 14:30:00+00:00,2024-02-07 14:30:00+00:00,8.640000343322754,11.040456828841865,173,1496.2147794542311,1908.089032358253,411.8742529040219,0.2752774926165746,64,trailing_stop
AEIS,2024-01-03 14:30:00+00:00,2024-02-07 14:30:00+00:00,102.0500030517578,102.53030697620403,15,1532.280795822143,1536.4166500384174,4.135854216274311,0.0026991490251336236,35,trailing_stop
ABL,2023-11-29 14:30:00+00:00,2024-02-09 14:30:00+00:00,7.059999942779541,11.756615742714404,205,1448.7472882580755,2407.696121029196,958.9488327711206,0.6619158776297888,72,trailing_stop
AAOI,2024-02-05 14:30:00+00:00,2024-02-21 14:30:00+00:00,19.739999771118164,19.655667514048652,81,1600.5389214420318,1590.5169595693028,-10.02196187272898,-0.006261617095633968,16,trailing_stop
AAL,2024-01-30 14:30:00+00:00,2024-03-04 14:30:00+00:00,14.529999732971191,14.92988747538258,113,1643.5318597955702,1685.3902074335133,41.8583476379431,0.025468534356948593,34,trailing_stop
ADP,2024-02-05 14:30:00+00:00,2024-03-04 14:30:00+00:00,248.27999877929688,249.4949953737159,6,1491.1696726684568,1495.473002270053,4.3033296015962605,0.0028858752162625647,28,trailing_stop
ALGM,2024-02-07 14:30:00+00:00,2024-03-05 14:30:00+00:00,29.84000015258789,29.975801064848564,53,1583.1015280952452,1587.1287389805368,4.027210885291652,0.002543874043338906,27,trailing_stop
AAON,2024-02-09 14:30:00+00:00,2024-03-05 14:30:00+00:00,81.4000015258789,82.45480292031323,19,1548.1466290206909,1565.0746142304652,16.927985209774306,0.010934355242876717,25,trailing_stop
AEP,2024-02-21 14:30:00+00:00,2024-03-14 13:30:00+00:00,82.55999755859375,82.17801576997348,19,1570.2085935668943,1559.8209173298667,-10.387676237027563,-0.00661547534485903,21,trailing_stop
ADUS,2024-03-04 14:30:00+00:00,2024-03-15 13:30:00+00:00,95.75,97.71668834498394,17,1629.3777499999999,1659.5225181628623,30.14476816286242,0.018500785445770586,10,trailing_stop
AHCO,2024-03-04 14:30:00+00:00,2024-03-18 13:30:00+00:00,10.579999923706056,10.106223717312234,159,1683.902207857132,1605.2826814815928,-78.61952637553918,-0.046688890844550475,13,trailing_stop
AGIO,2024-03-05 14:30:00+00:00,2024-03-18 13:30:00+00:00,31.3700008392334,29.398921283309544,55,1727.0753962039946,1615.323729911443,-111.75166629255159,-0.06470572537723303,12,trailing_stop
AKRO,2024-03-14 13:30:00+00:00,2024-04-01 13:30:00+00:00,27.3700008392334,24.06999969482422,65,1780.829104604721,1562.9854301834107,-217.8436744213102,-0.12232710811948659,18,trend_broken
ALGN,2024-02-07 14:30:00+00:00,2024-04-02 13:30:00+00:00,284.7300109863281,313.20562382317894,5,1425.073704986572,1564.462090996779,139.3883860102069,0.09781135215846277,54,trailing_stop
APGE,2024-02-09 14:30:00+00:00,2024-04-02 13:30:00+00:00,35.849998474121094,61.904544413240316,45,1614.8631812667845,2782.9187940972183,1168.0556128304338,0.7233155269006436,52,trailing_stop
ABNB,2023-12-29 14:30:00+00:00,2024-04-03 13:30:00+00:00,136.13999938964844,160.08981140163561,11,1499.0375332794188,1759.2269374925738,260.18940421315506,0.1735709736659783,95,trailing_stop
ADMA,2024-01-12 14:30:00+00:00,2024-04-09 13:30:00+00:00,4.989999771118164,6.2061263657902455,312,1558.4368085174558,1934.37511470043,375.9383061829742,0.2412278150312717,87,trailing_stop
ACGL,2024-01-31 14:30:00+00:00,2024-04-12 13:30:00+00:00,82.43000030517578,91.12011143185332,19,1567.736175804138,1729.550835088008,161.81465928387001,0.10321549108916271,71,trailing_stop
ANIP,2024-03-18 13:30:00+00:00,2024-04-12 13:30:00+00:00,67.62000274658203,66.94046485341144,26,1759.8781914825438,1738.7116341025087,-21.1665573800351,-0.012027285457866901,25,trailing_stop
AOUT,2024-04-02 13:30:00+00:00,2024-04-15 13:30:00+00:00,8.65999984741211,8.172795419265716,202,1751.0692891464232,1649.253770016983,-101.81551912944019,-0.05814476889093933,13,trailing_stop
APP,2024-04-03 13:30:00+00:00,2024-04-15 13:30:00+00:00,72.86000061035156,71.46047464112675,24,1750.3886546630858,1713.336339995655,-37.05231466743089,-0.021168050060609372,12,trailing_stop
AMRK,2024-04-09 13:30:00+00:00,2024-04-16 13:30:00+00:00,37.7400016784668,37.7046440454617,46,1737.776117286682,1732.6792124651467,-5.09690482153519,-0.002933004298328926,7,trailing_stop
ALLT,2024-03-15 13:30:00+00:00,2024-04-17 13:30:00+00:00,2.2300000190734863,2.0799999237060547,809,1805.8740854458806,1681.03721833992,-124.83686710596066,-0.06912822334184929,33,trend_broken
AMAT,2024-03-18 13:30:00+00:00,2024-04-17 13:30:00+00:00,200.72999572753903,200.98462246850232,8,1607.4458057861325,1606.2691027682706,-1.1767030178618825,-0.0007320327774822914,30,trailing_stop
ABL,2024-04-01 13:30:00+00:00,2024-04-17 13:30:00+00:00,12.210000038146973,11.789999961853027,146,1784.4426655750274,1719.6186544361115,-64.82401113891592,-0.036327315183324604,16,trend_broken
ANGO,2024-04-12 13:30:00+00:00,2024-04-23 13:30:00+00:00,6.369999885559082,6.047377080753959,275,1753.5017184972762,1661.3656685101314,-92.13604998714482,-0.0525440317595491,11,trailing_stop
ARLP,2024-04-12 13:30:00+00:00,2024-04-29 13:30:00+00:00,21.059999465942383,22.466779699540975,83,1749.7279356288907,1862.877972346839,113.1500367179483,0.0646672173507247,17,trailing_stop
BLBD,2024-04-17 13:30:00+00:00,2024-05-01 13:30:00+00:00,34.220001220703125,32.95212090109817,50,1712.7110610961913,1645.9584390098535,-66.75262208633785,-0.0389748297903874,14,trailing_stop
ABVX,2024-04-09 13:30:00+00:00,2024-05-03 13:30:00+00:00,14.885000228881836,14.580203779999414,118,1758.1864570350644,1718.7435819938908,-39.44287504117369,-0.022433840781420068,24,trailing_stop
AVDL,2024-04-15 13:30:00+00:00,2024-05-08 13:30:00+00:00,17.0,16.86471353585559,101,1718.7169999999999,1701.6327310542931,-17.084268945706754,-0.009940129146163537,23,trailing_stop
BYRN,2024-04-16 13:30:00+00:00,2024-05-13 13:30:00+00:00,13.010000228881836,13.199999809265137,133,1732.0603604717253,1753.8443746576309,21.784014185905562,0.012576937087788733,27,trend_broken
AZN,2024-04-29 13:30:00+00:00,2024-05-28 13:30:00+00:00,75.4800033569336,76.93131963292869,23,1737.776117286682,1767.6509312058026,29.874813919120697,0.017191405510720476,29,trailing_stop
CEG,2024-04-17 13:30:00+00:00,2024-06-03 13:30:00+00:00,185.3999938964844,217.01574778372986,9,1670.2685450134277,1951.1885883235152,280.9200433100875,0.16818854916999537,47,trailing_stop
APOG,2024-04-23 13:30:00+00:00,2024-06-03 13:30:00+00:00,61.63999938964844,64.66725938996207,28,1727.6459028930662,1808.872579656019,81.22667676295282,0.04701581303607004,41,trailing_stop
ACIC,2024-05-28 13:30:00+00:00,2024-06-07 13:30:00+00:00,11.979999542236328,11.270440187345171,155,1858.7568289756773,1745.171310809463,-113.58551816621434,-0.06110832594966658,10,trailing_stop
BLKB,2024-04-15 13:30:00+00:00,2024-06-10 13:30:00+00:00,79.12999725341797,76.21535471151098,21,1663.391672264099,1598.9219264927888,-64.46974577131027,-0.038758006816012436,56,trailing_stop
ACGL,2024-05-01 13:30:00+00:00,2024-06-12 13:30:00+00:00,95.8000030517578,99.45793824809718,18,1726.124454986572,1788.4526455772834,62.32819059071153,0.03610874662638182,42,trailing_stop
ADEA,2024-05-08 13:30:00+00:00,2024-06-13 13:30:00+00:00,11.1899995803833,11.208026768874042,159,1780.9891432142256,1780.2941799947216,-0.6949632195039612,-0.0003902119348407324,36,trailing_stop
ADPT,2024-06-03 13:30:00+00:00,2024-06-14 13:30:00+00:00,3.309999942779541,3.307205843728302,561,1858.7668778672216,1853.487135853246,-5.279742013975692,-0.0028404541079587943,11,trailing_stop
AVAV,2024-04-02 13:30:00+00:00,2024-06-20 13:30:00+00:00,145.85000610351562,206.47449442842316,12,1751.9502733154295,2475.2162392079367,723.2659658925072,0.4128347573038033,79,trailing_stop
