ticker,entry_date,exit_date,entry_price,exit_price,shares,cost,proceeds,profit,return,holding_days
AMZN,2023-03-22 13:30:00+00:00,2023-03-24 13:30:00+00:00,98.6999969482422,98.12999725341795,10,987.9869694519043,980.3186725616454,-7.668296890258944,-0.007761536464912091,2
ACIC,2023-03-15 13:30:00+00:00,2023-03-27 13:30:00+00:00,2.509999990463257,2.4800000190734863,398,999.9789762005805,986.0529675836563,-13.926008616924264,-0.013926301400691567,12
ASTH,2023-03-24 13:30:00+00:00,2023-03-27 13:30:00+00:00,38.18999862670898,39.04999923706055,26,993.9329042587277,1014.2846801834106,20.351775924682897,0.020476005812345245,3
AAON,2023-03-17 13:30:00+00:00,2023-03-28 13:30:00+00:00,59.5533332824707,63.31999969482422,16,953.8061858520507,1012.1068751220703,58.300689270019575,0.06112425158779885,11
ALGM,2023-03-20 13:30:00+00:00,2023-03-28 13:30:00+00:00,46.560001373291016,45.08000183105469,21,978.7377888679504,945.7333584136962,-33.004430454254134,-0.033721422458234146,8
ACLS,2023-03-24 13:30:00+00:00,2023-03-28 13:30:00+00:00,128.69000244140625,124.7300033569336,7,901.7308471069335,872.2369134750367,-29.49393363189688,-0.032708134280338405,4
AMZN,2023-03-27 13:30:00+00:00,2023-03-28 13:30:00+00:00,98.04000091552734,97.23999786376952,10,981.3804091644286,971.4275786590575,-9.952830505371026,-0.0101416641420885,1
AMPH,2023-03-15 13:30:00+00:00,2023-03-29 13:30:00+00:00,36.84000015258789,37.54999923706055,27,995.6746841239928,1012.8361294212341,17.161445297241244,0.017235996426222387,14
ACLX,2023-03-28 13:30:00+00:00,2023-03-29 13:30:00+00:00,30.25,31.09000015258789,33,999.2482499999999,1024.944035030365,25.695785030365187,0.025715116369095656,1
AAON,2023-03-29 13:30:00+00:00,2023-03-30 13:30:00+00:00,63.186668395996094,63.26666641235352,16,1011.9976810302733,1011.2543959350587,-0.74328509521456,-0.0007344731209836884,1
ADBE,2023-03-22 13:30:00+00:00,2023-03-31 13:30:00+00:00,361.7099914550781,385.3699951171875,2,724.1434028930663,769.9692502441407,45.825847351074344,0.06328283481972342,9
AMD,2023-03-24 13:30:00+00:00,2023-03-31 13:30:00+00:00,97.9499969482422,98.01000213623048,10,980.4794694519043,979.1199213409425,-1.3595481109617822,-0.0013866155828043806,7
ARDX,2023-03-27 13:30:00+00:00,2023-03-31 13:30:00+00:00,4.320000171661377,4.789999961853027,236,1020.539560552597,1129.3095510063172,108.7699904537202,0.10658086629667148,4
AAPL,2023-03-28 13:30:00+00:00,2023-03-31 13:30:00+00:00,157.64999389648438,164.89999389648438,6,946.845863342285,988.4105634155273,41.56470007324231,0.04389806375297714,3
ALGM,2023-03-29 13:30:00+00:00,2023-03-31 13:30:00+00:00,46.65999984741211,47.9900016784668,22,1027.5465166397094,1054.7242568893432,27.17774024963387,0.0264491580765713,2
AMZN,2023-03-29 13:30:00+00:00,2023-03-31 13:30:00+00:00,100.25,103.29000091552734,10,1003.5024999999999,1031.867109146118,28.36460914611814,0.028265608851117105,2
ACLX,2023-03-30 13:30:00+00:00,2023-04-03 13:30:00+00:00,30.530000686645508,29.3700008392334,33,1008.497512681961,968.2408176670075,-40.25669501495349,-0.039917495589945805,4
ACLS,2023-03-31 13:30:00+00:00,2023-04-03 13:30:00+00:00,133.25,132.4199981689453,7,933.6827499999999,926.0130471954345,-7.669702804565418,-0.008214463429430842,3
ALKS,2023-04-03 13:30:00+00:00,2023-04-04 13:30:00+00:00,28.670000076293945,29.100000381469727,36,1033.1521227493286,1046.5524137191771,13.400290969848584,0.012970298056581418,1
AMZN,2023-04-03 13:30:00+00:00,2023-04-04 13:30:00+00:00,102.41000366210938,103.9499969482422,10,1025.1241366577146,1038.4604695129397,13.33633285522501,0.013009480879756091,1
APLS,2023-04-03 13:30:00+00:00,2023-04-04 13:30:00+00:00,76.68000030517578,78.04000091552734,13,997.8368439712523,1013.5054918899536,15.668647918701367,0.015702615125276716,1
APP,2023-03-29 13:30:00+00:00,2023-04-05 13:30:00+00:00,14.979999542236328,15.699999809265137,68,1019.6586088409423,1066.5323870429993,46.873778202057,0.045970070566401594,7
ADBE,2023-04-03 13:30:00+00:00,2023-04-05 13:30:00+00:00,380.0799865722656,382.0199890136719,2,760.9201331176757,763.2759380493164,2.355804931640705,0.0030959950054001025,2
AMGN,2023-04-03 13:30:00+00:00,2023-04-05 13:30:00+00:00,244.44000244140625,253.3699951171875,4,978.7377697753905,1012.4665004882812,33.72873071289075,0.034461458170385234,2
AEP,2023-04-05 13:30:00+00:00,2023-04-06 13:30:00+00:00,94.54000091552734,94.88999938964844,11,1040.9799500808715,1042.7462032928468,1.766253211975254,0.0016967216437146918,1
AMZN,2023-04-05 13:30:00+00:00,2023-04-06 13:30:00+00:00,101.0999984741211,102.05999755859376,10,1012.0109847259521,1019.5793756103517,7.568390884399605,0.007478565943085183,1
ARDX,2023-04-04 13:30:00+00:00,2023-04-10 13:30:00+00:00,4.510000228881836,4.260000228881836,235,1060.9099038410186,1000.0989537334442,-60.8109501075744,-0.05731961770496126,6
APLS,2023-04-06 13:30:00+00:00,2023-04-10 13:30:00+00:00,78.77999877929688,78.88999938964844,13,1025.16412411499,1024.5444220733643,-0.6197020416257146,-0.0006044905659966347,4
AAPL,2023-04-04 13:30:00+00:00,2023-04-12 13:30:00+00:00,165.6300048828125,160.10000610351562,6,994.7738093261718,959.6394365844726,-35.13437274169917,-0.03531895634194277,8
ALNY,2023-04-10 13:30:00+00:00,2023-04-12 13:30:00+00:00,205.44000244140625,202.88999938964844,5,1028.2272122192383,1013.435546951294,-14.791665267944268,-0.014385599887031966,2
ADBE,2023-04-06 13:30:00+00:00,2023-04-13 13:30:00+00:00,380.6000061035156,378.7999877929688,2,761.9612122192382,756.8423756103517,-5.118836608886454,-0.006717975307401366,7
ADUS,2023-04-05 13:30:00+00:00,2023-04-14 13:30:00+00:00,108.19000244140624,111.16999816894533,9,974.6837319946287,999.5294535369874,24.84572154235866,0.025491060050333927,9
AEP,2023-04-10 13:30:00+00:00,2023-04-14 13:30:00+00:00,94.44000244140624,92.5,11,1039.8788668823238,1016.4825,-23.396366882323832,-0.022499127184369874,4
AAON,2023-04-11 13:30:00+00:00,2023-04-14 13:30:00+00:00,63.119998931884766,63.63999938964844,16,1010.9299028930662,1017.2217502441406,6.2918473510743524,0.00622382158552084,3
APPF,2023-04-13 13:30:00+00:00,2023-04-17 13:30:00+00:00,128.67999267578125,129.6300048828125,8,1030.469381347656,1036.0029990234375,5.533617675781443,0.005369997183753809,4
ALGT,2023-04-13 13:30:00+00:00,2023-04-18 13:30:00+00:00,95.7300033569336,98.54000091552734,11,1054.0830669631957,1082.85607006073,28.77300309753423,0.027296713133272317,5
AAON,2023-04-17 13:30:00+00:00,2023-04-18 13:30:00+00:00,63.98666763305664,64.83333587646484,16,1024.810468811035,1036.296040649414,11.485571838378974,0.011207508303173668,1
ACT,2023-04-11 13:30:00+00:00,2023-04-20 13:30:00+00:00,23.90999984741211,24.25,43,1029.1581234321593,1041.70725,12.54912656784063,0.012193584525175107,9
AFYA,2023-04-17 13:30:00+00:00,2023-04-20 13:30:00+00:00,12.649999618530272,12.050000190734863,83,1050.9999183063503,999.1498658151627,-51.850052491187625,-0.04933402142860503,3
ALNY,2023-04-18 13:30:00+00:00,2023-04-20 13:30:00+00:00,201.6699981689453,202.8600006103516,5,1009.3583408355712,1013.2857030487062,3.927362213134984,0.0038909493826382994,2
ADMA,2023-04-19 13:30:00+00:00,2023-04-20 13:30:00+00:00,3.4600000381469727,3.440000057220459,307,1063.2822317228315,1055.0239375491142,-8.258294173717331,-0.007766794109158068,1
AMRK,2023-03-30 13:30:00+00:00,2023-04-21 13:30:00+00:00,34.77000045776367,35.91999816894531,29,1009.3383432884215,1040.6382669525146,31.29992366409317,0.03101033847789643,22
AAPL,2023-04-14 13:30:00+00:00,2023-04-21 13:30:00+00:00,165.2100067138672,165.02000427246094,6,992.2513003234862,989.1299056091309,-3.121394714355347,-0.003145770344002304,7
ARDX,2023-04-17 13:30:00+00:00,2023-04-21 13:30:00+00:00,4.920000076293945,4.949999809265137,215,1058.8578164196012,1063.1857090330125,4.3278926134112226,0.004087321778523074,4
ARCT,2023-04-03 13:30:00+00:00,2023-04-24 13:30:00+00:00,25.700000762939453,28.5,40,1029.0280305480956,1138.86,109.83196945190434,0.10673370033798212,21
APP,2023-04-06 13:30:00+00:00,2023-04-24 13:30:00+00:00,15.720000267028809,15.859999656677246,66,1038.5575376415252,1045.7132173633574,7.155679721832257,0.006890017608540197,18
ACAD,2023-04-21 13:30:00+00:00,2023-04-24 13:30:00+00:00,20.09000015258789,20.13999938964844,53,1065.8347780952452,1066.352547683716,0.5177695884708555,0.0004857878529692588,3
ARGX,2023-04-21 13:30:00+00:00,2023-04-24 13:30:00+00:00,389.3699951171875,391.1199951171875,2,779.5187302246093,781.4577502441406,1.9390200195313128,0.0024874578946584218,3
ARQT,2023-04-21 13:30:00+00:00,2023-04-24 13:30:00+00:00,13.800000190734863,13.279999732971191,77,1063.662614701271,1021.5374194593429,-42.125195241928054,-0.039603906971722315,3
AAON,2023-04-24 13:30:00+00:00,2023-04-25 13:30:00+00:00,65.74666595458984,65.086669921875,15,987.1861893081664,975.3237487792969,-11.862440528869456,-0.012016416616588626,1
ADUS,2023-04-24 13:30:00+00:00,2023-04-25 13:30:00+00:00,113.38999938964844,113.29000091552734,9,1021.5305045013426,1018.5903982315064,-2.940106269836292,-0.0028781384959928307,1
ACLX,2023-04-24 13:30:00+00:00,2023-04-26 13:30:00+00:00,40.220001220703125,44.4900016784668,26,1046.7657517700195,1155.5833035964965,108.81755182647703,0.10395597261610148,2
AKAM,2023-04-25 13:30:00+00:00,2023-04-26 13:30:00+00:00,79.47000122070312,78.69999694824219,13,1034.1431258850096,1022.0768603668213,-12.066265518188288,-0.011667887370872477,1
ARGX,2023-04-25 13:30:00+00:00,2023-04-26 13:30:00+00:00,390.510009765625,382.8349914550781,2,781.8010395507812,764.9043129272461,-16.896726623535073,-0.0216125660733885,1
ARQT,2023-04-25 13:30:00+00:00,2023-04-26 13:30:00+00:00,13.369999885559082,13.899999618530272,78,1043.902851064682,1083.1157702751157,39.21291921043371,0.03756376292146367,1
AKRO,2023-04-19 13:30:00+00:00,2023-04-27 13:30:00+00:00,42.310001373291016,43.630001068115234,25,1058.8077843666076,1089.659276676178,30.851492309570403,0.02913795380530392,8
AMRK,2023-04-25 13:30:00+00:00,2023-04-27 13:30:00+00:00,35.66999816894531,35.48500061035156,29,1035.4643768463134,1028.035952682495,-7.428424163818363,-0.007174002631015583,2
ADUS,2023-04-26 13:30:00+00:00,2023-04-27 13:30:00+00:00,112.54000091552734,114.0199966430664,9,1013.8728682479857,1025.15378981781,11.280921569824386,0.01112656421047965,1
ARCT,2023-04-26 13:30:00+00:00,2023-04-27 13:30:00+00:00,26.649999618530277,25.93000030517578,40,1067.0659847259521,1036.1628121948243,-30.903172531127893,-0.02896088243227485,1
AMRX,2023-04-25 13:30:00+00:00,2023-04-28 13:30:00+00:00,1.7100000381469729,1.9299999475479128,616,1054.4133835220339,1187.691087721825,133.27770419979106,0.12639986013323018,3
AAPL,2023-04-27 13:30:00+00:00,2023-04-28 13:30:00+00:00,168.41000366210938,169.67999267578125,6,1011.4704819946288,1017.0618760986329,5.591394104004053,0.005527985446473706,1
ARDX,2023-04-27 13:30:00+00:00,2023-04-28 13:30:00+00:00,4.519999980926514,4.460000038146973,236,1067.7867154941557,1051.5074489936828,-16.279266500472886,-0.015245803552574716,1
ACAD,2023-04-27 13:30:00+00:00,2023-05-01 13:30:00+00:00,20.5,21.75,52,1067.0659999999998,1129.869,62.80300000000011,0.05885577836797361,4
AMRK,2023-04-28 13:30:00+00:00,2023-05-01 13:30:00+00:00,35.79999923706055,35.7400016784668,30,1075.0739770889281,1071.12785030365,-3.9461267852782385,-0.0036705630211267054,3
APLD,2023-04-21 13:30:00+00:00,2023-05-02 13:30:00+00:00,3.190000057220459,3.1700000762939453,334,1066.5254791307448,1057.7212454566954,-8.804233674049328,-0.008255061736757647,11
AKRO,2023-04-28 13:30:00+00:00,2023-05-02 13:30:00+00:00,44.7400016784668,43.93000030517578,24,1074.8338003234862,1053.2656873168946,-21.568113006591602,-0.020066463298884327,4
AAPL,2023-05-01 13:30:00+00:00,2023-05-02 13:30:00+00:00,169.58999633789062,168.5399932861328,6,1018.557518005371,1010.2287197570801,-8.328798248290923,-0.008177052450215192,1
AFYA,2023-05-01 13:30:00+00:00,2023-05-02 13:30:00+00:00,11.720000267028809,11.59000015258789,93,1091.0499848585127,1076.7921441764831,-14.25784068202961,-0.013067999523301918,1
ALNY,2023-05-01 13:30:00+00:00,2023-05-02 13:30:00+00:00,201.8699951171875,199.0200042724609,5,1010.3593255615233,994.1049213409423,-16.254404220581023,-0.016087746021988147,1
AVAV,2023-04-27 13:30:00+00:00,2023-05-04 13:30:00+00:00,100.19000244140624,100.79000091552734,10,1002.9019244384764,1006.8921091461182,3.990184707641788,0.003978638997901901,7
AMRX,2023-05-02 13:30:00+00:00,2023-05-04 13:30:00+00:00,1.8600000143051147,1.840000033378601,580,1079.8788083052634,1066.132819340229,-13.745988965034485,-0.012729195960986695,2
APLS,2023-05-03 13:30:00+00:00,2023-05-05 13:30:00+00:00,85.0199966430664,93.18000030517578,12,1021.2601996765136,1117.0418436584473,95.78164398193371,0.09378769877869789,2
ACIC,2023-04-28 13:30:00+00:00,2023-05-08 13:30:00+00:00,4.130000114440918,4.670000076293945,261,1079.0079598989485,1217.651149892807,138.64318999385864,0.128491350524275,10
ACLX,2023-04-28 13:30:00+00:00,2023-05-08 13:30:00+00:00,42.68000030517578,43.22999954223633,25,1068.0670076370238,1079.6692385673523,11.60223093032846,0.010862830559664107,10
ACGL,2023-05-05 13:30:00+00:00,2023-05-08 13:30:00+00:00,74.80999755859375,76.13999938964844,14,1048.3873057861326,1064.8940314636232,16.50672567749052,0.01574487366108746,3
AKRO,2023-05-03 13:30:00+00:00,2023-05-09 13:30:00+00:00,45.02000045776367,49.150001525878906,24,1081.5604909973144,1178.4204365844726,96.85994558715811,0.0895557358034065,6
AVO,2023-05-03 13:30:00+00:00,2023-05-09 13:30:00+00:00,11.789999961853027,11.68000030517578,92,1085.764676486969,1073.4854680480955,-12.279208438873411,-0.011309272354119344,6
AAPL,2023-05-05 13:30:00+00:00,2023-05-09 13:30:00+00:00,173.57000732421875,171.77000427246094,6,1042.4614639892577,1029.5894056091308,-12.872058380126873,-0.012347754641086202,4
AZN,2023-05-03 13:30:00+00:00,2023-05-10 13:30:00+00:00,74.58999633789062,74.87000274658203,14,1045.304208679199,1047.1318584136964,1.8276497344972995,0.0017484381286540865,7
ACT,2023-05-08 13:30:00+00:00,2023-05-10 13:30:00+00:00,23.850000381469727,23.920000076293945,46,1098.197117565155,1099.219683506012,1.022565940857021,0.0009311315104561391,2
AGIO,2023-05-09 13:30:00+00:00,2023-05-10 13:30:00+00:00,25.399999618530277,25.799999237060547,43,1093.2921835803986,1108.2905672264098,14.998383646011234,0.013718550147219892,1
AIP,2023-05-09 13:30:00+00:00,2023-05-10 13:30:00+00:00,4.670000076293945,4.550000190734863,237,1107.8968080997465,1077.2716951589584,-30.625112940788085,-0.02764256807754142,1
ALGT,2023-05-09 13:30:00+00:00,2023-05-11 13:30:00+00:00,104.72000122070312,100.37999725341795,10,1048.2472122192382,1002.7961725616454,-45.45103965759279,-0.043359084696603815,2
AMZN,2023-05-10 13:30:00+00:00,2023-05-11 13:30:00+00:00,110.19000244140624,112.18000030517578,10,1103.0019244384762,1120.678203048706,17.67627861022993,0.016025609945539025,1
AKAM,2023-05-10 13:30:00+00:00,2023-05-12 13:30:00+00:00,85.54000091552734,85.31999969482422,12,1027.5064909973144,1022.8161563415528,-4.690334655761603,-0.004564773747763957,2
ALKS,2023-05-11 13:30:00+00:00,2023-05-12 13:30:00+00:00,31.18000030517578,31.15999984741211,35,1092.3913106918333,1089.5093946647644,-2.8819160270688826,-0.0026381718701549424,1
AMPH,2023-05-11 13:30:00+00:00,2023-05-12 13:30:00+00:00,41.68000030517578,41.619998931884766,26,1084.7636879425047,1081.0378522567748,-3.7258356857298622,-0.003434698015008907,1
AGIO,2023-05-12 13:30:00+00:00,2023-05-15 13:30:00+00:00,25.38999938964844,26.200000762939453,43,1092.8617437286377,1125.47343277359,32.6116890449523,0.02984063559008606,3
ATRC,2023-05-03 13:30:00+00:00,2023-05-16 13:30:00+00:00,48.33000183105469,49.0,22,1064.3233003234861,1076.922,12.598699676513888,0.01183728635151057,13
AFRM,2023-05-15 13:30:00+00:00,2023-05-16 13:30:00+00:00,12.800000190734863,12.390000343322754,86,1101.9008164196014,1064.4744894962312,-37.4263269233702,-0.03396524112304345,1
ALGT,2023-05-15 13:30:00+00:00,2023-05-16 13:30:00+00:00,99.6999969482422,98.41999816894533,11,1097.796666397095,1081.5373598785402,-16.259306518554695,-0.014810854337822685,1
AAL,2023-05-15 13:30:00+00:00,2023-05-17 13:30:00+00:00,14.279999732971191,14.90999984741211,77,1100.6595394182204,1146.9219182624818,46.26237884426132,0.042031506735238394,2
ADEA,2023-05-10 13:30:00+00:00,2023-05-18 13:30:00+00:00,8.710000038146973,9.199999809265137,127,1107.27617484951,1167.2315758008956,59.95540095138563,0.0541467452413434,8
AAPL,2023-05-11 13:30:00+00:00,2023-05-18 13:30:00+00:00,173.75,175.0500030517578,6,1043.5424999999998,1049.2497182922364,5.7072182922365755,0.005469080839770854,7
ACIC,2023-05-16 13:30:00+00:00,2023-05-18 13:30:00+00:00,5.300000190734863,5.199999809265137,207,1098.1971395215987,1075.3235605573655,-22.873578964233275,-0.020828299529351862,2
APPF,2023-05-02 13:30:00+00:00,2023-05-19 13:30:00+00:00,137.52999877929688,143.58999633789062,7,963.6727014465331,1004.1248443908692,40.45214294433606,0.04197705598966834,17
AKRO,2023-05-18 13:30:00+00:00,2023-05-19 13:30:00+00:00,45.59999847412109,45.59999847412109,24,1095.4943633422847,1093.305563415527,-2.1887999267576106,-0.0019980019980018146,1
AGIO,2023-05-17 13:30:00+00:00,2023-05-22 13:30:00+00:00,25.979999542236328,26.690000534057617,42,1092.2511407546997,1119.8590424079896,27.6079016532899,0.02527614815235075,5
ADSK,2023-05-19 13:30:00+00:00,2023-05-22 13:30:00+00:00,200.88999938964844,203.4900054931641,5,1005.4544469451903,1016.4325774383547,10.978130493164372,0.01091857570128467,3
ACLX,2023-05-11 13:30:00+00:00,2023-05-23 13:30:00+00:00,44.56999969482422,43.40999984741211,24,1070.749672668457,1040.7981563415528,-29.951516326904084,-0.027972473017209284,12
ANGI,2023-05-12 13:30:00+00:00,2023-05-23 13:30:00+00:00,31.0,34.29999923706055,35,1086.0849999999998,1199.299473323822,113.21447332382218,0.10424089580817542,11
AFRM,2023-05-17 13:30:00+00:00,2023-05-23 13:30:00+00:00,13.15999984741211,14.40999984741211,84,1106.5454271697997,1209.2295471954346,102.68412002563491,0.09279702170770257,6
AMD,2023-05-22 13:30:00+00:00,2023-05-23 13:30:00+00:00,108.0,108.12000274658205,10,1081.08,1080.1188274383546,-0.9611725616452986,-0.00088908550860741,1
ALKT,2023-05-22 13:30:00+00:00,2023-05-24 13:30:00+00:00,14.510000228881836,14.449999809265137,77,1118.387287641525,1111.537335328102,-6.849952313423046,-0.006124848153333669,2
ACLX,2023-05-24 13:30:00+00:00,2023-05-25 13:30:00+00:00,43.0,42.81999969482422,26,1119.118,1112.2066720733642,-6.9113279266357495,-0.0061756918632671,1
ADMA,2023-05-17 13:30:00+00:00,2023-05-26 13:30:00+00:00,4.110000133514404,4.079999923706055,269,1106.69562595129,1096.4224594974519,-10.27316645383803,-0.009282738824423792,9
ARCC,2023-05-24 13:30:00+00:00,2023-05-26 13:30:00+00:00,18.75,18.81999969482422,61,1144.89375,1146.871961402893,1.9782114028930664,0.001727855884350025,2
AAL,2023-05-25 13:30:00+00:00,2023-05-26 13:30:00+00:00,14.380000114440918,14.350000381469728,78,1122.761648935318,1118.1807297248843,-4.580919210433649,-0.004080046031833738,1
AMRX,2023-05-19 13:30:00+00:00,2023-05-30 13:30:00+00:00,2.309999942779541,2.390000104904175,481,1112.2210824494362,1148.440460408449,36.219377959012945,0.03256490865938926,11
ARGX,2023-05-24 13:30:00+00:00,2023-05-30 13:30:00+00:00,403.1700134277344,392.3599853515625,2,807.1463668823242,783.9352507324219,-23.211116149902296,-0.028757010007438095,6
AMPH,2023-05-23 13:30:00+00:00,2023-06-01 13:30:00+00:00,43.709999084472656,45.13999938964844,25,1093.842727088928,1127.3714847564697,33.52875766754164,0.03065226548314911,9
ACIC,2023-05-26 13:30:00+00:00,2023-06-01 13:30:00+00:00,5.260000228881836,5.519999980926514,214,1126.7656890296935,1180.0987159223557,53.33302689266225,0.04733284604946537,6
AGIO,2023-05-24 13:30:00+00:00,2023-06-05 13:30:00+00:00,26.700000762939453,26.059999465942383,43,1149.2481328392028,1119.459397058487,-29.788735780715797,-0.025920195064509793,12
ADAM,2023-06-02 13:30:00+00:00,2023-06-05 13:30:00+00:00,10.270000457763672,10.109999656677246,114,1171.9508322372435,1151.3874209003448,-20.563411336898753,-0.017546308916086,3
ANIP,2023-05-19 13:30:00+00:00,2023-06-06 13:30:00+00:00,45.970001220703125,48.95000076293945,24,1104.3833093261717,1173.6252182922362,69.24190896606456,0.06269735188981787,18
ADMA,2023-05-31 13:30:00+00:00,2023-06-06 13:30:00+00:00,4.070000171661377,4.059999942779541,277,1128.5174375977515,1123.495364165783,-5.022073431968465,-0.0044501513797242116,6
AIP,2023-05-31 13:30:00+00:00,2023-06-06 13:30:00+00:00,6.960000038146973,7.860000133514404,162,1128.6475261859894,1272.046701607704,143.39917542171474,0.12705399346977708,6
AAPL,2023-05-30 13:30:00+00:00,2023-06-07 13:30:00+00:00,177.3000030517578,177.82000732421875,6,1064.8638183288574,1065.853123901367,0.9893055725096929,0.0009290442171866241,8
ACT,2023-06-02 13:30:00+00:00,2023-06-07 13:30:00+00:00,25.21999931335449,26.15999984741211,46,1161.2800883827206,1202.156632987976,40.8765446052555,0.035199556949420376,5
ADSK,2023-06-06 13:30:00+00:00,2023-06-07 13:30:00+00:00,208.00999450683597,201.16000366210935,5,1041.090022506714,1004.7942182922362,-36.2958042144777,-0.034863271599784855,1
ACAD,2023-05-30 13:30:00+00:00,2023-06-08 13:30:00+00:00,23.790000915527344,25.09000015258789,47,1119.2481730728148,1178.0507771644593,58.802604091644525,0.05253759220370781,9
ADEA,2023-05-30 13:30:00+00:00,2023-06-08 13:30:00+00:00,9.770000457763672,10.539999961853027,116,1134.4533731536865,1221.4173555793761,86.96398242568966,0.07665716765770372,9
AFRM,2023-06-07 13:30:00+00:00,2023-06-08 13:30:00+00:00,16.200000762939453,18.850000381469727,73,1183.7826557502744,1374.6739778194428,190.89132206916838,0.16125538006652293,1
AGIO,2023-06-07 13:30:00+00:00,2023-06-08 13:30:00+00:00,27.030000686645508,26.600000381469727,43,1163.4523195552824,1142.656216386795,-20.796103168487434,-0.01787447823941468,1
APLD,2023-05-23 13:30:00+00:00,2023-06-09 13:30:00+00:00,7.940000057220459,7.994999885559082,142,1128.6074881334303,1134.1546937656403,5.54720563221008,0.004915088452394052,17
AGNC,2023-06-08 13:30:00+00:00,2023-06-09 13:30:00+00:00,9.729999542236328,9.789999961853027,124,1207.726463180542,1212.7460352745056,5.0195720939636885,0.004156216036489479,1
ACLS,2023-06-06 13:30:00+00:00,2023-06-12 13:30:00+00:00,165.08999633789062,180.88999938964844,7,1156.7856043395996,1264.9637657318115,108.1781613922119,0.09351617187004158,6
ADMA,2023-06-08 13:30:00+00:00,2023-06-12 13:30:00+00:00,3.9700000286102295,3.869999885559082,305,1212.060858734846,1179.1696151304245,-32.89124360442156,-0.02713662714820572,4
AAL,2023-06-09 13:30:00+00:00,2023-06-12 13:30:00+00:00,15.56999969482422,16.020000457763672,76,1184.5032967834475,1216.302514755249,31.799217971801454,0.02684603585161235,3
ABNB,2023-06-09 13:30:00+00:00,2023-06-12 13:30:00+00:00,117.86000061035156,124.58999633789062,10,1179.778606109619,1244.6540634155274,64.87545730590841,0.054989518346868986,3
ACAD,2023-06-09 13:30:00+00:00,2023-06-12 13:30:00+00:00,24.71999931335449,24.61000061035156,48,1187.7465270080563,1180.098749267578,-7.647777740478432,-0.00643889716077996,3
AAPL,2023-06-08 13:30:00+00:00,2023-06-13 13:30:00+00:00,180.57000732421875,183.30999755859372,6,1084.5034639892576,1098.7601253662108,14.256661376953161,0.013145796071974906,5
ADAM,2023-06-12 13:30:00+00:00,2023-06-13 13:30:00+00:00,10.039999961853027,10.100000381469728,120,1206.0047954177855,1210.788045730591,4.783250312805421,0.0039661951021914485,1
AAL,2023-06-13 13:30:00+00:00,2023-06-14 13:30:00+00:00,16.309999465942383,16.59000015258789,74,1208.1469004402159,1226.4323512802123,18.28545083999643,0.015135122089320188,1
ACAD,2023-06-13 13:30:00+00:00,2023-06-14 13:30:00+00:00,25.030000686645508,24.13999938964844,48,1202.6414729919431,1157.5612507324222,-45.08022225952095,-0.03748434032244866,1
