rank,vol_stop_multiple,ema_period,ema_tolerance,min_momentum_3m,min_adr,max_week_volatility,final_equity,total_return,cagr,sharpe,realized_pnl,profit_factor,max_drawdown,num_trades,status,error
34,1.0,35,0.01,0.25,0.025,0.06,102443.01287660628,0.024430128766062875,0.004844950936810699,0.10270900402776362,2443.0128766062917,1.179625023008495,-0.08664439351570985,21.0,ok,
35,1.0,20,0.015,0.3,0.035,0.06,104794.3131360382,0.047943131360381974,0.009421523114280683,0.18374487613677928,4794.313136038221,1.1764847878805647,-0.12187742015116776,38.0,ok,
36,1.0,20,0.015,0.35,0.03,0.07,102357.18872904101,0.023571887290410043,0.004676320043232485,0.11624914280479327,2357.188729041007,1.1715496530905605,-0.07555187477231562,25.0,ok,
37,1.0,20,0.01,0.3,0.025,0.05,134880.49409042025,0.34880494090420244,0.06174907048868805,0.37738859929691493,34880.494090420325,1.1683841001740034,-0.5275066611350548,1989.0,ok,
38,1.0,20,0.01,0.25,0.035,0.07,144326.9918480034,0.44326991848003416,0.07623924543478333,0.4502561378686634,44326.99184800354,1.152753639018277,-0.2932531225423899,3529.0,ok,
39,1.0,20,0.02,0.35,0.035,0.07,101056.78979162543,0.010567897916254232,0.0021073003746938657,0.07077655084329978,1056.7897916254205,1.1480437934294978,-0.05662746898625315,15.0,ok,
40,1.0,20,0.01,0.3,0.03,0.05,129413.91110105244,0.29413911101052426,0.05298896365365957,0.3565231903848167,29413.911101052436,1.1359582484136848,-0.4419048020139781,1469.0,ok,
41,1.0,20,0.02,0.3,0.025,0.05,101227.51342933968,0.012275134293396883,0.0024460778967057006,0.07038295401924635,1227.5134293396804,1.1031804245414458,-0.10794262400789845,17.0,ok,
42,1.0,20,0.02,0.35,0.025,0.07,101684.59053023004,0.016845905302300457,0.0033508403416928623,0.0850746804371064,1684.5905302300453,1.10300609809942,-0.08497129522798885,27.0,ok,
43,1.0,20,0.01,0.25,0.025,0.07,123145.65253093738,0.23145652530937388,0.04257216122345464,0.2996413041160222,23145.65253093748,1.0835190164394828,-0.4121186369691622,5756.0,ok,
44,1.0,20,0.02,0.3,0.03,0.07,101299.52996257848,0.012995299625784718,0.0025888477583972946,0.07265576120729007,1299.529962578501,1.0792045693070076,-0.08273109954149382,28.0,ok,
45,1.0,20,0.02,0.25,0.03,0.07,101258.85830822267,0.012588583082226767,0.002508227830548826,0.07110646529450204,1258.8583082226942,1.0721112810679263,-0.08986445155137557,31.0,ok,
46,1.0,20,0.01,0.35,0.025,0.07,115239.53977956471,0.15239539779564715,0.028810767190195374,0.2419098581207496,15239.539779564751,1.061488146517759,-0.3485124979240246,3460.0,ok,
47,1.0,20,0.01,0.35,0.025,0.06,113041.1764024678,0.13041176402467802,0.024850382986501218,0.22431513904290887,13041.17640246777,1.0612991326033498,-0.39719368895944496,2413.0,ok,
48,1.0,20,0.01,0.3,0.035,0.05,113270.46844118813,0.13270468441188132,0.025266318680703614,0.22325057380957672,13270.468441188219,1.0567109854622956,-0.5538601556583478,947.0,ok,
49,1.0,20,0.01,0.25,0.03,0.07,116540.63304845766,0.16540633048457654,0.03112632631832013,0.249056973652636,16540.633048457737,1.053180025095791,-0.44066720514906743,4743.0,ok,
50,1.0,35,0.01,0.35,0.025,0.07,100821.94465536521,0.008219446553652032,0.0016405339152447684,0.058255425628691446,821.9446553651815,1.0468927718722598,-0.10435693885792774,27.0,ok,
51,1.0,35,0.01,0.3,0.03,0.07,100714.69716925317,0.007146971692531645,0.0014270849058317658,0.05526953320596859,714.6971692531952,1.0410008866551403,-0.08755779673357056,27.0,ok,
52,1.0,20,0.015,0.3,0.035,0.07,100946.85401526322,0.00946854015263221,0.0018889056363156076,0.06203347122585605,946.8540152632359,1.029398490000062,-0.14445554234251046,58.0,ok,
53,1.0,20,0.01,0.3,0.025,0.07,106982.19320292899,0.06982193202928988,0.013606835951697649,0.16742522293814918,6982.193202928984,1.0277919847169437,-0.40230074836219254,4496.0,ok,
54,1.0,20,0.015,0.3,0.03,0.07,100960.01264994407,0.009600126499440753,0.0019150561583454184,0.06516196946842746,960.0126499440657,1.023959722287437,-0.16435220780221915,72.0,ok,
55,1.0,20,0.01,0.25,0.025,0.05,103738.44420204037,0.037384442020403696,0.007376646453583824,0.13714670115859381,3738.4442020404363,1.0203649246113942,-0.5416061308055591,2668.0,ok,
56,1.0,35,0.01,0.25,0.03,0.07,100319.29234826307,0.003192923482630672,0.0006385576494902789,0.044840869588818895,319.29234826306856,1.01705557163698,-0.09546034636345946,30.0,ok,
57,1.0,20,0.01,0.3,0.035,0.06,103274.08821646032,0.032740882164603136,0.0064720657040533425,0.13587063792128573,3274.0882164603327,1.0129941415340853,-0.4586714614286538,1905.0,ok,
58,1.0,20,0.02,0.25,0.025,0.07,99963.77876530377,-0.00036221234696232063,-7.254233880371608e-05,0.032504016010328186,-36.22123469622238,0.9981382313413026,-0.0924430046696324,34.0,ok,
59,1.0,35,0.01,0.35,0.03,0.06,99848.27272535727,-0.0015172727464273228,-0.0003040133840586101,0.019121034648046337,-151.72727464273157,0.9851079979050429,-0.08169539677293047,15.0,ok,
60,1.0,20,0.01,0.35,0.03,0.05,99479.55158369415,-0.00520448416305852,-0.0010443565667714871,0.004746116899016265,-520.448416305835,0.9681485000918825,-0.1078477846058653,28.0,ok,
61,1.0,20,0.01,0.3,0.035,0.07,88419.06170153595,-0.1158093829846405,-0.02434563320574068,-0.0032866084808580547,-11580.938298464043,0.9576167544325638,-0.5014314434351839,2946.0,ok,
62,1.0,20,0.01,0.3,0.03,0.07,87995.32504989288,-0.12004674950107119,-0.025283725080784247,-0.02033351634226953,-12004.674950107112,0.9543221413201047,-0.49563081297345224,3813.0,ok,
63,1.0,35,0.01,0.25,0.025,0.07,99033.56528318723,-0.009664347168127696,-0.0019427762648820401,0.009734812754111592,-966.4347168127897,0.9532967742250841,-0.09801568309580078,33.0,ok,
64,1.0,20,0.01,0.25,0.035,0.06,88705.72196717645,-0.11294278032823557,-0.023713045599921267,-0.015463706374443715,-11294.278032823564,0.9523707170646165,-0.48981637195333905,2294.0,ok,
65,1.0,20,0.015,0.25,0.035,0.07,97601.02698117086,-0.023989730188291425,-0.0048506222724442605,-0.029386866166761748,-2398.973018829196,0.9329747065964497,-0.15686648517070245,66.0,ok,
66,1.0,20,0.015,0.25,0.03,0.06,97635.76369276133,-0.023642363072386652,-0.004779709219567163,-0.03097247412486792,-2364.236307238618,0.9305306992074005,-0.16085355980509863,56.0,ok,
67,1.0,35,0.015,0.25,0.025,0.05,99001.07742240887,-0.009989225775911326,-0.0020083479752490696,0.004787545478014053,-998.9225775911218,0.9227992688365595,-0.13044728654680882,18.0,ok,
68,1.0,20,0.015,0.3,0.03,0.06,97060.71752683824,-0.02939282473161753,-0.0059562409559930085,-0.04664382803136055,-2939.2824731617975,0.9151412525630978,-0.1687239287262965,51.0,ok,
69,1.0,20,0.015,0.35,0.035,0.07,99292.98510910956,-0.007070148908904339,-0.0014197937823390294,-0.01741369966946602,-707.0148908904448,0.9127879161147554,-0.06054838866470369,16.0,ok,
70,1.0,20,0.015,0.25,0.03,0.07,95761.17816060506,-0.04238821839394935,-0.00863574591168137,-0.06151024369719105,-4238.821839394933,0.9058260548402877,-0.15795304703276747,84.0,ok,
71,1.0,35,0.01,0.25,0.025,0.05,98596.53878228305,-0.014034612177169503,-0.0028262912359015013,-0.007845228445400167,-1403.4612177169474,0.8912599400800738,-0.13399574183441532,18.0,ok,
72,1.0,35,0.01,0.25,0.035,0.07,98622.07771248822,-0.013779222875117902,-0.0027745743622550334,-0.02684133290520009,-1377.922287511794,0.8877130868022564,-0.08553577203143858,21.0,ok,
73,1.0,35,0.01,0.3,0.035,0.07,98705.51724260281,-0.012944827573971862,-0.00260568217659507,-0.025331584978184073,-1294.4827573971888,0.8857321183457241,-0.07746761429911908,19.0,ok,
74,1.0,20,0.01,0.3,0.025,0.06,74077.96774264799,-0.2592203225735201,-0.05831497798586005,-0.2145901840192272,-25922.03225735199,0.873592286337801,-0.585117388250866,3239.0,ok,
75,1.0,20,0.015,0.3,0.025,0.07,93863.17297960081,-0.061368270203991826,-0.012601960658127243,-0.0987229794255869,-6136.827020399181,0.8702867387827964,-0.17718322006757314,85.0,ok,
76,1.0,20,0.02,0.3,0.025,0.07,97325.31832393173,-0.02674681676068269,-0.005414183119709426,-0.052168505824168945,-2674.681676068254,0.8684488215782227,-0.10984186972160948,32.0,ok,
77,1.0,20,0.015,0.35,0.03,0.05,98906.24009747454,-0.010937599025254596,-0.0021998609038798023,-0.05050431720082263,-1093.759902525464,0.8669404829170477,-0.06408151043039223,12.0,ok,
78,1.0,35,0.01,0.3,0.025,0.07,96762.10782946025,-0.03237892170539747,-0.006569390266682684,-0.05910107548685498,-3237.8921705397297,0.8481167077147772,-0.1230152156964246,31.0,ok,
79,1.0,35,0.01,0.3,0.025,0.05,98037.92943762806,-0.019620705623719426,-0.003960175916289277,-0.026612711979312795,-1962.0705623719587,0.8480377986939567,-0.13154953949294335,17.0,ok,
80,1.0,20,0.015,0.25,0.025,0.06,93480.94338534457,-0.06519056614655439,-0.013408443402179837,-0.12777233413551103,-6519.056614655417,0.8427430045945653,-0.15613684966415042,70.0,ok,
81,1.0,20,0.01,0.3,0.03,0.06,65615.25491859534,-0.34384745081404655,-0.08091470578773174,-0.3132172346734152,-34384.74508140463,0.8405892053417541,-0.5918424262021211,2634.0,ok,
82,1.0,20,0.02,0.35,0.03,0.06,98351.0439465004,-0.01648956053499595,-0.0033239707199396173,-0.05525673457672826,-1648.9560534995944,0.832255870498209,-0.06498942668320118,15.0,ok,
83,1.0,20,0.01,0.25,0.03,0.06,62765.58979144398,-0.37234410208556024,-0.08905025497583785,-0.3629384534138146,-37234.410208556,0.8096502755446735,-0.6243575054856698,3334.0,ok,
84,1.0,20,0.015,0.25,0.025,0.07,89416.2903919388,-0.10583709608061198,-0.022152018426167652,-0.19895897522110403,-10583.70960806118,0.804206505361342,-0.1673973970894862,101.0,ok,
85,1.0,20,0.01,0.25,0.025,0.06,63201.91304071588,-0.36798086959284115,-0.08778568564899203,-0.3878560127028324,-36798.0869592841,0.8033083545877652,-0.5290068443514022,4242.0,ok,
86,1.0,35,0.01,0.3,0.03,0.06,97414.56583447775,-0.02585434165522249,-0.0052316176081969035,-0.06601383813140765,-2585.4341655222343,0.7950287709091602,-0.08728736060684772,18.0,ok,
87,1.0,20,0.015,0.35,0.03,0.06,97901.32428608678,-0.02098675713913223,-0.0042382478504502386,-0.09785890044973833,-2098.675713913228,0.7890349264276575,-0.0782778343929289,15.0,ok,
88,1.0,20,0.015,0.3,0.025,0.06,90837.7048332694,-0.09162295166730605,-0.01905889299274688,-0.21997955990813467,-9162.295166730575,0.7745938996125901,-0.16902444704476183,61.0,ok,
89,1.0,20,0.02,0.3,0.03,0.05,97842.68646868145,-0.0215731353131855,-0.004357705537732737,-0.06924558287723107,-2157.3135313185303,0.7726432864933652,-0.09691695819705093,14.0,ok,
90,1.0,20,0.015,0.35,0.025,0.05,95257.17156674444,-0.04742828433255564,-0.009682781242696281,-0.14749423980777943,-4742.82843325553,0.772330223292715,-0.13027331476308956,34.0,ok,
91,1.0,35,0.01,0.35,0.025,0.06,96878.0648689362,-0.03121935131063802,-0.006331110749320024,-0.09947041798408644,-3121.9351310637867,0.7609318298817492,-0.09983911468448692,18.0,ok,
92,1.0,20,0.02,0.3,0.035,0.07,97457.86618037322,-0.025421338196267795,-0.0051430902201117235,-0.09248712672064836,-2542.133819626766,0.7601774788774316,-0.07198501846715089,20.0,ok,
93,1.0,20,0.02,0.3,0.03,0.06,96989.96180988401,-0.030100381901159823,-0.006101390463766565,-0.10073162349234777,-3010.0381901159526,0.7545838908914663,-0.08016155988100038,18.0,ok,
94,1.0,20,0.02,0.25,0.035,0.07,97055.303568048,-0.029446964319520097,-0.005967344254833695,-0.10710356838073307,-2944.6964319520084,0.7515712950643427,-0.08009793239985075,22.0,ok,
95,1.0,20,0.02,0.25,0.03,0.05,97409.21513960978,-0.025907848603902273,-0.005242559267531144,-0.08842423701430495,-2590.7848603902203,0.7354826255624541,-0.09771606538301258,15.0,ok,
96,1.0,20,0.01,0.35,0.035,0.06,94097.4478137961,-0.05902552186203902,-0.01210895144016133,-0.2393677230454195,-5902.552186203908,0.7106382486786463,-0.12355190587176723,31.0,ok,
97,1.0,20,0.02,0.35,0.03,0.05,97293.95197037133,-0.027060480296286715,-0.005478378212267376,-0.13142082906232924,-2706.0480296286587,0.6808035321882688,-0.07307258659489457,12.0,ok,
98,1.0,20,0.015,0.35,0.025,0.07,87154.10552019115,-0.1284589447980885,-0.02715682065447078,-0.32603106546864397,-12845.89447980886,0.6760225122841768,-0.1699245223468937,72.0,ok,
99,1.0,35,0.01,0.3,0.025,0.06,94547.90563115044,-0.05452094368849558,-0.011163757438443112,-0.16985112664162452,-5452.094368849535,0.6478044482395341,-0.11414614684696611,21.0,ok,
100,1.0,20,0.02,0.35,0.025,0.06,95423.70085782008,-0.04576299142179918,-0.009336340243057517,-0.19098134788998203,-4576.299142179896,0.638980079442677,-0.0835430573238688,18.0,ok,
101,1.0,20,0.01,0.35,0.03,0.07,85156.39278829304,-0.14843607211706955,-0.03166364956714518,-0.40201053098068423,-14843.607211706953,0.6218310119253485,-0.1975762018096644,71.0,ok,
102,1.0,20,0.02,0.3,0.025,0.06,94131.39169427294,-0.05868608305727063,-0.012037601198398695,-0.21812343834209,-5868.608305727037,0.6119571593951769,-0.10727181569560273,21.0,ok,
103,1.0,35,0.01,0.35,0.03,0.05,95914.28507721816,-0.04085714922781847,-0.008318550795666124,-0.2073210106295523,-4085.71492278183,0.5688625868449486,-0.08621678557882095,12.0,ok,
104,1.0,20,0.01,0.35,0.03,0.06,86503.82134529586,-0.13496178654704138,-0.02861470546647238,-0.4886038740116916,-13496.178654704148,0.5365210720948155,-0.1523216988683842,46.0,ok,
105,1.0,20,0.01,0.35,0.035,0.07,86951.54560675913,-0.13048454393240871,-0.027610008110722783,-0.4724093111409502,-13048.454393240876,0.5306683787938519,-0.15340061518633108,52.0,ok,
106,1.0,35,0.01,0.3,0.03,0.05,94824.93647618432,-0.05175063523815682,-0.010584251715661686,-0.19184994498925567,-5175.063523815665,0.5102128675230554,-0.12477063782283959,14.0,ok,
107,1.0,20,0.02,0.35,0.025,0.05,94400.94143379614,-0.05599058566203863,-0.011471735307719833,-0.28868221120991827,-5599.058566203854,0.5050100212920359,-0.09150801225050831,15.0,ok,
108,1.0,20,0.015,0.35,0.025,0.06,84329.82237969313,-0.1567017762030687,-0.03355314773839946,-0.550780998648599,-15670.177620306888,0.4839174089438991,-0.1811632052321276,50.0,ok,
109,1.0,35,0.01,0.25,0.03,0.05,93884.44214317513,-0.061155578568248714,-0.012557161125529182,-0.23238575333132178,-6115.55785682486,0.4685099280670608,-0.1303653998766392,15.0,ok,
110,1.0,35,0.01,0.35,0.025,0.05,93063.76382531461,-0.06936236174685384,-0.014291684202401012,-0.3615674537507045,-6936.236174685393,0.43477682398345,-0.10437668839983938,15.0,ok,
111,1.0,35,0.015,0.25,0.025,0.07,,,,,,,,,sin_resultados,
112,1.0,35,0.015,0.25,0.03,0.05,,,,,,,,,sin_resultados,
113,1.0,35,0.015,0.25,0.03,0.06,,,,,,,,,sin_resultados,
114,1.0,35,0.015,0.25,0.03,0.07,,,,,,,,,sin_resultados,
115,1.0,35,0.015,0.25,0.035,0.05,,,,,,,,,sin_resultados,
116,1.0,35,0.015,0.25,0.035,0.06,,,,,,,,,sin_resultados,
117,1.0,35,0.015,0.25,0.035,0.07,,,,,,,,,sin_resultados,
118,1.0,35,0.015,0.3,0.025,0.05,,,,,,,,,sin_resultados,
119,1.0,35,0.015,0.3,0.025,0.06,,,,,,,,,sin_resultados,
120,1.0,35,0.015,0.3,0.025,0.07,,,,,,,,,sin_resultados,
121,1.0,35,0.015,0.3,0.03,0.05,,,,,,,,,sin_resultados,
122,1.0,35,0.015,0.3,0.03,0.06,,,,,,,,,sin_resultados,
123,1.0,35,0.015,0.3,0.03,0.07,,,,,,,,,sin_resultados,
124,1.0,35,0.015,0.3,0.035,0.05,,,,,,,,,sin_resultados,
125,1.0,35,0.015,0.3,0.035,0.06,,,,,,,,,sin_resultados,
126,1.0,35,0.015,0.3,0.035,0.07,,,,,,,,,sin_resultados,
127,1.0,35,0.015,0.35,0.025,0.05,,,,,,,,,sin_resultados,
128,1.0,35,0.015,0.35,0.025,0.06,,,,,,,,,sin_resultados,
129,1.0,35,0.015,0.35,0.025,0.07,,,,,,,,,sin_resultados,
130,1.0,35,0.015,0.35,0.03,0.05,,,,,,,,,sin_resultados,
131,1.0,35,0.015,0.35,0.03,0.06,,,,,,,,,sin_resultados,
132,1.0,35,0.015,0.35,0.03,0.07,,,,,,,,,sin_resultados,
133,1.0,35,0.015,0.35,0.035,0.05,,,,,,,,,sin_resultados,
134,1.0,35,0.015,0.35,0.035,0.06,,,,,,,,,sin_resultados,
135,1.0,35,0.015,0.35,0.035,0.07,,,,,,,,,sin_resultados,
136,1.0,35,0.02,0.25,0.025,0.05,,,,,,,,,sin_resultados,
137,1.0,35,0.02,0.25,0.025,0.06,,,,,,,,,sin_resultados,
138,1.0,35,0.02,0.25,0.025,0.07,,,,,,,,,sin_resultados,
139,1.0,35,0.02,0.25,0.03,0.05,,,,,,,,,sin_resultados,
140,1.0,35,0.02,0.25,0.03,0.06,,,,,,,,,sin_resultados,
141,1.0,35,0.02,0.25,0.03,0.07,,,,,,,,,sin_resultados,
142,1.0,35,0.02,0.25,0.035,0.05,,,,,,,,,sin_resultados,
143,1.0,35,0.02,0.25,0.035,0.06,,,,,,,,,sin_resultados,
144,1.0,35,0.02,0.25,0.035,0.07,,,,,,,,,sin_resultados,
145,1.0,35,0.02,0.3,0.025,0.05,,,,,,,,,sin_resultados,
146,1.0,35,0.02,0.3,0.025,0.06,,,,,,,,,sin_resultados,
147,1.0,35,0.02,0.3,0.025,0.07,,,,,,,,,sin_resultados,
148,1.0,35,0.02,0.3,0.03,0.05,,,,,,,,,sin_resultados,
149,1.0,35,0.02,0.3,0.03,0.06,,,,,,,,,sin_resultados,
150,1.0,35,0.02,0.3,0.03,0.07,,,,,,,,,sin_resultados,
151,1.0,35,0.02,0.3,0.035,0.05,,,,,,,,,sin_resultados,
152,1.0,35,0.02,0.3,0.035,0.06,,,,,,,,,sin_resultados,
153,1.0,35,0.02,0.3,0.035,0.07,,,,,,,,,sin_resultados,
154,1.0,35,0.02,0.35,0.025,0.05,,,,,,,,,sin_resultados,
155,1.0,35,0.02,0.35,0.025,0.06,,,,,,,,,sin_resultados,
156,1.0,35,0.02,0.35,0.025,0.07,,,,,,,,,sin_resultados,
157,1.0,35,0.02,0.35,0.03,0.05,,,,,,,,,sin_resultados,
158,1.0,35,0.02,0.35,0.03,0.06,,,,,,,,,sin_resultados,
159,1.0,35,0.02,0.35,0.03,0.07,,,,,,,,,sin_resultados,
160,1.0,35,0.02,0.35,0.035,0.05,,,,,,,,,sin_resultados,
161,1.0,35,0.02,0.35,0.035,0.06,,,,,,,,,sin_resultados,
162,1.0,35,0.02,0.35,0.035,0.07,,,,,,,,,sin_resultados,
163,1.0,50,0.01,0.25,0.025,0.05,,,,,,,,,sin_resultados,
164,1.0,50,0.01,0.25,0.025,0.06,,,,,,,,,sin_resultados,
165,1.0,50,0.01,0.25,0.025,0.07,,,,,,,,,sin_resultados,
166,1.0,50,0.01,0.25,0.03,0.05,,,,,,,,,sin_resultados,
167,1.0,50,0.01,0.25,0.03,0.06,,,,,,,,,sin_resultados,
168,1.0,50,0.01,0.25,0.03,0.07,,,,,,,,,sin_resultados,
169,1.0,50,0.01,0.25,0.035,0.05,,,,,,,,,sin_resultados,
170,1.0,50,0.01,0.25,0.035,0.06,,,,,,,,,sin_resultados,
171,1.0,50,0.01,0.25,0.035,0.07,,,,,,,,,sin_resultados,
172,1.0,50,0.01,0.3,0.025,0.05,,,,,,,,,sin_resultados,
173,1.0,50,0.01,0.3,0.025,0.06,,,,,,,,,sin_resultados,
174,1.0,50,0.01,0.3,0.025,0.07,,,,,,,,,sin_resultados,
175,1.0,50,0.01,0.3,0.03,0.05,,,,,,,,,sin_resultados,
176,1.0,50,0.01,0.3,0.03,0.06,,,,,,,,,sin_resultados,
177,1.0,50,0.01,0.3,0.03,0.07,,,,,,,,,sin_resultados,
178,1.0,50,0.01,0.3,0.035,0.05,,,,,,,,,sin_resultados,
179,1.0,50,0.01,0.3,0.035,0.06,,,,,,,,,sin_resultados,
180,1.0,50,0.01,0.3,0.035,0.07,,,,,,,,,sin_resultados,
181,1.0,50,0.01,0.35,0.025,0.05,,,,,,,,,sin_resultados,
182,1.0,50,0.01,0.35,0.025,0.06,,,,,,,,,sin_resultados,
183,1.0,50,0.01,0.35,0.025,0.07,,,,,,,,,sin_resultados,
184,1.0,50,0.01,0.35,0.03,0.05,,,,,,,,,sin_resultados,
185,1.0,50,0.01,0.35,0.03,0.06,,,,,,,,,sin_resultados,
186,1.0,50,0.01,0.35,0.03,0.07,,,,,,,,,sin_resultados,
187,1.0,50,0.01,0.35,0.035,0.05,,,,,,,,,sin_resultados,
188,1.0,50,0.01,0.35,0.035,0.06,,,,,,,,,sin_resultados,
189,1.0,50,0.01,0.35,0.035,0.07,,,,,,,,,sin_resultados,
190,1.0,50,0.015,0.25,0.025,0.05,,,,,,,,,sin_resultados,
