date,cash,equity
2020-03-27 13:30:00+00:00,100000.0,100000.0
2020-03-30 13:30:00+00:00,100000.0,100000.0
2020-03-31 13:30:00+00:00,100000.0,100000.0
2020-04-01 13:30:00+00:00,100000.0,100000.0
2020-04-02 13:30:00+00:00,100000.0,100000.0
2020-04-03 13:30:00+00:00,100000.0,100000.0
2020-04-06 13:30:00+00:00,100000.0,100000.0
2020-04-07 13:30:00+00:00,100000.0,100000.0
2020-04-08 13:30:00+00:00,100000.0,100000.0
2020-04-09 13:30:00+00:00,100000.0,100000.0
2020-04-13 13:30:00+00:00,100000.0,100000.0
2020-04-14 13:30:00+00:00,100000.0,100000.0
2020-04-15 13:30:00+00:00,59013.58011698723,100771.23036408424
2020-04-16 13:30:00+00:00,29125.280012845993,102142.2952709198
2020-04-17 13:30:00+00:00,12.819922208785954,102983.2385559082
2020-04-20 13:30:00+00:00,12.819922208785954,105070.76463890076
2020-04-21 13:30:00+00:00,4.999922037124577,103068.2099635601
2020-04-22 13:30:00+00:00,5068.220088005066,104260.36024403572
2020-04-23 13:30:00+00:00,4008.7402391433716,102374.8051481247
2020-04-24 13:30:00+00:00,2.370236396789551,104152.92090439796
2020-04-27 13:30:00+00:00,0.4702364206314087,106042.98037552834
2020-04-28 13:30:00+00:00,2.0702364444732666,104155.15008068085
2020-04-29 13:30:00+00:00,3181.9101965427403,102113.05477333069
2020-04-30 13:30:00+00:00,1.0201207399372976,102375.77036142349
2020-05-01 13:30:00+00:00,23590.930025219917,99470.8045874834
2020-05-04 13:30:00+00:00,18590.53024494648,101348.09538555145
2020-05-05 13:30:00+00:00,1.300282597541809,104470.35464417934
2020-05-06 13:30:00+00:00,5233.300282597542,105048.58545768261
2020-05-07 13:30:00+00:00,37.740193486213684,106410.0597692728
2020-05-08 13:30:00+00:00,37.740193486213684,107421.06923568249
2020-05-11 13:30:00+00:00,8.980193257331845,112518.18980491161
2020-05-12 13:30:00+00:00,3718.78002846241,109896.64038872719
2020-05-13 13:30:00+00:00,10052.820022702217,107654.3756890893
2020-05-14 13:30:00+00:00,99.13004148006348,108179.39425897598
2020-05-15 13:30:00+00:00,17.056042075156242,110588.4197461605
2020-05-18 13:30:00+00:00,16.05604302883056,111872.1183924675
2020-05-19 13:30:00+00:00,16.05604302883056,110852.67750418186
2020-05-20 13:30:00+00:00,16.05604302883056,112946.328145504
2020-05-21 13:30:00+00:00,16.05604302883056,111086.29456114769
2020-05-22 13:30:00+00:00,0.4560426473608299,113165.56492578983
2020-05-26 13:30:00+00:00,18464.555686175823,109653.47362732887
2020-05-27 13:30:00+00:00,13535.306269586086,110500.93665218353
2020-05-28 13:30:00+00:00,3384.106257855892,110048.14390158653
2020-05-29 13:30:00+00:00,1.8012565970420837,112888.2665425539
2020-06-01 13:30:00+00:00,7.401256501674652,114419.7458962202
2020-06-02 13:30:00+00:00,2.6212562918663025,113961.2704988718
2020-06-03 13:30:00+00:00,2.6212562918663025,114185.09084928036
2020-06-04 13:30:00+00:00,5843.521429479121,112241.53952938318
2020-06-05 13:30:00+00:00,15123.081346929073,111929.11369073391
2020-06-08 13:30:00+00:00,8.608297765254974,113851.74378973246
2020-06-09 13:30:00+00:00,3591.918381869793,113920.11325716972
2020-06-10 13:30:00+00:00,1.443426132202148,113837.8160353303
2020-06-11 13:30:00+00:00,34002.973380088806,107607.39328968525
2020-06-12 13:30:00+00:00,1881.6074756085875,108781.2316967547
2020-06-15 13:30:00+00:00,1.0273683965208416,110941.33514359593
2020-06-16 13:30:00+00:00,1.0273683965208416,112400.72632059455
2020-06-17 13:30:00+00:00,1.0273683965208416,114535.83947595954
2020-06-18 13:30:00+00:00,4577.027200549841,113924.46987268329
2020-06-19 13:30:00+00:00,2.167219966650009,115732.1378697455
2020-06-22 13:30:00+00:00,0.06721994280815125,116859.74956780672
2020-06-23 13:30:00+00:00,6032.067219942808,117897.98255077004
2020-06-24 13:30:00+00:00,2167.897183597088,115591.89282777905
2020-06-25 13:30:00+00:00,0.6971842646598816,116987.31876781583
2020-06-26 13:30:00+00:00,4553.7691841721535,113282.1429259777
2020-06-29 13:30:00+00:00,22.74924546480179,113706.25843000412
2020-06-30 13:30:00+00:00,881.5492318272591,115950.77047145367
2020-07-01 13:30:00+00:00,3.9092259407043457,116445.74467349052
2020-07-02 13:30:00+00:00,15.339225947856903,118248.26387029886
2020-07-06 13:30:00+00:00,4107.369329631329,120746.44644707441
2020-07-07 13:30:00+00:00,0.9992603659629822,120262.44157809019
2020-07-08 13:30:00+00:00,2.499260365962982,124366.61027342081
2020-07-09 13:30:00+00:00,1157.8392768502235,124393.14077109098
2020-07-10 13:30:00+00:00,42.83925873041153,123635.37871843576
2020-07-13 13:30:00+00:00,9079.06932836771,119453.66291409731
2020-07-14 13:30:00+00:00,4366.725294530392,123428.54463595152
2020-07-15 13:30:00+00:00,3.232201842624109,123240.1995630544
2020-07-16 13:30:00+00:00,14333.73241045888,121735.68702283318
2020-07-17 13:30:00+00:00,5730.772482065517,121949.84517666514
2020-07-20 13:30:00+00:00,0.5173815768548593,124584.70750841315
2020-07-21 13:30:00+00:00,5.067381767589723,124240.52398577149
2020-07-22 13:30:00+00:00,7188.207571892101,124018.02773263867
2020-07-23 13:30:00+00:00,5033.327397255261,121748.61863723214
2020-07-24 13:30:00+00:00,8402.012130407651,119704.343016414
2020-07-27 13:30:00+00:00,54.15182271416961,121863.7823758405
2020-07-28 13:30:00+00:00,10.454678061783458,120425.78219175655
2020-07-29 13:30:00+00:00,5104.979860189736,121682.52209842521
2020-07-30 13:30:00+00:00,6868.338790789979,122816.89292050971
2020-07-31 13:30:00+00:00,2041.0988952077796,122292.74660016669
2020-08-03 13:30:00+00:00,8.47880853785773,125332.84404386653
2020-08-04 13:30:00+00:00,1.3088082231452063,126375.14261402262
2020-08-05 13:30:00+00:00,8060.798927918809,126069.79611672534
2020-08-06 13:30:00+00:00,8131.77500547542,124787.56723715438
2020-08-07 13:30:00+00:00,16.82527627124182,124090.02611769809
2020-08-10 13:30:00+00:00,3042.145227328676,124159.41423846854
2020-08-11 13:30:00+00:00,23318.888210669895,121976.94465722216
2020-08-12 13:30:00+00:00,10435.008009210964,122406.94153381957
2020-08-13 13:30:00+00:00,0.04793860091740498,122784.71096088065
2020-08-14 13:30:00+00:00,2.197938696284837,121887.11215831412
2020-08-17 13:30:00+00:00,44.29793812408025,121828.6706054367
2020-08-18 13:30:00+00:00,1.257937208552903,121772.62464238776
2020-08-19 13:30:00+00:00,1962.6378972686725,121341.490031258
2020-08-20 13:30:00+00:00,952.8278985179857,120434.17417337073
2020-08-21 13:30:00+00:00,6240.157865539928,119918.66521884574
2020-08-24 13:30:00+00:00,10896.92076975578,119667.1287637996
2020-08-25 13:30:00+00:00,4448.970678393781,120644.33212155575
2020-08-26 13:30:00+00:00,16.450649325787708,120583.92749518628
2020-08-27 13:30:00+00:00,9023.805883471905,120909.05268615956
2020-08-28 13:30:00+00:00,44.885737960277766,121977.62112731213
2020-08-31 13:30:00+00:00,5214.625762526927,121474.22620672459
2020-09-01 13:30:00+00:00,18.745928351816474,123174.46494687075
2020-09-02 13:30:00+00:00,2625.425928180155,124035.94078553194
2020-09-03 13:30:00+00:00,14626.545899693903,117496.41561449046
2020-09-04 13:30:00+00:00,703.1156662153571,116449.19582450861
2020-09-08 13:30:00+00:00,33237.99609548324,115254.67655283684
2020-09-09 13:30:00+00:00,4810.615979258953,116920.65132302517
2020-09-10 13:30:00+00:00,5371.056065146862,115787.41989499802
2020-09-11 13:30:00+00:00,9809.016044442593,116914.80739099259
2020-09-14 13:30:00+00:00,10477.866029565273,118649.36529499764
2020-09-15 13:30:00+00:00,5432.856185262142,118790.49524099106
2020-09-16 13:30:00+00:00,9104.896140401303,117854.2669196772
2020-09-17 13:30:00+00:00,12728.189330880581,117667.37307292694
2020-09-18 13:30:00+00:00,28109.889514152943,117283.34720749134
2020-09-21 13:30:00+00:00,43730.43263211964,114822.42576262473
2020-09-22 13:30:00+00:00,49004.822806985365,113473.41603461026
2020-09-23 13:30:00+00:00,65583.09432950734,110561.15486112355
2020-09-24 13:30:00+00:00,65598.67432943104,111274.444478662
2020-09-25 13:30:00+00:00,70232.21432963132,111898.75451895712
2020-09-28 13:30:00+00:00,70232.21432963132,113276.4335503888
2020-09-29 13:30:00+00:00,3773.3021920037136,114038.50901702164
2020-09-30 13:30:00+00:00,13959.353179435258,112407.98319814635
2020-10-01 13:30:00+00:00,0.18315170240930456,113602.76566360427
2020-10-02 13:30:00+00:00,0.18315170240930456,112961.03744600249
2020-10-05 13:30:00+00:00,0.18315170240930456,116706.44998333884
2020-10-06 13:30:00+00:00,0.18315170240930456,116763.9112347169
2020-10-07 13:30:00+00:00,0.18315170240930456,121517.41033361388
2020-10-08 13:30:00+00:00,7.009818534379519,122620.64739845229
2020-10-09 13:30:00+00:00,0.9598183436446552,123362.9281841321
2020-10-12 13:30:00+00:00,0.27981833649209786,123987.9574821992
2020-10-13 13:30:00+00:00,0.27981833649209786,124622.33931259347
2020-10-14 13:30:00+00:00,0.27981833649209786,123626.56613842679
2020-10-15 13:30:00+00:00,6.489818136220491,123228.90180830193
2020-10-16 13:30:00+00:00,1.9098182125144367,123251.49443105889
2020-10-19 13:30:00+00:00,4118.329830328947,122328.45541731549
2020-10-20 13:30:00+00:00,1.4896909399085416,121471.1839791937
2020-10-21 13:30:00+00:00,3653.9595507187896,120302.94731650782
2020-10-22 13:30:00+00:00,16482.69978199435,121545.05459747744
2020-10-23 13:30:00+00:00,3860.6097932858515,122196.9420958562
2020-10-26 13:30:00+00:00,15176.185521106248,119532.4813803835
2020-10-27 13:30:00+00:00,25252.745717982776,118486.38271335793
2020-10-28 13:30:00+00:00,25021.728401402957,115686.52857593728
2020-10-29 13:30:00+00:00,33423.38177195534,116049.07416794047
2020-10-30 13:30:00+00:00,41478.00187436089,114356.46910414443
2020-11-02 14:30:00+00:00,49265.60177365288,114573.25946769462
2020-11-03 14:30:00+00:00,49265.60177365288,116656.30016675935
2020-11-04 14:30:00+00:00,49269.26177373871,118138.57949266181
2020-11-05 14:30:00+00:00,5.501407298891536,120535.07959702954
2020-11-06 14:30:00+00:00,4634.620280537455,120307.76183536992
2020-11-09 14:30:00+00:00,2957.350206348746,121062.67969927535
2020-11-10 14:30:00+00:00,4250.092109415381,120613.33917627082
2020-11-11 14:30:00+00:00,4038.907405588477,120569.90303060756
2020-11-12 14:30:00+00:00,8.117228243201225,118348.29191044316
2020-11-13 14:30:00+00:00,10242.657268974632,120282.22111103282
2020-11-16 14:30:00+00:00,1.5474004481729944,121693.65557811008
2020-11-17 14:30:00+00:00,4607.557383630126,121297.34065410838
2020-11-18 14:30:00+00:00,4.857522103637166,120901.06057760463
2020-11-19 14:30:00+00:00,4.857522103637166,124328.77429440961
2020-11-20 14:30:00+00:00,1.007522199004598,125707.73684922204
2020-11-23 14:30:00+00:00,1.007522199004598,129664.43825117097
2020-11-24 14:30:00+00:00,2.817522141784139,132292.5827942227
2020-11-25 14:30:00+00:00,0.87752208456368,133390.03805622802
2020-11-27 14:30:00+00:00,0.87752208456368,134811.87227031932
2020-11-30 14:30:00+00:00,0.87752208456368,133845.39787075267
2020-12-01 14:30:00+00:00,0.87752208456368,135854.47251543746
2020-12-02 14:30:00+00:00,0.87752208456368,137071.45417389617
2020-12-03 14:30:00+00:00,0.04752210125298051,138978.30974409328
2020-12-04 14:30:00+00:00,7316.047522101253,142183.74534669862
2020-12-07 14:30:00+00:00,0.11771253094048006,142466.27410206542
2020-12-08 14:30:00+00:00,4.577712569087453,144359.4075212811
2020-12-09 14:30:00+00:00,3951.209311995357,141234.44220993266
2020-12-10 14:30:00+00:00,0.4492607448992203,144276.74781999335
2020-12-11 14:30:00+00:00,7.559260878413625,143129.28859565005
2020-12-14 14:30:00+00:00,9135.099279436916,143447.10791877256
2020-12-15 14:30:00+00:00,1.8394143317636917,145494.97768727288
2020-12-16 14:30:00+00:00,0.09941432222694857,145266.5012916659
2020-12-17 14:30:00+00:00,0.09941432222694857,148140.14174381242
2020-12-18 14:30:00+00:00,14844.008869979232,147212.26320627675
2020-12-21 14:30:00+00:00,24.158780667630708,147952.90018025384
2020-12-22 14:30:00+00:00,1413.6112851213693,150093.27245727292
2020-12-23 14:30:00+00:00,0.4913167070626514,150977.7598195385
2020-12-24 14:30:00+00:00,0.4913167070626514,150703.45488098377
2020-12-28 14:30:00+00:00,0.4913167070626514,152030.54496440402
2020-12-29 14:30:00+00:00,3958.9561900209665,148220.75957998744
2020-12-30 14:30:00+00:00,0.22609010450787537,151249.69119128695
2020-12-31 14:30:00+00:00,0.22609010450787537,151639.56099757663
2021-01-04 14:30:00+00:00,4810.066055924821,147262.33716622106
2021-01-05 14:30:00+00:00,5966.575904042648,151229.83124747983
2021-01-06 14:30:00+00:00,2.9858066152801257,154330.00786414853
2021-01-07 14:30:00+00:00,0.07580652944943722,159402.07725510112
2021-01-08 14:30:00+00:00,0.07580652944943722,157743.7253406953
2021-01-11 14:30:00+00:00,0.07580652944943722,158675.46761337033
2021-01-12 14:30:00+00:00,0.07580652944943722,158735.75767973176
2021-01-13 14:30:00+00:00,52.065808207916234,159321.83046379796
2021-01-14 14:30:00+00:00,0.5424768041839343,164182.29068473092
2021-01-15 14:30:00+00:00,3942.122435243057,161962.07130399457
2021-01-19 14:30:00+00:00,0.3924881529082995,165789.5254726719
2021-01-20 14:30:00+00:00,3430.3924881529083,164787.96090594045
2021-01-21 14:30:00+00:00,4.215923459457372,164851.51321950665
2021-01-22 14:30:00+00:00,3.855923445152257,166698.06571915856
2021-01-25 14:30:00+00:00,7635.724304230141,162988.92814794293
2021-01-26 14:30:00+00:00,18496.504591853547,160589.2665332865
2021-01-27 14:30:00+00:00,40351.38513699286,153754.94493976346
2021-01-28 14:30:00+00:00,6663.327230083485,153079.84829174235
2021-01-29 14:30:00+00:00,22481.415275891086,149979.04227503086
2021-02-01 14:30:00+00:00,10995.76509373929,152692.21678739335
2021-02-02 14:30:00+00:00,5223.618874008914,155990.94995361115
2021-02-03 14:30:00+00:00,4.848953659792642,155629.22732454087
2021-02-04 14:30:00+00:00,1.2489537551600733,158308.61700385358
2021-02-05 14:30:00+00:00,1.2489537551600733,161929.34270137097
2021-02-08 14:30:00+00:00,2704.049042637607,167081.0239574268
2021-02-09 14:30:00+00:00,0.6740741088592586,168728.4676619127
2021-02-10 14:30:00+00:00,0.6740741088592586,167542.84697788503
2021-02-11 14:30:00+00:00,0.6740741088592586,164669.47490041997
2021-02-12 14:30:00+00:00,20.654073651095587,166138.91354506757
2021-02-16 14:30:00+00:00,0.3540732219421443,167620.74325626637
2021-02-17 14:30:00+00:00,15.21407287861939,165860.92384045865
2021-02-18 14:30:00+00:00,15861.516356642504,162797.60670059468
2021-02-19 14:30:00+00:00,5395.806150849123,164973.8727648809
2021-02-22 14:30:00+00:00,19940.686469967623,163004.67309063222
2021-02-23 14:30:00+00:00,19504.585652287264,157751.04858165528
2021-02-24 14:30:00+00:00,16804.09059613492,160520.5947779968
2021-02-25 14:30:00+00:00,43476.5010203674,153824.59966295506
2021-02-26 14:30:00+00:00,77001.91153043057,153481.5637358978
2021-03-01 14:30:00+00:00,77028.97153085019,155498.64458828713
2021-03-02 14:30:00+00:00,7337.831442768831,153563.02287715222
2021-03-03 14:30:00+00:00,15177.311217243929,151965.70802777554
2021-03-04 14:30:00+00:00,67982.75552933957,146406.81929188516
2021-03-05 14:30:00+00:00,75938.03540986325,146896.8025944784
2021-03-08 14:30:00+00:00,75940.92540996816,148804.32896142747
2021-03-09 14:30:00+00:00,75940.92540996816,149285.4897775009
2021-03-10 14:30:00+00:00,75940.92540996816,149906.0507751062
2021-03-11 14:30:00+00:00,75940.92540996816,151332.04775625016
2021-03-12 14:30:00+00:00,75946.77540987279,151712.97782068994
2021-03-15 13:30:00+00:00,75946.77540987279,152875.98587733056
2021-03-16 13:30:00+00:00,75946.77540987279,151490.09619026925
2021-03-17 13:30:00+00:00,75946.77540987279,151912.84558075215
2021-03-18 13:30:00+00:00,18282.350924666185,147502.92599015977
2021-03-19 13:30:00+00:00,18282.350924666185,149222.31853812482
2021-03-22 13:30:00+00:00,39887.740717585344,148333.49600094106
2021-03-23 13:30:00+00:00,59019.59066456105,143124.4976236179
2021-03-24 13:30:00+00:00,107459.92843693044,140132.54376095082
2021-03-25 13:30:00+00:00,115080.81837719228,139938.96854441907
2021-03-26 13:30:00+00:00,115080.81837719228,140349.4184399202
2021-03-29 13:30:00+00:00,115080.81837719228,140376.30844705846
2021-03-30 13:30:00+00:00,120446.35848873403,139777.74813240315
2021-03-31 13:30:00+00:00,120446.35848873403,139431.6282033279
2021-04-01 13:30:00+00:00,120446.35848873403,139326.24812882688
2021-04-05 13:30:00+00:00,2.1886317088792566,140138.06889169957
2021-04-06 13:30:00+00:00,0.34863167550065555,139692.45999270226
2021-04-07 13:30:00+00:00,4385.258601482172,138577.38638621118
2021-04-08 13:30:00+00:00,22205.398739154596,139124.95854073312
2021-04-09 13:30:00+00:00,7816.578831012506,138259.39834934022
2021-04-12 13:30:00+00:00,10170.648804719705,135950.29928189065
2021-04-13 13:30:00+00:00,7724.1883316590975,134618.42882495667
2021-04-14 13:30:00+00:00,15.473426873941207,134911.42281084802
2021-04-15 13:30:00+00:00,4717.46340804841,134996.22549968507
2021-04-16 13:30:00+00:00,5.713454778451705,135452.2318406656
2021-04-19 13:30:00+00:00,6846.50578522751,133436.38765120576
2021-04-20 13:30:00+00:00,23275.03865364456,131051.1567244854
2021-04-21 13:30:00+00:00,3.6921112861564325,132519.42540315056
2021-04-22 13:30:00+00:00,3.6921112861564325,132245.42028668785
2021-04-23 13:30:00+00:00,7468.842111262315,132972.29414239788
2021-04-26 13:30:00+00:00,0.7123533811500238,133162.9029544916
2021-04-27 13:30:00+00:00,14359.612517031663,133138.90537897014
2021-04-28 13:30:00+00:00,22429.62773971176,131160.4892174444
2021-04-29 13:30:00+00:00,4412.736779495235,131397.14811317538
2021-04-30 13:30:00+00:00,4099.154782100674,129728.03060094928
2021-05-03 13:30:00+00:00,9.02983288383166,130276.86655680751
2021-05-04 13:30:00+00:00,15101.558572574613,129119.56738559817
2021-05-05 13:30:00+00:00,5521.937948553425,128267.19006630644
2021-05-06 13:30:00+00:00,5285.628183452945,128239.13622674212
2021-05-07 13:30:00+00:00,7.002314655643206,129680.98074993357
2021-05-10 13:30:00+00:00,18518.292327015264,126900.55516728626
2021-05-11 13:30:00+00:00,18518.292327015264,126314.55290588604
2021-05-12 13:30:00+00:00,40523.55213460194,124456.82036360966
2021-05-13 13:30:00+00:00,44572.83208379017,124709.51588210331
2021-05-14 13:30:00+00:00,44572.83208379017,125415.2698806213
2021-05-17 13:30:00+00:00,44572.83208379017,125909.28096589314
2021-05-18 13:30:00+00:00,50093.33220013844,125557.61329015957
2021-05-19 13:30:00+00:00,50093.33220013844,125213.75566872822
2021-05-20 13:30:00+00:00,50170.29219922291,125677.39748868214
2021-05-21 13:30:00+00:00,5.492402164802115,126458.52708443867
2021-05-24 13:30:00+00:00,5.492402164802115,125817.15790924297
2021-05-25 13:30:00+00:00,23.167401401862662,123625.0850883411
2021-05-26 13:30:00+00:00,4.487401096686881,124957.98906406628
2021-05-27 13:30:00+00:00,22.087401478156607,125541.8474217342
2021-05-28 13:30:00+00:00,30.927402584418815,125921.42648705708
2021-06-01 13:30:00+00:00,4.997402279243033,127462.38881525265
2021-06-02 13:30:00+00:00,9112.38754615055,126781.88429602848
2021-06-03 13:30:00+00:00,0.5572992251964024,126331.9862643169
2021-06-04 13:30:00+00:00,0.5572992251964024,127099.46548732983
2021-06-07 13:30:00+00:00,9507.197044937477,127802.44400724636
2021-06-08 13:30:00+00:00,1.2371405051799225,127330.68012747036
2021-06-09 13:30:00+00:00,8191.02722152935,126369.81858762966
2021-06-10 13:30:00+00:00,3.027287809714835,127137.36475786434
2021-06-11 13:30:00+00:00,13.287288038596671,128134.38441642986
2021-06-14 13:30:00+00:00,8909.347512571678,127881.98807796703
2021-06-15 13:30:00+00:00,17.107446043357413,126768.08106431233
2021-06-16 13:30:00+00:00,8026.347503988609,125495.57866367565
2021-06-17 13:30:00+00:00,8771.472553579672,123955.67692598568
2021-06-18 13:30:00+00:00,42632.21079443725,122568.13289831909
2021-06-21 13:30:00+00:00,23897.06512497695,123295.97779821188
2021-06-22 13:30:00+00:00,46.81322859557257,123274.10331736835
2021-06-23 13:30:00+00:00,2.893227565604306,124159.79741822512
2021-06-24 13:30:00+00:00,0.49322747023687397,124917.2810538891
2021-06-25 13:30:00+00:00,0.49322747023687397,123991.7022153023
2021-06-28 13:30:00+00:00,19401.04824851783,122623.55191217692
2021-06-29 13:30:00+00:00,14109.504156009949,121566.37327112416
2021-06-30 13:30:00+00:00,5065.897638079762,119944.02864634717
2021-07-01 13:30:00+00:00,1.9376251670119018,119827.15694617952
2021-07-02 13:30:00+00:00,3813.2777779074904,120262.98202013696
2021-07-06 13:30:00+00:00,4707.517680403828,120945.20493328298
2021-07-07 13:30:00+00:00,22365.167728778957,121258.27718436444
2021-07-08 13:30:00+00:00,2.3083223077055663,121312.5040723058
2021-07-09 13:30:00+00:00,34.05832349979847,122481.99825203145
2021-07-12 13:30:00+00:00,1.4983221265074533,121904.52081906522
2021-07-13 13:30:00+00:00,1.4983221265074533,119562.02996122563
2021-07-14 13:30:00+00:00,18744.4378970834,118015.97753417218
2021-07-15 13:30:00+00:00,14604.578270313381,117840.32953393186
2021-07-16 13:30:00+00:00,15591.228761074184,115905.02719437802
2021-07-19 13:30:00+00:00,27764.73182761395,114656.77512943471
2021-07-20 13:30:00+00:00,7301.281855461238,116006.87813150609
2021-07-21 13:30:00+00:00,8.151759025690808,118401.31462871755
2021-07-22 13:30:00+00:00,6.581759330866589,120047.5786799165
2021-07-23 13:30:00+00:00,0.9517592164256712,120978.61807810985
2021-07-26 13:30:00+00:00,0.9517592164256712,121663.4754632684
2021-07-27 13:30:00+00:00,0.9517592164256712,121380.0885711881
2021-07-28 13:30:00+00:00,0.9517592164256712,125454.3457049104
2021-07-29 13:30:00+00:00,8416.760720447957,124383.58527226871
2021-07-30 13:30:00+00:00,2.0903760952351433,125102.67416687435
2021-08-02 13:30:00+00:00,2.0903760952351433,124785.5822474522
2021-08-03 13:30:00+00:00,7532.210126118123,124615.85613723224
2021-08-04 13:30:00+00:00,7598.811411098897,127113.14031811184
2021-08-05 13:30:00+00:00,85.12148137515807,131878.82710476345
2021-08-06 13:30:00+00:00,6462.161578611792,130255.73867769665
2021-08-09 13:30:00+00:00,1.2513632339841934,133431.02221460766
2021-08-10 13:30:00+00:00,8.221363024175844,132891.2195140881
2021-08-11 13:30:00+00:00,1.321362928808412,130611.08041305965
2021-08-12 13:30:00+00:00,4056.8347668213255,132130.03086371845
2021-08-13 13:30:00+00:00,4532.184735493124,131812.9352035088
2021-08-16 13:30:00+00:00,14.814660982549867,129989.75576849407
2021-08-17 13:30:00+00:00,3270.651172117651,130458.97026081508
2021-08-18 13:30:00+00:00,12.651258902013979,129158.28064032024
2021-08-19 13:30:00+00:00,25547.34735579914,127604.30187721676
2021-08-20 13:30:00+00:00,1804.3912586731303,130167.12057633823
2021-08-23 13:30:00+00:00,1.3632616562235853,135090.9124049706
2021-08-24 13:30:00+00:00,1.3632616562235853,136315.9227122826
2021-08-25 13:30:00+00:00,1.3632616562235853,139680.73133273548
2021-08-26 13:30:00+00:00,2860.2532839340556,146091.27931495136
2021-08-27 13:30:00+00:00,2.68334861224821,154376.9647430939
2021-08-30 13:30:00+00:00,2.68334861224821,165514.8837191624
2021-08-31 13:30:00+00:00,1319.4433583778732,161736.58645101017
2021-09-01 13:30:00+00:00,5.089987711369304,153554.7346193356
2021-09-02 13:30:00+00:00,0.6899876160018721,152986.57777495807
2021-09-03 13:30:00+00:00,13.439987616001872,154614.08015389866
2021-09-07 13:30:00+00:00,4.709988073765544,152989.12554831928
2021-09-08 13:30:00+00:00,174.56998916095426,159968.52531595653
2021-09-09 13:30:00+00:00,3.929991678654474,164655.8537792725
2021-09-10 13:30:00+00:00,1.37999172633819,159188.68437095112
2021-09-13 13:30:00+00:00,5685.000179485738,156835.09808083004
2021-09-14 13:30:00+00:00,16868.30298228687,149360.03794713443
2021-09-15 13:30:00+00:00,10618.703029589116,151140.36771078533
2021-09-16 13:30:00+00:00,2838.8630771202443,152387.8751403851
2021-09-17 13:30:00+00:00,3.7230472130177077,155358.01460762447
2021-09-20 13:30:00+00:00,18843.44123645252,150956.9368948502
