Ticker,Entrada,Salida,Precio Entrada,Precio Salida,Stop,Resultado (R),Motivo
AIRG,2024-04-04,2024-11-20,5.5,8.489999771118164,4.994485299434887,5.914763245807991,ema50_break
ALGM,2022-12-13,2022-12-16,33.11000061035156,30.197216025812704,30.197216025812704,-1.0,stop_vol
ALGN,2020-12-10,2021-03-03,506.8900146484375,527.4299926757812,467.69974327279743,0.524109104284259,ema50_break
ALGN,2023-04-24,2023-04-27,355.1400146484375,321.4649571051288,321.4649571051288,-1.0,stop_vol
ALGT,2021-02-16,2021-05-06,215.30999755859372,221.0,198.84256539671446,0.34553064409022816,ema50_break
ALKT,2023-07-27,2023-08-10,16.719999313354492,15.220000267028809,15.068167759351985,-0.9080823299997371,ema50_break
ALNY,2021-08-20,2021-09-28,198.42999267578125,180.5473427286252,180.5473427286252,-1.0,stop_vol
ALRM,2020-06-25,2020-08-03,63.650001525878906,57.75113439650403,57.75113439650403,-1.0,stop_vol
ALRS,2020-12-31,2021-01-27,27.989999771118164,25.64232112739613,25.64232112739613,-1.0,stop_vol
AMAL,2023-12-28,2024-01-17,27.34000015258789,24.958183210106025,24.958183210106025,-1.0,stop_vol
AMBR,2023-12-11,2024-04-18,3.700000047683716,3.521925349358124,3.521925349358124,-1.0,stop_vol
AMD,2020-08-20,2020-10-28,79.73999786376953,76.4000015258789,72.87050516413744,-0.486207131142232,ema50_break
AMPH,2022-04-01,2022-05-06,36.13999938964844,32.53305018859201,32.53305018859201,-1.0,stop_vol
AMPH,2023-07-31,2023-08-10,61.0,56.812856276943194,56.812856276943194,-1.0,stop_vol
ANIP,2023-07-07,2023-10-02,53.40999984741211,56.869998931884766,48.60028384767543,0.7193770036863053,ema50_break
APEI,2024-12-06,2024-12-30,21.15999984741211,21.670000076293945,19.14574146853801,0.25319503904305873,timeout
APLS,2023-04-18,2023-07-17,82.69000244140625,75.21186640344443,75.21186640344443,-1.0,stop_vol
APOG,2021-02-22,2021-04-08,37.18000030517578,35.290000915527344,34.17454639892988,-0.628856554985142,ema50_break
APP,2023-07-19,2023-10-25,28.600000381469727,36.150001525878906,25.790176548204933,2.6870016030993207,ema50_break
APP,2024-05-22,2024-06-11,83.9000015258789,76.46772130392799,76.46772130392799,-1.0,stop_vol
ARAY,2023-03-03,2023-03-15,2.950000047683716,2.6680885755108625,2.6680885755108625,-1.0,stop_vol
ARAY,2023-07-27,2023-08-09,3.9800000190734863,3.7357030956792023,3.7357030956792023,-1.0,stop_vol
ARCB,2020-08-20,2020-09-21,31.81999969482422,29.11737304494094,29.11737304494094,-1.0,stop_vol
ARCB,2020-12-28,2021-06-04,43.869998931884766,69.83000183105469,40.33409059895202,7.3418201081129855,ema50_break
ARCB,2024-01-30,2024-03-18,122.16999816894533,125.2300033569336,110.65307701958059,0.26569646073829856,ema50_break
ARGX,2020-07-01,2020-09-03,230.42999267578125,217.55999755859372,208.86380413202835,-0.5967672540318021,ema50_break
ARHS,2024-02-23,2024-04-25,13.119999885559082,13.609999656677246,12.004492692295566,0.43926186588239363,ema50_break
AROW,2024-01-03,2024-01-19,28.200000762939453,25.479807545476582,25.479807545476582,-1.0,stop_vol
ASO,2024-02-21,2024-03-21,69.70999908447266,64.18032664814075,64.18032664814075,-1.0,stop_vol
ASTH,2021-06-03,2021-08-19,35.189998626708984,68.79000091552734,32.159372050244215,11.08681701327018,ema50_break
ASTH,2024-10-01,2024-11-08,57.66999816894531,52.41533168765489,52.41533168765489,-1.0,stop_vol
ASUR,2022-12-01,2023-04-27,7.849999904632568,13.199999809265137,7.09032279412834,7.042465582623071,ema50_break
ATEC,2024-02-07,2024-02-20,16.68000030517578,15.106992597828688,15.106992597828688,-1.0,stop_vol
ATLC,2023-07-17,2023-08-02,41.33000183105469,37.57635715840813,37.57635715840813,-1.0,stop_vol
ATNI,2024-10-16,2024-10-30,32.720001220703125,30.275932579900104,30.275932579900104,-1.0,stop_vol
ATRC,2021-02-23,2021-08-10,64.37000274658203,73.0999984741211,58.335018713967706,1.4465648426508382,ema50_break
ATRC,2024-11-29,2024-12-12,36.22999954223633,32.67980126484555,32.67980126484555,-1.0,stop_vol
AVAV,2024-05-22,2024-06-27,196.44000244140625,179.59083274739888,179.59083274739888,-1.0,stop_vol
AVT,2021-02-17,2021-06-17,39.2400016784668,40.630001068115234,35.49704648670163,0.37136415437367737,ema50_break
AXON,2020-11-18,2021-03-04,119.63999938964844,144.89999389648438,108.65981691517675,2.300507716111641,ema50_break
AXON,2021-08-23,2021-09-15,187.25999450683597,172.80196671933228,172.80196671933228,-1.0,stop_vol
AXON,2022-11-29,2022-12-06,184.22000122070312,168.7810561763481,168.7810561763481,-1.0,stop_vol
AXON,2023-01-23,2023-02-07,187.22000122070312,170.61832323535444,170.61832323535444,-1.0,stop_vol
AXSM,2024-02-06,2024-02-20,94.25,85.89043103093684,85.89043103093684,-1.0,stop_vol
AYTU,2023-12-22,2024-01-08,2.950000047683716,2.6818179792457397,2.6818179792457397,-1.0,stop_vol
AZTA,2020-06-30,2020-09-04,42.970001220703125,47.22999954223633,39.25518686956866,1.1467594121445788,ema50_break
AZTA,2024-01-31,2024-03-14,67.12999725341797,60.64420483697002,60.64420483697002,-1.0,stop_vol
BAND,2024-05-20,2024-05-31,22.020000457763672,20.08062219912399,20.08062219912399,-1.0,stop_vol
BANF,2021-01-04,2021-05-25,59.04999923706055,66.66999816894531,54.015501222769885,1.5135568452415784,ema50_break
BANF,2023-08-07,2023-09-05,100.5199966430664,93.18968071164058,93.18968071164058,-1.0,stop_vol
BANR,2021-01-04,2021-01-29,46.880001068115234,44.22999954223633,42.98102640233116,-0.6796662592179212,ema50_break
BBCP,2021-02-16,2021-08-20,6.0,8.100000381469727,5.449915136746618,3.817593469214255,ema50_break
BCIC,2021-01-20,2021-07-19,19.0,22.799999237060547,17.577538614628494,2.6714252324453063,ema50_break
BELFB,2023-07-27,2023-08-02,57.0,51.61538597169505,51.61538597169505,-1.0,stop_vol
BELFB,2023-12-22,2024-02-22,64.22000122070312,58.26371214886657,58.26371214886657,-1.0,stop_vol
BGC,2021-06-15,2021-06-18,6.360000133514404,5.8350482580685155,5.8350482580685155,-1.0,stop_vol
BGLC,2021-12-09,2021-12-20,234.0,219.14286364004866,219.14286364004866,-1.0,stop_vol
BHST,2024-02-15,2024-03-07,5.809999942779541,5.425000190734863,5.2326092182138675,-0.666792408787452,ema50_break
BIOX,2021-05-26,2021-06-08,15.4399995803833,13.956153974759879,13.956153974759879,-1.0,stop_vol
BKR,2021-01-05,2021-03-23,21.36000061035156,21.690000534057617,19.585882428440954,0.18600785847911813,ema50_break
BLBX,2021-08-13,2021-08-13,11.0,11.0,11.0,0.0,stop_vol
BLMN,2021-02-12,2021-06-15,23.15999984741211,27.1299991607666,20.964834337184747,1.8085193553097068,ema50_break
BMRN,2020-06-30,2020-08-19,122.19000244140624,110.150800691626,110.150800691626,-1.0,stop_vol
BNTX,2024-10-01,2024-10-18,119.91000366210938,110.15621458889953,110.15621458889953,-1.0,stop_vol
BPOP,2020-12-11,2021-06-17,52.66999816894531,74.33000183105469,47.428485056003495,4.132395206382041,ema50_break
BRKR,2020-12-16,2021-09-27,54.709999084472656,79.5999984741211,50.247553135928094,5.577658458309477,ema50_break
BRZE,2023-07-27,2023-08-07,45.06999969482422,40.99758826534345,40.99758826534345,-1.0,stop_vol
BSET,2021-02-12,2021-03-05,21.989999771118164,19.835077070475723,19.835077070475723,-1.0,stop_vol
BSRR,2020-12-21,2020-12-29,24.0,22.04000091552735,22.04000091552735,-1.0,stop_vol
BSRR,2021-01-20,2021-01-25,25.280000686645508,23.31922596152791,23.31922596152791,-1.0,stop_vol
BSRR,2024-09-03,2024-09-11,29.690000534057617,27.088402852475006,27.088402852475006,-1.0,stop_vol
BSVN,2021-03-18,2021-03-25,18.65999984741211,17.107458346649103,17.107458346649103,-1.0,stop_vol
BVS,2024-10-23,2024-11-05,12.90999984741211,11.816684620984118,11.816684620984118,-1.0,stop_vol
BWIN,2024-02-27,2024-04-17,26.790000915527344,26.43000030517578,24.616741346468153,-0.16565007488148673,ema50_break
BWMN,2023-02-06,2023-08-21,26.0,30.709999084472656,23.920002956016397,2.264425854881064,ema50_break
BYRN,2021-06-16,2021-06-25,24.57999992370605,22.5521503988266,22.5521503988266,-1.0,stop_vol
BYRN,2023-01-23,2023-02-09,9.899999618530272,8.950260279694072,8.950260279694072,-1.0,stop_vol
BZ,2024-05-10,2024-06-25,20.34000015258789,19.34000015258789,18.371613408046212,-0.5080302449571926,ema50_break
CART,2024-11-04,2024-11-18,44.70000076293945,40.90999984741211,40.64719887491859,-0.9351557318233835,ema50_break
CASH,2020-12-09,2021-07-08,35.209999084472656,48.09999847412109,32.297350617809734,4.425525269246361,ema50_break
CATY,2020-12-22,2021-06-17,30.84000015258789,39.970001220703125,28.347067118031063,3.662353116411845,ema50_break
CBNK,2021-01-15,2021-06-14,14.5,20.34000015258789,13.055935406193704,4.044140530580211,ema50_break
CCB,2020-12-01,2021-06-29,19.950000762939453,28.209999084472656,18.136547987780723,4.5548461116172225,ema50_break
CCB,2021-11-17,2021-12-14,43.90999984741211,39.80887761711062,39.80887761711062,-1.0,stop_vol
CCB,2024-11-18,2024-12-30,72.83000183105469,85.9800033569336,66.99716223481204,2.254476796233136,timeout
CCEC,2024-02-12,2024-04-12,18.21999931335449,16.45261098298088,16.45261098298088,-1.0,stop_vol
CCNE,2021-01-20,2021-01-27,23.200000762939453,21.00094770856823,21.00094770856823,-1.0,stop_vol
CCRN,2021-04-30,2021-07-07,13.40999984741211,15.369999885559082,12.151876057903864,1.5578753493828026,ema50_break
CDNS,2020-06-08,2020-09-08,91.0,100.44000244140624,83.3832540509311,1.2393747283326704,ema50_break
CECO,2022-08-05,2023-03-15,7.840000152587891,13.220000267028809,7.191730073196324,8.299010374642487,ema50_break
CECO,2023-12-06,2024-03-05,19.850000381469727,18.809999465942383,17.89754323535181,-0.5326626080347961,ema50_break
CEG,2024-10-25,2024-11-04,269.0,245.79478130949335,245.79478130949335,-1.0,stop_vol
CELH,2023-09-15,2023-09-20,67.76000213623047,61.50626066909978,61.50626066909978,-1.0,stop_vol
CENT,2021-03-18,2021-06-18,40.82223892211914,41.5583381652832,37.11327589627369,0.19846497202443006,ema50_break
CERT,2023-04-03,2023-05-09,23.1200008392334,21.406696405974046,21.406696405974046,-1.0,stop_vol
CG,2020-07-22,2020-08-07,29.549999237060547,27.118151741850546,27.118151741850546,-1.0,stop_vol
CHDN,2020-08-24,2020-09-17,86.66999816894531,79.48770270176456,79.48770270176456,-1.0,stop_vol
CHRD,2021-01-04,2021-07-16,37.540000915527344,88.27999877929688,33.97701037151096,14.240845502377558,ema50_break
CIIT,2022-08-09,2022-08-09,2.180000066757202,2.180000066757202,2.180000066757202,0.0,stop_vol
CIIT,2022-08-12,2022-08-12,2.180000066757202,2.180000066757202,2.180000066757202,0.0,stop_vol
CIIT,2023-02-08,2023-02-08,2.8499999046325684,2.8499999046325684,2.8499999046325684,0.0,stop_vol
CLAR,2021-07-20,2021-09-30,27.399999618530277,25.6299991607666,24.777431660788356,-0.6749111886838113,ema50_break
CLBK,2020-12-24,2021-05-25,15.390000343322754,17.059999465942383,13.886606581370021,1.1108195104192098,ema50_break
CLBT,2024-09-03,2024-12-30,17.049999237060547,22.020000457763672,15.460658397503778,3.127083314670971,timeout
CLDX,2021-09-13,2021-10-13,54.7599983215332,49.634729478073865,49.634729478073865,-1.0,stop_vol
CLMB,2020-06-26,2020-08-13,23.559999465942383,22.004431060307223,22.004431060307223,-1.0,stop_vol
CLMB,2023-04-18,2023-04-25,52.56999969482422,48.708761046343525,48.708761046343525,-1.0,stop_vol
CLMB,2024-10-21,2024-11-01,107.63999938964844,99.77102742045865,99.77102742045865,-1.0,stop_vol
CMCO,2020-08-18,2020-09-21,36.77999877929688,33.362297968081315,33.362297968081315,-1.0,stop_vol
CMPR,2023-07-27,2023-09-13,66.75,61.17541405040326,61.17541405040326,-1.0,stop_vol
CMTL,2021-02-22,2021-03-23,28.559999465942383,25.886387586509755,25.886387586509755,-1.0,stop_vol
COCO,2024-11-29,2024-12-30,35.619998931884766,36.369998931884766,32.21437978047602,0.22022427249088042,timeout
COLB,2020-12-24,2021-04-20,34.91999816894531,41.650001525878906,31.50862739661945,1.9728149785211109,ema50_break
COLL,2024-01-17,2024-04-15,32.08000183105469,35.13999938964844,28.97940643840405,0.9869064392751421,ema50_break
COMM,2020-12-23,2021-02-18,13.350000381469728,13.5,12.098124869665702,0.11981991589092858,ema50_break
COMM,2021-06-07,2021-08-05,21.0,18.905184710467303,18.905184710467303,-1.0,stop_vol
CORT,2020-07-02,2020-07-13,17.299999237060547,15.89952241622942,15.89952241622942,-1.0,stop_vol
CORT,2021-01-07,2021-02-25,26.540000915527344,25.559999465942383,24.02600862903053,-0.3898187973164267,ema50_break
COSM,2020-07-24,2020-07-28,2.880000114440918,2.6742855227723235,2.6742855227723235,-1.0,stop_vol
COSM,2020-10-28,2020-10-29,4.0,3.904535153766325,3.904535153766325,-1.0,stop_vol
CPRX,2021-06-03,2021-08-19,5.510000228881836,5.460000038146973,4.979408129631913,-0.09423470648271344,ema50_break
CPRX,2024-01-03,2024-01-05,16.989999771118164,15.358308657187607,15.358308657187607,-1.0,stop_vol
CPRX,2024-11-04,2024-12-30,21.81999969482422,21.06999969482422,19.67409962414888,-0.34950369322834623,timeout
CRAI,2021-01-21,2021-02-01,58.52000045776367,52.84224555353564,52.84224555353564,-1.0,stop_vol
CRDO,2024-07-11,2024-07-25,31.5,28.38516903519615,28.38516903519615,-1.0,stop_vol
CRMT,2023-07-31,2023-08-21,116.0500030517578,105.5954147492608,105.5954147492608,-1.0,stop_vol
CRNT,2024-03-12,2024-04-15,2.990000009536743,2.7699999809265137,2.7273651274170088,-0.8376649241509823,ema50_break
CROX,2020-07-29,2021-03-24,35.7400016784668,73.25,32.46366948515017,11.448777507375368,ema50_break
CROX,2021-07-02,2021-07-08,117.48999786376952,106.46442930240993,106.46442930240993,-1.0,stop_vol
CROX,2021-08-12,2021-10-04,142.77000427246094,136.07000732421875,128.76260333411994,-0.47831835311453014,ema50_break
CROX,2024-03-28,2024-04-09,142.89999389648438,131.59049379969946,131.59049379969946,-1.0,stop_vol
CRVL,2020-08-17,2022-01-18,27.42333221435547,62.58000183105469,25.15942987659465,15.529234203394125,ema50_break
CRWD,2021-06-30,2021-08-11,257.13800048828125,234.03374912567747,234.03374912567747,-1.0,stop_vol
CRWD,2023-11-27,2024-04-15,209.6199951171875,299.5,189.46559315606703,4.459571911694455,ema50_break
CSPI,2023-01-31,2023-05-03,5.425000190734863,6.175000190734863,4.9724980480611265,1.6574507151909006,ema50_break
CTLP,2023-06-21,2023-09-07,7.630000114440918,6.934504792290129,6.934504792290129,-1.0,stop_vol
CWBC,2023-12-29,2024-01-09,22.299999237060547,21.134774245020722,21.134774245020722,-1.0,stop_vol
CXDO,2020-05-06,2020-05-18,6.25,5.629138674193746,5.629138674193746,-1.0,stop_vol
CZFS,2024-11-21,2024-12-18,68.72000122070312,62.56999969482422,62.489648545004364,-0.9871032742442878,ema50_break
DASH,2023-07-24,2023-08-14,85.29000091552734,78.48229910153842,78.48229910153842,-1.0,stop_vol
DASH,2024-01-25,2024-05-02,109.06400299072266,114.30999755859376,98.93656843845251,0.5179983677796443,ema50_break
DCOM,2024-12-05,2024-12-18,36.54999923706055,33.241850250424605,33.241850250424605,-1.0,stop_vol
DCTH,2023-04-19,2023-06-20,5.630000114440918,5.929999828338623,5.079772816703706,0.5452286993601406,ema50_break
DDOG,2021-09-07,2021-12-06,138.17999267578125,161.41000366210938,127.03269355695483,2.0839138466371177,ema50_break
DDOG,2023-12-27,2024-01-02,124.0,114.97276235584923,114.97276235584923,-1.0,stop_vol
DENN,2020-12-21,2021-05-10,13.720000267028809,17.100000381469727,12.450532949854429,2.662534173754255,ema50_break
DGII,2020-10-15,2020-10-28,16.329999923706055,14.777603668757822,14.777603668757822,-1.0,stop_vol
DKNG,2023-07-20,2023-08-10,30.399999618530277,27.67584539774722,27.67584539774722,-1.0,stop_vol
DNUT,2023-03-31,2023-04-19,15.579999923706056,14.576133978849569,14.576133978849569,-1.0,stop_vol
DOCU,2024-01-26,2024-02-05,62.04999923706055,56.103035591632825,56.103035591632825,-1.0,stop_vol
DOCU,2024-12-27,2024-12-30,95.3000030517578,91.6999969482422,86.99190445006388,-0.43331287652045947,timeout
DOMO,2021-07-01,2021-09-08,80.41999816894531,79.7699966430664,73.61350810808398,-0.09549731507235185,ema50_break
DOOO,2020-10-16,2020-11-10,57.5,51.85081117109684,51.85081117109684,-1.0,stop_vol
DSGR,2020-10-21,2020-10-28,22.44499969482422,20.88191091714865,20.88191091714865,-1.0,stop_vol
DSGX,2020-06-12,2020-09-11,49.650001525878906,53.75,45.803944348445484,1.0660263966374866,ema50_break
DUOL,2023-03-30,2023-05-02,137.24000549316406,124.40140931819214,124.40140931819214,-1.0,stop_vol
DUOL,2024-10-15,2024-12-30,288.260009765625,325.20001220703125,262.3871840910635,1.4277529213875595,timeout
DWSN,2023-05-26,2023-05-31,2.039999961853028,1.9020290770701318,1.9020290770701318,-1.0,stop_vol
DXCM,2020-06-24,2020-09-04,101.44000244140624,99.55999755859376,91.34997659035528,-0.18632309872790412,ema50_break
DXPE,2023-06-20,2023-08-09,35.95000076293945,32.87924957541529,32.87924957541529,-1.0,stop_vol
DXPE,2024-12-05,2024-12-30,73.79000091552734,82.08000183105469,68.94636284677085,1.7115236105276626,timeout
EA,2020-06-25,2020-09-03,131.47999572753906,132.82000732421875,119.77919101549212,0.11452302894176455,ema50_break
EBAY,2020-06-23,2020-09-04,49.59000015258789,52.540000915527344,45.7037938132677,0.7590952474889674,ema50_break
ECPG,2020-07-27,2020-09-17,34.599998474121094,39.81999969482422,31.155101802780802,1.5152852810160489,ema50_break
EDRY,2024-02-01,2024-03-27,21.040000915527344,20.75,19.755070025617204,-0.2256937846265216,ema50_break
EEFT,2020-12-08,2021-01-27,133.74000549316406,124.29147812453259,124.29147812453259,-1.0,stop_vol
EFSC,2021-04-05,2021-06-18,50.0,46.09999847412109,45.03317666712358,-0.7852104382420858,ema50_break
EGBN,2020-12-11,2021-07-22,39.9900016784668,52.810001373291016,36.62560730588519,3.810492550844158,ema50_break
EGBN,2024-01-02,2024-01-12,29.809999465942383,26.936049766780183,26.936049766780183,-1.0,stop_vol
EGBN,2024-11-21,2024-12-27,28.57999992370605,26.054779026167907,26.054779026167907,-1.0,stop_vol
ELVA,2024-02-28,2024-03-27,4.090000152587891,3.690000057220459,3.690000057220459,-1.0,stop_vol
EML,2024-01-30,2024-05-07,24.520000457763672,28.059999465942383,22.412037152738424,1.679345650723418,ema50_break
ENSG,2020-08-14,2021-05-06,55.900001525878906,85.2699966430664,50.461296147648255,5.4001813068871005,ema50_break
EOLS,2024-03-19,2024-04-10,13.789999961853027,12.770000457763672,12.692287675762117,-0.9292047807187256,ema50_break
ERII,2021-02-16,2021-05-10,15.449999809265137,17.809999465942383,14.24445629341837,1.9576229523490873,ema50_break
ESCA,2020-08-20,2020-09-24,18.32999992370605,16.682362970128494,16.682362970128494,-1.0,stop_vol
ESOA,2023-09-11,2023-12-05,3.819999933242798,3.990000009536743,3.4532798036448185,0.46356897964753013,ema50_break
ESTA,2020-12-30,2021-07-14,35.08000183105469,74.30000305175781,31.694103904503088,11.583338326045496,ema50_break
EWBC,2020-12-31,2021-06-10,50.72999954223633,71.54000091552734,45.89170335761493,4.301101168513812,ema50_break
EXAS,2023-06-30,2023-08-02,95.1999969482422,85.72151583673498,85.72151583673498,-1.0,stop_vol
EXAS,2024-10-04,2024-11-06,67.69999694824219,60.98972707591362,60.98972707591362,-1.0,stop_vol
EXPE,2021-01-14,2021-01-25,141.1199951171875,128.58558246578642,128.58558246578642,-1.0,stop_vol
EXPE,2021-04-29,2021-05-06,179.02999877929688,165.5768680877477,165.5768680877477,-1.0,stop_vol
EXTR,2021-06-07,2021-06-18,11.5,10.506050103428743,10.506050103428743,-1.0,stop_vol
EXTR,2023-07-28,2023-08-25,27.450000762939453,24.950967500487913,24.950967500487913,-1.0,stop_vol
EYE,2020-08-19,2021-03-04,35.720001220703125,44.220001220703125,32.7934484725156,2.9044410715864344,ema50_break
F,2021-11-18,2022-01-25,20.15999984741211,19.979999542236328,18.271282742107047,-0.09530294646572172,ema50_break
FANG,2021-10-27,2021-12-15,109.5,99.19294129817861,99.19294129817861,-1.0,stop_vol
FBIZ,2021-03-18,2021-03-31,26.790000915527344,24.636432025227293,24.636432025227293,-1.0,stop_vol
FBNC,2020-12-11,2021-06-08,33.54999923706055,41.619998931884766,30.227028303073123,2.4285495886479396,ema50_break
FCNCA,2020-12-14,2020-12-29,609.2000122070312,566.3246084164163,566.3246084164163,-1.0,stop_vol
FCNCA,2021-01-20,2021-01-27,640.8300170898438,590.1998408741231,590.1998408741231,-1.0,stop_vol
FCNCA,2023-05-25,2023-10-03,1294.06005859375,1290.1300048828125,1166.207763912627,-0.03073901583651245,ema50_break
FFBC,2021-01-04,2021-06-18,17.65999984741211,23.59000015258789,16.481989620425548,5.033912413770096,ema50_break
FFIC,2021-01-04,2021-06-14,16.639999389648438,21.940000534057617,15.228974301024945,3.756135299890044,ema50_break
FGEN,2023-02-16,2023-03-02,598.0,540.8524193548387,540.8524193548387,-1.0,stop_vol
FHB,2020-12-10,2021-06-18,22.850000381469727,27.020000457763672,20.801652552784482,2.0357870952857198,ema50_break
FINW,2023-12-21,2024-02-05,13.75,12.716703602625472,12.716703602625472,-1.0,stop_vol
FINW,2024-09-26,2024-12-23,14.970000267028809,15.859999656677246,13.726842936558082,0.7159185469400207,ema50_break
FIP,2024-04-12,2024-09-03,6.369999885559082,8.850000381469727,5.753868950446427,4.02511926374415,ema50_break
FISI,2021-01-04,2021-06-18,22.63999938964844,29.8799991607666,20.84633817221764,4.036436591681769,ema50_break
FIVE,2020-11-27,2021-05-11,156.33999633789062,186.25999450683597,142.4088999651685,2.1477130994176736,ema50_break
FIVE,2023-01-18,2023-04-25,186.88999938964844,194.69000244140625,168.9399437721328,0.4345392135802958,ema50_break
FIZZ,2021-11-12,2021-11-23,63.130001068115234,57.82861857270145,57.82861857270145,-1.0,stop_vol
FKWL,2020-05-27,2020-06-22,5.75,5.254310361128499,5.254310361128499,-1.0,stop_vol
FKWL,2020-10-21,2021-01-14,17.049999237060547,20.239999771118164,15.369998931884766,1.8988094967779439,ema50_break
FKWL,2023-01-18,2023-01-18,4.960000038146973,4.523520451049808,4.523520451049808,-1.0,stop_vol
FLEX,2020-11-30,2021-03-04,12.072343826293944,12.961566925048828,11.134685387338548,0.9483443670016232,ema50_break
FLXS,2024-02-02,2024-04-30,28.309999465942383,32.959999084472656,25.73816322361365,1.8080465396660779,ema50_break
FLXS,2024-09-30,2024-10-10,44.58000183105469,40.518133369352384,40.518133369352384,-1.0,stop_vol
FMBH,2020-12-21,2021-06-17,33.75,41.43999862670898,31.336418632544756,3.186136059219299,ema50_break
FNWB,2020-12-23,2021-01-27,15.449999809265137,14.619999885559082,14.19358235995742,-0.6606084022180546,ema50_break
FOLD,2020-07-10,2020-07-14,15.760000228881836,14.383494733502673,14.383494733502673,-1.0,stop_vol
FORM,2020-07-10,2020-07-31,32.0099983215332,29.077014972837514,29.077014972837514,-1.0,stop_vol
FORM,2020-12-02,2021-01-29,41.29999923706055,40.869998931884766,37.33889674019834,-0.10855571283914169,ema50_break
FOXF,2020-08-19,2020-09-02,109.0,98.76907665096074,98.76907665096074,-1.0,stop_vol
FOXF,2020-12-31,2021-03-24,107.77999877929688,122.31999969482422,97.45660034849836,1.408451007000673,ema50_break
FRD,2021-06-11,2021-07-08,13.770000457763672,12.393000787190045,12.393000787190045,-1.0,stop_vol
FRD,2024-03-12,2024-03-19,18.1200008392334,16.55047520282668,16.55047520282668,-1.0,stop_vol
FRME,2020-12-15,2021-06-09,36.470001220703125,44.52999877929688,32.957536519609874,2.2946842871004773,ema50_break
FROG,2024-03-01,2024-03-05,44.61000061035156,40.986390011933636,40.986390011933636,-1.0,stop_vol
FRPT,2024-01-18,2024-07-17,85.7699966430664,119.33999633789062,77.30287384002524,3.9647469956106898,ema50_break
FSBW,2020-12-16,2021-08-18,28.81999969482422,33.79999923706055,26.008786923913767,1.7714772762018594,ema50_break
FSFG,2020-10-26,2021-01-20,18.21333312988281,19.96666717529297,16.432776674407435,0.9847112906858401,ema50_break
FSV,2020-08-04,2020-12-11,119.06999969482422,128.6199951171875,108.25756911390764,0.8832422415010517,ema50_break
FTAI,2020-12-21,2021-01-27,19.21434783935547,17.740827517289656,17.740827517289656,-1.0,stop_vol
FTAI,2023-02-21,2023-10-03,24.11000061035156,33.45000076293945,21.74301650352586,3.945949668886252,ema50_break
FTAI,2024-05-14,2024-12-12,76.62999725341797,135.0800018310547,69.56579046245807,8.274107243354692,ema50_break
FUNC,2020-12-18,2021-04-07,16.5,17.09000015258789,15.126709905429866,0.42962528814610873,ema50_break
