as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.57,518639000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,1.04,626547000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.68,565128000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1.35,636366000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1.17,643937000.0,2025-08-14 00:00:00+00:00
