as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,-0.11,13201330.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.32,13701097.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-0.15,15140145.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.09,12259088.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.09,14108585.0,2025-08-14 00:00:00+00:00
