as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.37,131066000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.39,135999000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.43,143646000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.43,145353000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.47,153012000.0,2025-08-14 00:00:00+00:00
