as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,5063000.0,-0.68,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,4355000.0,-0.98,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,5840000.0,-0.36,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,3955000.0,-0.07,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,5708000.0,-1.23,2025-08-14 00:00:00+00:00
