as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,56651000.0,1.45,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,54967000.0,1.41,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,56468000.0,1.27,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,55924000.0,1.47,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,59175000.0,1.72,2025-08-14 00:00:00+00:00
