as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.03,91384000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.000934,84505000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-0.01,79454000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.0,88009000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.01,88260000.0,2025-08-14 00:00:00+00:00
