as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,24397000.0,1.23,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,24894000.0,1.24,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,24139000.0,1.16,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,22595000.0,1.08,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,24439000.0,1.16,2025-08-14 00:00:00+00:00
