as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,439536000.0,0.04,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,468019000.0,0.46,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,480463000.0,-0.55,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,478029000.0,0.07,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,502437000.0,0.11,2025-08-14 00:00:00+00:00
