as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.0,3013392.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.002934,2542251.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-0.16,1069112.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.01,1576558.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.06,1031115.0,2025-08-14 00:00:00+00:00
