as_of,revenue,available_at
2024-06-30 00:00:00+00:00,246000000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,262000000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,263000000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,266000000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,261000000.0,2025-08-14 00:00:00+00:00
