as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,105870000.0,-2.7,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,118292000.0,0.46,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,389132000.0,1.56,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,220972000.0,-0.52,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,94048000.0,-5.1,2025-08-14 00:00:00+00:00
