date,open,high,low,close
2019-06-17 13:30:00+00:00,27.399999618530273,28.100000381469727,27.0,27.399999618530273
2019-06-18 13:30:00+00:00,27.299999237060547,28.299999237060547,27.0,27.100000381469727
2019-06-19 13:30:00+00:00,27.299999237060547,27.299999237060547,26.200000762939453,26.700000762939453
2019-06-20 13:30:00+00:00,27.200000762939453,27.200000762939453,25.700000762939453,25.700000762939453
2019-06-21 13:30:00+00:00,25.899999618530273,25.899999618530273,24.700000762939453,25.299999237060547
2019-06-24 13:30:00+00:00,25.0,25.0,23.5,23.899999618530273
2019-06-25 13:30:00+00:00,23.799999237060547,25.5,23.700000762939453,25.200000762939453
2019-06-26 13:30:00+00:00,25.299999237060547,26.0,24.899999618530273,25.600000381469727
2019-06-27 13:30:00+00:00,25.5,26.299999237060547,25.5,26.0
2019-06-28 13:30:00+00:00,25.700000762939453,27.200000762939453,25.700000762939453,27.100000381469727
2019-07-01 13:30:00+00:00,27.5,29.100000381469727,27.5,28.399999618530273
2019-07-02 13:30:00+00:00,28.200000762939453,29.200000762939453,27.799999237060547,28.899999618530273
2019-07-03 13:30:00+00:00,28.899999618530273,29.200000762939453,28.100000381469727,28.100000381469727
2019-07-05 13:30:00+00:00,27.799999237060547,28.899999618530273,27.600000381469727,28.200000762939453
2019-07-08 13:30:00+00:00,28.0,28.700000762939453,27.700000762939453,28.100000381469727
2019-07-09 13:30:00+00:00,28.200000762939453,30.5,28.0,30.200000762939453
2019-07-10 13:30:00+00:00,30.600000381469727,31.799999237060547,29.799999237060547,31.5
2019-07-11 13:30:00+00:00,32.0,32.0,29.399999618530273,30.0
2019-07-12 13:30:00+00:00,30.299999237060547,31.899999618530273,30.0,31.100000381469727
2019-07-15 13:30:00+00:00,31.0,31.600000381469727,29.5,30.200000762939453
2019-07-16 13:30:00+00:00,29.799999237060547,31.700000762939453,29.600000381469727,30.700000762939453
2019-07-17 13:30:00+00:00,30.700000762939453,30.700000762939453,29.0,29.299999237060547
2019-07-18 13:30:00+00:00,29.5,30.0,28.799999237060547,29.100000381469727
2019-07-19 13:30:00+00:00,29.100000381469727,29.5,28.799999237060547,29.100000381469727
2019-07-22 13:30:00+00:00,29.100000381469727,29.200000762939453,27.799999237060547,28.299999237060547
2019-07-23 13:30:00+00:00,28.399999618530273,29.600000381469727,28.200000762939453,29.299999237060547
2019-07-24 13:30:00+00:00,29.5,30.100000381469727,29.299999237060547,29.899999618530273
2019-07-25 13:30:00+00:00,29.799999237060547,30.399999618530273,28.899999618530273,29.299999237060547
2019-07-26 13:30:00+00:00,29.5,29.600000381469727,28.299999237060547,28.799999237060547
2019-07-29 13:30:00+00:00,28.399999618530273,28.899999618530273,27.5,28.299999237060547
2019-07-30 13:30:00+00:00,28.100000381469727,29.0,27.399999618530273,28.799999237060547
2019-07-31 13:30:00+00:00,28.799999237060547,29.799999237060547,27.899999618530273,29.700000762939453
2019-08-01 13:30:00+00:00,29.799999237060547,30.0,27.5,28.399999618530273
2019-08-02 13:30:00+00:00,28.399999618530273,29.0,28.100000381469727,28.700000762939453
2019-08-05 13:30:00+00:00,28.399999618530273,28.899999618530273,27.399999618530273,28.399999618530273
2019-08-06 13:30:00+00:00,28.399999618530273,29.700000762939453,28.299999237060547,29.299999237060547
2019-08-07 13:30:00+00:00,29.100000381469727,30.399999618530273,27.600000381469727,29.899999618530273
2019-08-08 13:30:00+00:00,30.200000762939453,30.5,27.799999237060547,29.899999618530273
2019-08-09 13:30:00+00:00,31.799999237060547,32.70000076293945,30.0,32.5
2019-08-12 13:30:00+00:00,32.400001525878906,32.400001525878906,29.100000381469727,29.200000762939453
2019-08-13 13:30:00+00:00,29.0,29.799999237060547,27.399999618530273,28.600000381469727
2019-08-14 13:30:00+00:00,28.0,28.200000762939453,26.299999237060547,26.600000381469727
2019-08-15 13:30:00+00:00,26.200000762939453,26.600000381469727,25.5,26.100000381469727
2019-08-16 13:30:00+00:00,26.200000762939453,27.200000762939453,26.200000762939453,26.700000762939453
2019-08-19 13:30:00+00:00,25.399999618530273,28.5,25.399999618530273,28.200000762939453
2019-08-20 13:30:00+00:00,28.100000381469727,28.5,26.799999237060547,27.399999618530273
2019-08-21 13:30:00+00:00,27.600000381469727,29.200000762939453,27.100000381469727,28.899999618530273
2019-08-22 13:30:00+00:00,29.0,29.200000762939453,27.799999237060547,28.0
2019-08-23 13:30:00+00:00,27.700000762939453,28.399999618530273,26.299999237060547,26.5
2019-08-26 13:30:00+00:00,26.799999237060547,27.200000762939453,26.0,26.100000381469727
2019-08-27 13:30:00+00:00,26.100000381469727,26.700000762939453,25.600000381469727,26.0
2019-08-28 13:30:00+00:00,25.899999618530273,26.299999237060547,25.5,25.600000381469727
2019-08-29 13:30:00+00:00,25.799999237060547,27.5,25.799999237060547,26.799999237060547
2019-08-30 13:30:00+00:00,26.700000762939453,26.799999237060547,25.899999618530273,26.600000381469727
